# Created by create_gmm.py, IMP.isd version 7b45ccd26f
# data_fn: 2min_fitted.mrc
# ncenters: 40
# covar_type: 'full'
# apix: 5.0
# num_samples: 1000000
# num_iter: 200
# threshold: 0.001
# force_radii: -1.0
# force_weight: -1.0
# force_weight_frac: False
# use_dirichlet: False
# multiply_by_mass: False
# chain: None
#|num|weight|mean|covariance matrix|
|0|0.02893506362903931|30.75807391703104 -8.221217806242718 -29.195407572667822|23.03776438807292 -2.1453064518695424 1.6555463239108807 -2.1453064518695424 14.212826039934983 0.4498535458781454 1.6555463239108807 0.4498535458781452 14.068660045739428|
|1|0.02527311594063441|52.217018752561906 -3.001533355826393 -2.158192244526419|15.563724347728977 2.1193552087993344 0.7720007532258935 2.1193552087993335 16.705243864746343 -1.64508834251188 0.7720007532258943 -1.6450883425118805 15.677688984108311|
|2|0.03260177567296976|60.15505502883348 28.65613939479347 -3.400646454568623|16.552281090384454 -4.02647138883867 -1.4477439733413888 -4.02647138883867 17.275508861455535 1.6729832624047747 -1.4477439733413888 1.672983262404773 21.887673013207614|
|3|0.02783433870641098|31.193673254680466 -14.004864523407031 -15.591093675760682|15.937323991154287 0.9314622274228439 1.6406118997954537 0.931462227422843 14.320426265291443 -0.2173856787947348 1.6406118997954522 -0.21738567879473458 17.85605884457543|
|4|0.021191437532699864|19.068495533118195 -21.200870087856845 -11.176298763084125|13.183713067673313 0.3731756351814522 0.6581354731751837 0.373175635181452 13.9568639151498 -4.729765797176583 0.6581354731751833 -4.729765797176583 14.219445670789769|
|5|0.019928364075697244|40.81028188231532 -10.993470465382009 -5.542597666343204|17.66658720585167 0.3057003299582579 2.7998045741259032 0.3057003299582588 15.66491112513755 2.352935233578794 2.7998045741259032 2.352935233578794 12.092666004155522|
|6|0.026395121288866803|53.650510882849886 9.05868236554715 -7.413756359783821|13.692847143438499 -0.022297337541687057 -3.8519848326220307 -0.022297337541687945 16.284030045709525 -2.363618154243468 -3.8519848326220316 -2.3636181542434676 19.43881534500828|
|7|0.02462926886008255|47.778703331679615 18.176356604292643 7.49313108090428|21.877902431447296 0.16556226358206216 1.1188158600158957 0.16556226358206216 14.265215250298496 1.5259520279378718 1.1188158600158957 1.5259520279378733 12.89995214780495|
|8|0.030969019853755452|40.170002512750436 -12.06976304285048 -20.740243684763904|13.611474997991852 -0.3042977281440964 2.9039812900136797 -0.3042977281440966 14.721365151544717 5.049090765431495 2.9039812900136797 5.049090765431495 25.96834625588432|
|9|0.02298943318487032|50.53074301728156 -21.928047821800373 -17.620520169426577|20.009626753547476 -2.6456800741677142 -1.0796983500156534 -2.6456800741677142 12.507682224731752 -0.8101692721961884 -1.0796983500156534 -0.8101692721961883 13.83429666984372|
|10|0.02937752394714963|48.84416425022975 31.225284975741154 -0.6284317702711515|19.723168609268637 -2.4269218254739813 -2.4182674195414426 -2.4269218254739817 16.149231529858827 0.06415147279434485 -2.4182674195414435 0.06415147279434441 15.007179681370884|
|11|0.024388192408981237|69.47999028818955 2.3774584168309554 -4.051423295176492|17.132701824237845 -2.102782725797791 -0.6842601501609487 -2.1027827257977894 15.464839385555624 -2.637834375027632 -0.6842601501609487 -2.6378343750276323 13.357364127213216|
|12|0.021812082131171324|40.72711236592775 -23.948739914518825 -23.294168129409915|20.58535159265032 -6.721974882573089 -2.3003528274357414 -6.721974882573088 13.36927629121443 2.8086659099417117 -2.3003528274357414 2.8086659099417113 14.639321573564864|
|13|0.024590529491981435|50.94803884714311 -10.214429062044095 6.680602235689782|18.061404183908287 1.6306824520076468 -1.5750598455487177 1.630682452007646 20.598775034782122 0.9829968006733005 -1.5750598455487186 0.9829968006733003 10.948757085347392|
|14|0.027507886115093676|54.521057421184615 21.921661497304516 -10.533285089560918|22.364412394339286 -4.230323571830921 0.4280004173072003 -4.230323571830922 19.05991714703849 3.094031895086954 0.4280004173072003 3.094031895086954 12.699738977966149|
|15|0.02632482881067931|49.949121345292475 -17.055847607097597 -2.8202970561414387|14.174293970647248 -2.2438391464748415 -1.0762661120263175 -2.2438391464748424 16.16453971289308 4.397182061989848 -1.0762661120263175 4.397182061989848 16.64270535896859|
|16|0.021719165707212225|52.405971969581465 -11.063803594611826 -22.285259511533248|17.514381865679773 -5.199834161926387 -2.954735630233582 -5.199834161926387 15.653362266936963 5.7224452716957845 -2.954735630233582 5.7224452716957845 16.854021744914284|
|17|0.021814280599745967|19.0094110397112 -4.073906805659512 -30.911587789372128|21.834003852928213 -0.5175410511118868 -3.67755639939598 -0.5175410511118876 12.885699683992815 1.6159908205926516 -3.67755639939598 1.6159908205926514 11.857283778880195|
|18|0.026344811480640662|52.39739165521636 -11.599690583490359 -10.536435850097082|18.38619044290569 -0.36939447722286456 4.305266003887631 -0.3693944772228641 12.49468970350744 0.890018699455597 4.305266003887631 0.890018699455596 16.77358217746516|
|19|0.028038527875165763|48.05952433952393 19.40689347597123 -3.223075801196964|14.891384489323578 -0.9674215432908146 1.2670180806361624 -0.9674215432908153 16.503259430938698 0.6541571369527421 1.2670180806361637 0.6541571369527417 17.490523305298314|
|20|0.026330139197459013|21.275420563956253 -20.06754652975101 -0.6857129542725034|11.064716693367549 -2.372671637972566 -1.0561242844242211 -2.372671637972566 23.840330419875055 -1.7510705172370846 -1.0561242844242211 -1.7510705172370846 15.739747859173349|
|21|0.02079633299875463|62.3592616351999 -8.218368404898241 0.26417468841439673|13.781537819345244 -3.0513042602542795 -1.4711898774554997 -3.0513042602542804 20.92414535336041 4.349690690264621 -1.4711898774554995 4.349690690264619 16.673860763203912|
|22|0.01614232281097877|20.841642108602045 -9.903039554259975 -11.771018738900787|12.423491517159576 -2.71878537883853 -0.46525402436308383 -2.71878537883853 14.720398453174829 1.7732916596479709 -0.46525402436308294 1.773291659647971 14.335797653167422|
|23|0.027809720965956675|28.762156564176188 -26.504364709010495 -7.0568073762414825|16.096778702786356 3.118162601117021 -1.8805552164976618 3.118162601117021 13.725809280634333 1.1645735903994918 -1.8805552164976636 1.16457359039949 17.79483108332019|
