Model_index Run_id Replica_id Frame_id GaussianEMRestraint_None_CCC ConnectivityRestraint_Score ExcludedVolumeSphere_Score GaussianEMRestraint_None Total_Score
7467 37 7 32 0.65 0.66 11.79 467.39 479.84
7468 37 7 33 0.65 0.30 6.41 467.50 474.21
7469 37 7 34 0.65 4.64 7.95 467.34 479.94
7470 37 7 35 0.65 0.86 5.13 463.59 469.58
7471 37 7 36 0.65 0.22 6.18 466.94 473.34
7472 37 7 40 0.65 0.25 3.35 467.14 470.74
7473 37 7 41 0.65 1.41 7.97 467.07 476.46
7474 37 7 43 0.65 0.91 4.40 466.59 471.90
7475 37 7 44 0.65 0.89 4.20 462.95 468.05
7476 37 7 45 0.65 2.24 5.74 461.60 469.58
7477 37 7 46 0.65 2.68 4.27 466.44 473.39
7478 37 7 47 0.65 1.35 3.24 462.81 467.40
7479 37 7 51 0.65 0.00 4.04 454.77 458.81
7480 37 7 52 0.65 2.80 5.96 461.03 469.79
7481 37 7 53 0.65 4.30 9.37 467.71 481.38
7482 37 7 54 0.65 5.73 5.39 454.73 465.84
7483 37 7 56 0.65 1.87 7.22 467.27 476.37
7484 37 7 57 0.65 1.12 3.22 466.08 470.41
7485 37 7 58 0.65 0.36 10.51 461.62 472.49
7486 37 7 59 0.65 2.47 2.53 459.65 464.65
7487 37 7 63 0.65 1.24 5.10 456.61 462.95
7488 37 7 64 0.66 0.00 2.54 448.92 451.46
7489 37 7 67 0.65 0.72 4.68 457.85 463.25
7490 37 7 68 0.65 0.47 8.69 458.49 467.64
7491 37 7 69 0.65 1.05 8.15 462.72 471.92
7492 37 7 74 0.65 1.75 4.69 467.38 473.83
7493 37 7 77 0.65 1.76 3.13 460.71 465.61
7494 37 7 78 0.65 1.08 5.15 454.47 460.70
7495 37 7 80 0.65 0.35 9.20 466.07 475.62
7496 37 7 82 0.65 1.79 4.56 460.45 466.81
7497 37 7 83 0.65 0.77 9.43 459.59 469.78
7498 37 7 85 0.65 0.32 5.19 463.17 468.69
7499 37 7 86 0.65 0.73 8.48 464.67 473.88
7500 37 7 87 0.65 0.63 4.82 465.61 471.06
7501 37 7 88 0.65 0.65 5.72 464.66 471.03
7502 37 7 89 0.65 0.84 8.31 462.46 471.61
7503 37 7 90 0.65 2.44 7.52 465.41 475.37
7504 37 7 91 0.65 0.74 3.28 464.48 468.51
7505 37 7 92 0.65 1.85 8.62 465.84 476.31
7506 37 7 93 0.65 1.74 9.66 457.09 468.48
7507 37 7 94 0.65 4.81 4.38 460.80 469.99
7508 37 7 95 0.65 1.90 2.25 455.74 459.89
7509 37 7 96 0.65 1.77 6.21 461.72 469.70
7510 37 7 97 0.65 2.12 5.19 455.41 462.72
7511 37 7 98 0.65 2.32 4.97 457.67 464.96
7512 37 7 99 0.65 0.70 9.91 463.12 473.74
7513 37 7 100 0.66 0.68 5.81 453.75 460.25
7514 37 7 102 0.65 0.10 11.17 465.67 476.94
7515 37 7 103 0.66 2.14 8.70 452.87 463.70
7516 37 7 105 0.65 3.62 1.66 462.92 468.20
7517 37 7 106 0.65 2.57 5.72 464.05 472.34
7518 37 7 107 0.65 1.09 2.55 462.73 466.37
7519 37 7 108 0.65 0.12 5.41 465.41 470.95
7520 37 7 109 0.65 1.85 3.81 467.27 472.94
7521 37 7 110 0.65 0.18 2.30 463.44 465.92
7522 37 7 111 0.65 0.09 4.68 467.01 471.78
7523 37 7 112 0.65 1.87 7.15 467.37 476.39
7524 37 7 113 0.65 0.09 3.60 461.03 464.72
7525 37 7 114 0.65 0.59 5.77 466.53 472.89
7526 37 7 116 0.65 4.20 5.20 462.87 472.26
7527 37 7 118 0.65 1.48 4.66 464.51 470.64
7528 37 7 120 0.65 0.66 4.65 459.14 464.45
7529 37 7 122 0.65 1.18 2.16 459.99 463.33
7530 37 10 0 0.65 1.78 2.83 459.57 464.18
7531 37 10 1 0.65 0.72 2.53 463.40 466.65
7532 37 10 2 0.65 2.03 4.14 466.46 472.64
7533 37 10 3 0.66 3.29 6.24 453.65 463.18
7534 37 10 4 0.65 0.16 7.20 465.19 472.55
7535 37 10 5 0.65 0.11 4.66 465.84 470.61
7536 37 10 7 0.65 1.02 3.64 460.00 464.66
7537 37 10 8 0.65 0.00 4.99 455.37 460.36
7538 37 10 10 0.65 0.18 6.37 466.01 472.56
7539 37 10 11 0.65 1.63 6.19 465.50 473.32
7540 37 10 12 0.65 3.14 6.20 465.27 474.60
7541 37 10 14 0.65 0.46 4.35 464.79 469.60
7542 37 10 15 0.65 1.95 3.11 459.14 464.20
7543 37 10 22 0.65 0.00 6.09 461.03 467.11
7544 37 10 24 0.65 4.32 8.36 461.42 474.10
7545 37 10 25 0.65 0.31 4.61 459.09 464.00
7546 37 10 26 0.65 1.21 5.39 465.52 472.12
7547 37 10 28 0.65 0.39 6.23 464.34 470.97
7548 37 10 29 0.65 3.71 4.77 463.07 471.55
7549 37 10 31 0.65 2.27 6.07 461.69 470.03
7550 37 10 32 0.65 2.38 9.93 465.11 477.42
7551 37 10 33 0.66 1.23 5.05 452.41 458.68
7552 37 10 34 0.65 0.66 3.84 460.57 465.07
7553 37 10 36 0.65 2.39 3.94 462.87 469.20
7554 37 10 37 0.66 4.05 6.49 452.22 462.76
7555 37 10 38 0.65 3.22 2.66 462.68 468.56
7556 37 10 39 0.65 0.76 7.90 461.41 470.06
7557 37 10 40 0.65 2.79 5.53 454.47 462.78
7558 37 10 41 0.65 0.82 3.64 456.51 460.97
7559 37 10 42 0.66 2.44 5.68 451.49 459.61
7560 37 10 45 0.65 0.27 7.90 463.58 471.75
7561 37 10 46 0.65 0.00 8.42 460.43 468.85
7562 37 10 47 0.65 2.41 5.08 467.12 474.61
7563 37 10 49 0.66 1.58 5.07 451.70 458.36
7564 37 10 52 0.66 3.82 2.97 450.55 457.34
7565 37 10 53 0.65 1.19 6.25 462.64 470.08
7566 37 10 57 0.65 0.17 7.36 464.05 471.58
7567 37 10 59 0.65 0.83 4.98 458.73 464.54
7568 37 10 60 0.65 0.62 8.31 462.36 471.29
7569 37 10 61 0.65 2.47 4.09 460.95 467.51
7570 37 10 63 0.65 0.02 4.09 464.56 468.66
7571 37 10 64 0.65 1.89 3.28 460.61 465.77
7572 37 10 65 0.65 0.11 9.45 462.57 472.13
7573 37 10 66 0.65 0.00 7.85 456.30 464.16
7574 37 10 67 0.65 1.97 4.26 460.90 467.12
7575 37 10 68 0.65 1.23 2.57 461.63 465.44
7576 37 10 70 0.65 0.68 4.74 462.74 468.16
7577 37 10 71 0.65 0.41 4.81 467.04 472.26
7578 37 10 73 0.65 0.51 5.33 458.18 464.02
7579 37 10 74 0.65 1.14 2.83 465.14 469.11
7580 37 10 75 0.65 1.09 8.02 466.09 475.20
7581 37 10 76 0.65 1.90 2.33 461.02 465.26
7582 37 10 78 0.65 0.93 6.86 467.35 475.15
7583 37 10 79 0.65 1.82 5.39 457.25 464.46
7584 37 10 80 0.65 3.03 2.73 462.58 468.33
7585 37 10 82 0.65 6.78 5.78 460.13 472.69
7586 37 10 83 0.65 1.95 4.08 467.32 473.35
7587 37 10 84 0.65 0.14 5.17 463.93 469.24
7588 37 10 85 0.65 0.02 4.46 464.56 469.05
7589 37 10 87 0.65 2.23 4.88 458.52 465.62
7590 37 10 90 0.65 0.28 7.58 459.25 467.11
7591 37 10 92 0.65 0.02 6.40 459.20 465.62
7592 37 10 93 0.65 5.18 1.39 466.29 472.86
7593 37 10 94 0.65 1.19 3.02 454.98 459.19
7594 37 10 95 0.65 1.20 7.94 458.01 467.16
7595 37 10 96 0.65 0.59 7.74 457.02 465.35
7596 37 10 97 0.65 1.55 4.13 458.36 464.03
7597 37 10 99 0.65 0.42 8.75 458.66 467.83
7598 37 10 100 0.65 2.02 3.35 462.02 467.39
7599 37 10 101 0.65 0.19 3.84 460.08 464.11
7600 37 10 102 0.65 3.28 6.05 460.90 470.23
7601 37 10 104 0.65 1.53 1.22 462.19 464.94
7602 37 10 105 0.65 0.25 3.45 460.51 464.22
7603 37 13 0 0.65 0.42 5.27 463.80 469.49
7604 37 13 1 0.65 0.72 6.54 460.71 467.96
7605 37 13 2 0.65 0.00 6.02 455.58 461.61
7606 37 13 3 0.65 2.33 5.21 463.61 471.16
7607 37 13 4 0.65 2.24 3.33 456.85 462.42
7608 37 13 5 0.65 2.22 6.05 467.38 475.65
7609 37 13 6 0.65 0.02 2.51 460.91 463.44
7610 37 13 7 0.65 0.13 4.00 463.89 468.02
7611 37 13 9 0.65 0.00 6.52 464.38 470.90
7612 37 13 10 0.65 1.08 6.20 466.22 473.50
7613 37 13 11 0.65 0.23 3.58 459.23 463.04
7614 37 13 13 0.65 1.83 4.08 466.43 472.33
7615 37 13 14 0.65 0.15 5.24 462.85 468.24
7616 37 13 15 0.65 0.10 2.57 464.31 466.97
7617 37 13 17 0.65 2.03 5.27 458.00 465.31
7618 37 13 18 0.65 0.05 5.04 465.82 470.91
7619 37 13 19 0.65 0.02 6.84 454.62 461.48
7620 37 13 20 0.65 0.29 2.88 459.07 462.23
7621 37 13 21 0.66 0.04 7.96 453.61 461.61
7622 37 13 23 0.65 0.44 5.71 455.22 461.37
7623 37 13 26 0.65 0.98 5.78 459.39 466.15
7624 37 13 27 0.65 1.40 5.10 456.67 463.17
7625 37 13 28 0.65 2.64 9.01 462.17 473.82
7626 37 13 30 0.65 1.01 5.94 462.03 468.98
7627 37 13 31 0.66 0.83 4.42 453.78 459.03
7628 37 13 34 0.65 0.80 5.82 464.84 471.47
7629 37 13 36 0.65 0.76 5.33 464.77 470.86
7630 37 13 38 0.65 0.17 3.39 458.26 461.82
7631 37 13 39 0.65 0.00 2.91 461.98 464.89
7632 37 13 40 0.65 0.00 4.40 461.18 465.57
7633 37 13 41 0.65 0.14 5.85 454.20 460.18
7634 37 13 42 0.65 0.35 5.19 465.26 470.79
7635 37 13 43 0.65 0.32 4.28 462.80 467.40
7636 37 13 45 0.65 3.82 3.97 461.18 468.98
7637 37 13 46 0.65 4.50 4.93 458.99 468.42
7638 37 13 50 0.65 0.06 5.92 464.71 470.69
7639 37 13 51 0.65 1.12 5.20 460.68 467.00
7640 37 13 53 0.65 2.57 4.27 460.27 467.11
7641 37 13 54 0.65 0.91 4.69 460.06 465.66
7642 37 13 55 0.65 1.14 3.25 458.28 462.66
7643 37 13 56 0.65 1.66 4.92 459.00 465.57
7644 37 13 58 0.65 0.35 2.16 459.11 461.61
7645 37 13 59 0.65 0.29 8.35 456.77 465.41
7646 37 13 60 0.65 1.02 2.93 460.95 464.89
7647 37 13 61 0.65 0.80 4.71 466.95 472.46
7648 37 13 63 0.65 0.02 7.88 457.21 465.11
7649 37 13 65 0.65 2.63 6.37 464.71 473.71
7650 37 13 66 0.65 0.60 4.63 458.85 464.08
7651 37 13 67 0.66 2.19 4.85 452.84 459.87
7652 37 13 68 0.65 1.45 4.33 463.13 468.92
7653 37 13 69 0.65 3.08 6.82 459.45 469.35
7654 37 13 70 0.65 0.45 4.23 465.96 470.64
7655 37 13 72 0.65 0.13 8.93 464.85 473.91
7656 37 13 74 0.65 0.02 7.30 466.40 473.72
7657 37 13 76 0.65 2.81 4.36 464.01 471.18
7658 37 13 77 0.65 0.00 4.28 466.16 470.44
7659 37 13 78 0.66 0.57 4.67 452.18 457.42
7660 37 13 79 0.65 0.00 4.24 461.70 465.94
7661 37 13 80 0.65 0.48 5.52 466.33 472.33
7662 37 13 81 0.65 2.67 5.33 462.64 470.63
7663 37 13 82 0.65 0.90 1.85 467.16 469.90
7664 37 13 84 0.65 0.71 6.35 461.39 468.45
7665 37 13 85 0.65 3.15 4.39 465.65 473.19
7666 37 13 86 0.65 2.59 4.70 465.64 472.93
7667 37 13 87 0.65 1.25 4.26 460.14 465.66
7668 37 13 89 0.65 2.36 5.79 465.20 473.36
7669 37 13 92 0.65 2.52 4.13 454.70 461.35
7670 37 13 93 0.65 2.02 4.20 460.67 466.89
7671 37 13 94 0.65 0.96 7.36 458.63 466.95
7672 37 13 95 0.65 4.92 4.89 457.52 467.33
7673 37 13 96 0.65 0.56 6.56 459.75 466.87
7674 37 13 98 0.66 2.13 4.73 450.90 457.76
7675 37 13 99 0.65 0.00 3.54 456.85 460.39
7676 37 13 101 0.65 1.09 10.69 465.56 477.35
7677 37 13 102 0.65 0.28 4.05 467.19 471.52
7678 37 13 103 0.65 0.25 7.71 465.27 473.23
7679 37 13 104 0.65 0.56 2.53 463.23 466.33
7680 37 13 106 0.65 1.93 5.58 463.28 470.80
7681 37 13 107 0.65 0.00 5.86 455.52 461.38
7682 37 13 108 0.65 0.00 5.05 461.81 466.87
7683 37 13 109 0.65 0.70 2.50 466.63 469.83
7684 37 13 110 0.65 1.43 6.37 458.85 466.65
7685 37 13 111 0.65 5.91 9.57 454.67 470.15
7686 37 13 115 0.65 2.91 5.88 466.36 475.15
7687 37 13 116 0.65 0.62 3.92 461.15 465.69
7688 38 1 3 0.65 0.05 9.25 467.28 476.57
7689 38 1 9 0.65 0.80 10.23 466.47 477.51
7690 38 1 12 0.65 0.87 7.12 466.69 474.68
7691 38 1 18 0.65 2.46 5.35 464.31 472.12
7692 38 1 26 0.65 1.73 11.25 468.93 481.92
7693 38 1 27 0.65 1.42 6.06 468.28 475.76
7694 38 3 6 0.65 0.28 7.72 464.75 472.76
7695 38 3 7 0.65 0.62 7.13 464.07 471.82
7696 38 3 15 0.65 0.15 3.58 467.05 470.79
7697 38 4 4 0.65 0.69 5.22 468.55 474.46
7698 38 4 7 0.65 0.56 3.04 465.82 469.42
7699 38 4 17 0.65 0.35 5.35 462.93 468.63
7700 38 6 2 0.65 0.08 7.92 467.66 475.67
7701 38 6 5 0.65 0.00 7.50 460.16 467.66
7702 38 6 7 0.65 4.21 5.50 460.24 469.95
7703 38 6 23 0.65 1.67 5.96 466.85 474.48
7704 38 6 25 0.65 0.82 5.11 466.73 472.67
7705 38 6 27 0.65 1.52 6.64 465.29 473.45
7706 38 6 28 0.65 5.19 6.63 462.36 474.18
7707 38 10 0 0.65 1.54 6.54 460.50 468.58
7708 38 10 1 0.65 0.00 5.64 465.75 471.39
7709 38 10 2 0.65 0.63 8.84 467.12 476.58
7710 38 10 3 0.65 1.93 3.20 465.40 470.53
7711 38 10 4 0.65 3.25 6.81 460.56 470.62
7712 38 10 5 0.65 0.87 6.60 466.13 473.60
7713 38 10 6 0.65 0.23 5.55 457.40 463.17
7714 38 10 7 0.65 0.20 8.32 463.18 471.70
7715 38 10 8 0.65 3.49 4.27 465.58 473.34
7716 38 10 9 0.65 0.56 5.91 462.65 469.13
7717 38 10 10 0.65 0.71 6.33 463.22 470.26
7718 38 10 13 0.65 0.33 5.23 465.73 471.29
7719 38 10 15 0.65 6.20 3.35 467.72 477.28
7720 38 10 17 0.65 0.13 5.31 463.97 469.40
7721 38 10 18 0.65 3.38 6.12 455.73 465.23
7722 38 10 19 0.65 0.14 12.14 461.56 473.84
7723 38 10 22 0.65 2.41 4.64 457.27 464.32
7724 38 10 23 0.65 2.41 5.57 455.17 463.15
7725 38 10 24 0.65 1.38 7.86 465.35 474.59
7726 38 10 25 0.65 1.57 4.35 455.68 461.59
7727 38 10 27 0.65 5.07 8.76 465.43 479.26
7728 38 10 29 0.65 1.62 5.07 466.59 473.28
7729 38 10 30 0.65 2.37 5.67 459.74 467.78
7730 38 10 31 0.65 1.69 4.45 464.93 471.07
7731 38 10 32 0.65 0.21 7.83 463.04 471.08
7732 38 10 33 0.65 0.11 11.19 455.11 466.40
7733 38 10 35 0.65 3.73 11.40 459.45 474.57
7734 38 10 37 0.65 1.56 2.86 464.94 469.36
7735 38 10 40 0.65 0.00 2.69 466.93 469.62
7736 38 10 41 0.65 0.32 7.35 460.45 468.12
7737 38 10 42 0.65 2.47 2.34 460.00 464.81
7738 38 10 43 0.65 6.30 6.19 462.37 474.87
7739 38 10 44 0.65 1.47 8.00 466.80 476.27
7740 38 10 45 0.65 5.30 4.79 467.32 477.41
7741 38 10 46 0.65 0.00 7.07 462.36 469.42
7742 38 10 48 0.65 3.12 4.44 459.28 466.85
7743 38 10 49 0.65 3.62 5.33 464.57 473.52
7744 38 10 51 0.65 0.71 3.49 454.57 458.77
7745 38 10 52 0.65 0.18 4.72 464.77 469.67
7746 38 10 53 0.65 1.66 7.60 465.60 474.86
7747 38 10 54 0.65 2.88 3.80 462.15 468.83
7748 38 10 56 0.65 0.92 3.96 465.69 470.57
7749 38 10 57 0.65 3.84 3.03 462.26 469.14
7750 38 10 58 0.66 5.27 4.34 452.45 462.06
7751 38 10 59 0.65 2.72 5.91 455.33 463.96
7752 38 10 60 0.65 1.26 4.45 464.06 469.77
7753 38 10 61 0.65 1.88 9.62 463.32 474.82
7754 38 10 62 0.65 2.60 5.50 457.05 465.15
7755 38 10 63 0.65 0.93 7.01 461.44 469.38
7756 38 10 65 0.65 2.07 6.42 460.04 468.52
7757 38 10 66 0.65 4.27 3.33 461.23 468.84
7758 38 10 67 0.65 0.08 5.28 461.75 467.10
7759 38 10 71 0.65 0.68 3.36 462.86 466.89
7760 38 10 72 0.66 1.16 6.44 451.56 459.16
7761 38 10 73 0.65 0.91 3.77 457.38 462.06
7762 38 10 78 0.65 2.44 5.09 456.23 463.76
7763 38 10 79 0.65 0.42 8.12 457.85 466.38
7764 38 10 82 0.65 1.76 6.22 464.64 472.62
7765 38 10 83 0.65 0.01 7.44 457.47 464.92
7766 38 10 84 0.65 0.65 8.13 462.07 470.85
7767 38 10 86 0.65 0.77 5.56 464.92 471.25
7768 38 10 87 0.65 1.37 2.57 463.78 467.72
7769 38 10 88 0.65 0.54 8.69 454.29 463.52
7770 38 10 89 0.65 0.58 2.87 461.04 464.50
7771 38 10 90 0.65 2.23 5.86 466.68 474.77
7772 38 10 91 0.65 0.28 4.51 467.10 471.89
7773 38 10 92 0.65 0.88 2.52 460.98 464.38
7774 38 10 93 0.65 5.28 9.61 457.67 472.56
7775 38 10 96 0.65 0.01 8.23 457.26 465.51
7776 38 10 97 0.65 1.81 4.35 466.37 472.52
7777 38 10 98 0.65 1.62 4.21 465.26 471.10
7778 38 10 99 0.65 1.38 4.18 464.63 470.19
7779 38 10 100 0.65 1.01 4.57 466.60 472.17
7780 38 10 102 0.65 1.07 3.43 466.63 471.13
7781 38 10 104 0.65 2.64 3.50 462.19 468.33
7782 38 10 105 0.65 0.18 6.00 454.80 460.98
7783 38 10 106 0.65 0.00 7.88 462.53 470.41
7784 38 10 107 0.65 1.31 5.32 459.11 465.75
7785 38 10 110 0.65 1.23 6.49 459.05 466.77
7786 38 10 111 0.65 1.57 5.82 462.85 470.24
7787 38 10 112 0.65 3.26 6.02 466.25 475.54
7788 38 10 113 0.65 3.56 3.89 458.27 465.72
7789 38 10 114 0.65 1.64 6.19 466.98 474.81
7790 38 10 115 0.65 8.81 4.46 462.55 475.82
7791 38 10 116 0.65 1.09 5.57 461.98 468.64
7792 38 10 118 0.66 0.00 7.38 451.78 459.16
7793 38 10 119 0.65 4.13 8.44 459.06 471.63
7794 38 10 120 0.66 0.67 2.68 452.88 456.22
7795 38 10 121 0.66 0.26 3.38 451.56 455.21
7796 38 10 122 0.65 1.73 3.16 458.48 463.37
7797 38 10 124 0.65 0.03 7.09 459.30 466.41
7798 38 10 126 0.65 0.40 7.35 462.01 469.75
7799 38 10 127 0.65 3.35 3.72 458.82 465.89
7800 38 10 128 0.65 2.39 4.76 458.60 465.74
7801 38 10 130 0.65 2.98 7.99 459.65 470.62
7802 38 10 131 0.65 0.56 8.88 459.27 468.71
7803 38 10 134 0.65 0.28 10.24 464.80 475.32
7804 38 10 135 0.65 0.01 7.99 463.66 471.66
7805 38 10 137 0.65 3.11 5.22 464.11 472.43
7806 38 10 138 0.65 0.01 5.91 461.26 467.17
7807 38 10 140 0.65 0.64 6.04 463.09 469.78
7808 38 10 141 0.65 0.00 5.93 468.19 474.12
7809 38 10 146 0.65 0.63 3.04 467.51 471.19
7810 38 10 147 0.65 0.98 3.69 456.42 461.09
7811 38 10 149 0.65 1.22 8.58 461.51 471.31
7812 38 10 151 0.65 0.62 4.93 466.71 472.26
7813 38 10 152 0.65 0.07 8.08 465.72 473.87
7814 38 10 153 0.65 2.11 5.94 467.69 475.74
7815 38 10 155 0.65 0.53 5.96 459.65 466.14
7816 38 10 156 0.65 4.83 6.86 461.58 473.27
7817 38 10 157 0.65 1.39 5.07 456.61 463.07
7818 38 10 158 0.65 2.59 4.41 456.20 463.20
7819 38 10 159 0.66 2.40 8.66 453.17 464.23
7820 38 10 161 0.65 2.49 8.10 462.69 473.28
7821 38 10 167 0.65 0.28 9.19 464.78 474.25
7822 38 10 168 0.65 1.55 3.36 455.08 460.00
7823 38 10 169 0.65 1.94 3.35 464.03 469.32
7824 38 10 171 0.65 3.19 5.61 457.24 466.03
7825 38 10 173 0.65 0.35 7.42 467.46 475.23
7826 38 10 174 0.65 1.28 7.27 465.74 474.29
7827 38 10 176 0.65 1.27 5.04 458.73 465.04
7828 38 10 177 0.65 2.14 6.28 464.09 472.51
7829 38 10 178 0.65 2.00 5.54 462.52 470.05
7830 38 10 179 0.65 0.58 5.10 460.97 466.65
7831 38 10 181 0.65 1.99 3.15 466.12 471.26
7832 38 10 182 0.65 0.18 4.83 464.58 469.59
7833 38 10 183 0.65 0.34 3.69 459.85 463.88
7834 38 10 185 0.65 0.46 5.41 462.72 468.59
7835 38 11 4 0.65 1.64 10.63 465.05 477.32
7836 38 11 6 0.65 2.85 4.29 468.35 475.49
7837 38 11 7 0.65 0.42 4.04 465.74 470.20
7838 38 11 13 0.65 0.02 7.68 465.22 472.92
7839 38 11 14 0.65 0.73 3.49 465.62 469.83
7840 38 11 15 0.65 1.94 4.74 464.31 470.98
7841 38 11 16 0.65 0.08 6.67 463.92 470.67
7842 38 11 18 0.65 2.46 5.72 465.74 473.91
7843 38 11 20 0.65 0.64 6.55 467.60 474.79
7844 38 12 0 0.65 1.94 6.88 463.89 472.71
7845 38 12 4 0.65 4.76 3.99 467.03 475.77
7846 38 12 6 0.65 3.83 1.83 464.59 470.25
7847 38 12 8 0.65 1.12 2.69 459.29 463.11
7848 38 12 10 0.65 0.36 7.18 457.65 465.20
7849 38 12 11 0.65 0.95 5.92 458.89 465.75
7850 38 12 12 0.65 0.28 4.47 461.81 466.56
7851 38 12 17 0.65 1.25 4.87 463.16 469.29
7852 38 12 20 0.65 0.89 4.46 465.30 470.65
7853 38 12 23 0.65 6.32 2.74 464.88 473.94
7854 38 12 24 0.65 4.11 4.62 467.14 475.87
7855 38 12 26 0.65 7.68 5.31 457.41 470.41
7856 38 12 27 0.65 6.10 6.40 465.95 478.45
7857 38 12 28 0.65 0.63 3.66 458.97 463.27
7858 38 12 29 0.65 0.10 1.95 460.14 462.19
7859 38 12 31 0.65 0.32 8.09 463.11 471.52
7860 38 12 32 0.66 0.59 3.22 451.35 455.16
7861 38 12 33 0.65 0.34 5.70 464.25 470.29
7862 38 12 36 0.65 0.00 5.05 454.31 459.36
7863 38 12 37 0.65 1.58 5.36 458.15 465.09
7864 38 12 40 0.65 0.97 4.60 463.16 468.73
7865 38 12 43 0.66 0.01 2.94 454.30 457.25
7866 38 12 44 0.65 0.01 6.35 468.04 474.41
7867 38 12 45 0.65 3.00 6.51 458.56 468.07
7868 38 12 47 0.65 5.63 8.38 463.79 477.80
7869 38 12 48 0.65 2.49 5.57 458.41 466.47
7870 38 12 50 0.65 2.93 6.41 465.59 474.94
7871 38 12 52 0.65 1.27 5.00 465.74 472.01
7872 38 12 54 0.65 3.46 5.90 456.32 465.68
7873 38 12 56 0.65 0.09 5.66 459.93 465.69
7874 38 12 59 0.65 2.69 2.05 464.60 469.34
7875 38 12 60 0.65 2.75 3.79 462.45 468.99
7876 38 12 61 0.65 2.54 3.62 464.03 470.19
7877 38 12 62 0.65 2.68 5.53 457.49 465.69
7878 38 12 63 0.65 1.51 3.05 455.49 460.05
7879 38 12 65 0.65 1.30 1.32 458.55 461.17
7880 38 12 66 0.65 0.46 3.95 464.45 468.85
7881 38 12 67 0.65 1.14 4.68 455.83 461.64
7882 38 12 71 0.65 0.02 2.88 467.09 470.00
7883 38 12 72 0.65 1.57 7.18 464.06 472.82
7884 38 12 73 0.65 0.57 4.89 463.46 468.92
7885 38 12 75 0.65 0.15 3.72 466.52 470.39
7886 38 12 76 0.65 2.11 6.09 463.94 472.14
7887 38 12 77 0.65 0.46 4.44 461.08 465.97
7888 38 12 78 0.65 2.07 2.50 457.79 462.35
7889 38 12 80 0.66 2.94 6.06 450.05 459.05
7890 38 12 82 0.65 0.00 3.21 459.20 462.41
7891 38 12 83 0.65 0.98 7.69 457.47 466.14
7892 38 12 85 0.65 0.29 3.89 460.11 464.29
7893 38 12 87 0.65 1.36 7.05 464.11 472.52
7894 38 12 89 0.65 5.38 3.46 463.78 472.62
7895 38 12 92 0.65 0.70 4.35 456.39 461.44
7896 38 12 93 0.65 0.31 5.21 462.52 468.04
7897 38 12 95 0.66 1.80 3.75 453.71 459.25
7898 38 12 96 0.65 0.58 4.65 463.69 468.91
7899 38 12 101 0.65 2.64 6.52 466.55 475.71
7900 38 12 102 0.65 0.26 6.43 460.91 467.60
7901 38 12 103 0.65 0.38 6.79 460.42 467.60
7902 38 12 104 0.65 1.47 4.43 460.13 466.04
7903 38 12 107 0.65 0.10 4.29 459.07 463.46
7904 38 12 109 0.65 0.06 4.88 458.00 462.94
7905 38 12 110 0.65 1.08 5.50 459.55 466.12
7906 38 12 111 0.65 0.76 7.28 456.76 464.80
7907 38 12 114 0.65 0.45 2.85 454.23 457.53
7908 38 12 115 0.65 2.47 5.83 467.30 475.59
7909 38 12 116 0.65 1.22 8.00 455.00 464.22
7910 38 12 117 0.65 1.69 4.04 464.62 470.36
7911 38 12 118 0.65 0.48 8.28 464.92 473.67
7912 38 12 119 0.65 0.92 4.95 466.61 472.49
7913 38 12 120 0.65 3.38 6.95 462.25 472.59
7914 38 12 121 0.65 1.39 5.34 464.37 471.10
7915 38 12 122 0.65 1.28 6.73 461.67 469.68
7916 38 12 124 0.65 4.69 6.70 465.17 476.56
7917 38 12 127 0.65 0.04 4.11 457.48 461.63
7918 38 12 128 0.65 1.47 8.78 465.24 475.49
7919 38 12 130 0.65 2.14 1.94 460.13 464.21
7920 38 12 132 0.65 0.78 9.20 465.79 475.77
7921 38 12 133 0.65 1.04 4.90 460.68 466.62
7922 38 12 135 0.65 1.04 3.16 455.54 459.74
7923 38 12 136 0.65 0.72 4.35 462.69 467.76
7924 38 12 138 0.65 4.40 3.33 456.63 464.36
7925 38 12 140 0.65 1.03 5.17 463.49 469.69
7926 38 12 141 0.65 0.69 3.24 465.73 469.65
7927 38 12 143 0.65 0.75 3.36 463.61 467.72
7928 38 12 145 0.65 0.00 2.80 465.86 468.67
7929 38 12 146 0.65 1.00 2.91 460.18 464.09
7930 38 12 147 0.65 0.96 3.44 467.49 471.88
7931 38 12 148 0.65 0.78 3.40 466.74 470.92
7932 38 12 149 0.65 0.21 8.04 457.94 466.19
7933 38 12 151 0.65 4.37 5.67 458.88 468.92
7934 38 12 153 0.65 1.04 4.97 455.93 461.94
7935 38 12 154 0.65 0.28 5.88 465.27 471.43
7936 38 12 156 0.65 0.60 6.65 465.50 472.75
7937 38 12 157 0.65 5.05 7.58 463.43 476.06
7938 38 12 158 0.65 0.50 5.96 464.86 471.32
7939 38 12 159 0.65 0.18 4.72 454.25 459.15
7940 38 12 160 0.66 0.92 4.14 454.00 459.06
7941 38 12 161 0.65 1.59 5.06 463.29 469.94
7942 38 12 162 0.65 0.05 4.79 463.35 468.20
7943 38 12 163 0.66 1.62 2.53 447.33 451.48
7944 38 12 164 0.66 0.08 7.21 451.42 458.71
7945 38 12 165 0.65 0.00 7.70 465.88 473.57
7946 38 12 166 0.65 1.16 10.88 456.37 468.41
