# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.10900000 2765784.00000000 54762.52734375
0.11000001 2699920.00000000 62935.14062500
0.11100001 2635592.00000000 61989.12890625
0.11200000 2574320.00000000 47998.19921875
0.11300001 2514944.00000000 47306.09765625
0.11400001 2458344.00000000 50887.72265625
0.11500000 2403224.00000000 45997.70703125
0.11600000 2350528.00000000 53627.29687500
0.11700001 2300016.00000000 56994.39843750
0.11800001 2250984.00000000 44198.07421875
0.11900000 2203328.00000000 59489.85546875
0.12000000 2158024.00000000 43084.94921875
0.12100001 2114568.00000000 46435.91406250
0.12200001 2071952.00000000 53518.52343750
0.12300000 2031592.00000000 49123.89453125
0.12400001 1992128.00000000 67234.32031250
0.12500000 1954528.00000000 40634.63671875
0.12600000 1917480.00000000 47486.39453125
0.12700000 1881328.00000000 43345.79687500
0.12800001 1847096.00000000 39315.44140625
0.12900001 1813568.00000000 42437.49218750
0.13000001 1780832.00000000 38492.68750000
0.13100001 1748712.00000000 51936.75000000
0.13200000 1718580.00000000 41142.80468750
0.13300000 1688436.00000000 40725.07812500
0.13400000 1659020.00000000 43673.70312500
0.13500001 1630244.00000000 46559.76953125
0.13600001 1601928.00000000 39503.54687500
0.13700001 1574888.00000000 35860.20312500
0.13800001 1547468.00000000 35491.17968750
0.13900001 1521184.00000000 38333.83984375
0.14000000 1495180.00000000 31623.05664062
0.14100000 1469712.00000000 31304.86523438
0.14200000 1444644.00000000 49580.18359375
0.14300001 1419468.00000000 36792.61328125
0.14400001 1394764.00000000 39436.95312500
0.14500001 1370476.00000000 36016.11328125
0.14600001 1346844.00000000 47516.66015625
0.14700000 1323052.00000000 29371.75390625
0.14800000 1299600.00000000 31950.66601562
0.14900000 1276500.00000000 28721.25000000
0.15000001 1253124.00000000 31221.58593750
0.15100001 1230060.00000000 28045.36914062
0.15200001 1207376.00000000 38792.99218750
0.15300001 1184672.00000000 30102.51757812
0.15400001 1162240.00000000 35128.70703125
0.15500000 1139912.00000000 34676.12500000
0.15600000 1117604.00000000 36847.40625000
0.15700001 1095508.00000000 33752.60156250
0.15800001 1073888.00000000 28173.45312500
0.15900001 1052012.00000000 25248.28906250
0.16000001 1030368.00000000 27371.72851562
0.16100001 1008752.00000000 26963.94335938
0.16200000 987456.00000000 26557.62890625
0.16300000 966376.00000000 28527.41992188
0.16400000 945272.00000000 23395.48242188
0.16500001 924308.00000000 32221.37890625
0.16600001 903748.00000000 24902.77734375
0.16700001 883282.00000000 37839.80468750
0.16800001 862884.00000000 26248.93359375
0.16900001 842702.00000000 32233.35351562
0.17000000 822660.00000000 21101.22851562
0.17100000 803148.00000000 24865.46289062
0.17200001 783772.00000000 34576.10156250
0.17300001 764344.00000000 29924.06835938
0.17400001 745440.00000000 21524.58203125
0.17500001 726808.00000000 23025.27929688
0.17600001 708120.00000000 28200.88085938
0.17700000 689976.00000000 20264.59570312
0.17800000 672198.00000000 18048.51757812
0.17900001 654670.00000000 21211.30859375
0.18000001 637422.00000000 34612.01562500
0.18100001 620460.00000000 18632.41406250
0.18200001 603668.00000000 16570.68750000
0.18300001 587472.00000000 19457.07421875
0.18400002 571516.00000000 19031.48437500
0.18500000 555974.00000000 20165.17773438
0.18600000 540654.00000000 18198.41406250
0.18700001 525858.00000000 19277.95507812
0.18800001 511258.00000000 15943.58105469
0.18900001 497202.00000000 17004.30859375
0.19000001 483406.00000000 22159.33203125
0.19100001 470070.00000000 17599.42187500
0.19200000 457022.00000000 17200.02343750
0.19300000 444272.00000000 15513.97851562
0.19400001 432022.00000000 12636.64355469
0.19500001 420235.00000000 17296.87304688
0.19600001 408687.00000000 14492.04199219
0.19700001 397640.00000000 15352.88085938
0.19800001 386827.00000000 11546.78710938
0.19900002 376590.00000000 13557.24121094
0.20000000 366584.00000000 11052.50781250
0.20100001 357033.00000000 11899.91015625
0.20200001 347767.00000000 12707.40625000
0.20300001 338812.00000000 10367.64746094
0.20400001 330349.00000000 10158.23242188
0.20500001 322269.00000000 10953.92382812
0.20600002 314371.00000000 10737.34277344
0.20700002 306956.00000000 12450.13671875
0.20800000 299792.00000000 13157.87109375
0.20900001 292952.00000000 10150.78710938
0.21000001 286364.00000000 11782.44726562
0.21100001 280139.00000000 12471.78906250
0.21200001 274244.00000000 12266.93457031
0.21300001 268557.00000000 13793.08886719
0.21400002 263099.00000000 12727.41503906
0.21500000 258019.00000000 9195.79687500
0.21600001 253219.00000000 8242.27832031
0.21700001 248534.00000000 11377.88671875
0.21800001 244120.00000000 8019.34228516
0.21900001 239945.00000000 7918.18554688
0.22000001 235986.00000000 11734.40429688
0.22100002 232215.00000000 10052.58789062
0.22200002 228606.00000000 12234.99414062
0.22300000 225194.00000000 8323.17089844
0.22400001 221933.00000000 11984.38281250
0.22500001 218838.00000000 11127.91308594
0.22600001 215947.00000000 10294.19433594
0.22700001 213119.00000000 13119.60644531
0.22800002 210419.50000000 10119.07421875
0.22900002 207886.50000000 9323.70996094
0.23000000 205466.50000000 9255.23828125
0.23100001 203080.00000000 9187.33984375
0.23200001 200793.50000000 9824.82617188
0.23300001 198642.00000000 7669.56787109
0.23400001 196485.00000000 8311.31640625
0.23500001 194441.00000000 8948.17578125
0.23600002 192461.50000000 6842.00683594
0.23700002 190501.50000000 8161.08496094
0.23800001 188573.00000000 7436.37646484
0.23900001 186725.50000000 10083.17773438
0.24000001 184869.50000000 8687.94238281
0.24100001 183019.50000000 7307.96875000
0.24200001 181224.00000000 7266.17675781
0.24300002 179512.00000000 7884.16748047
0.24400002 177693.00000000 9142.30566406
0.24500000 175925.00000000 7789.95898438
0.24600001 174197.00000000 7744.79882812
0.24700001 172399.00000000 8337.21582031
0.24800001 170628.50000000 9559.46191406
0.24900001 168861.00000000 6965.51660156
0.25000000 167096.00000000 6920.28076172
0.25100002 165326.50000000 6249.34228516
0.25200000 163476.50000000 7444.71972656
0.25300002 161703.00000000 8009.15039062
0.25400001 159858.50000000 6726.04638672
0.25500003 158024.00000000 6068.12207031
0.25600001 156188.50000000 6623.17382812
0.25700000 154283.00000000 7164.90234375
0.25800002 152419.50000000 5921.49804688
0.25900000 150523.00000000 8805.59570312
0.26000002 148692.00000000 7567.67968750
0.26100001 146806.00000000 7500.31884766
0.26200002 144870.50000000 5715.14160156
0.26300001 142959.00000000 7925.64746094
0.26400000 141045.50000000 7288.52636719
0.26500002 139143.50000000 6662.19140625
0.26600000 137244.50000000 5496.64208984
0.26700002 135316.50000000 7071.64062500
0.26800001 133432.50000000 7537.60205078
0.26900002 131512.00000000 5326.23632812
0.27000001 129675.50000000 8961.22558594
0.27100003 127802.00000000 5214.32226562
0.27200001 125967.00000000 5674.18359375
0.27300000 124099.00000000 5610.51562500
0.27400002 122337.50000000 7569.63330078
0.27500001 120533.00000000 6986.09277344
0.27600002 118762.00000000 8388.75488281
0.27700001 117064.50000000 5369.74902344
0.27800003 115367.50000000 5793.75634766
0.27900001 113671.00000000 6206.43701172
0.28000000 112048.50000000 5195.12890625
0.28100002 110449.25000000 7008.00537109
0.28200001 108899.00000000 7396.42041016
0.28300002 107382.00000000 6861.71044922
0.28400001 105896.00000000 4979.75976562
0.28500003 104489.50000000 4930.85986328
0.28600001 103094.75000000 4438.22900391
0.28700000 101769.25000000 4836.07470703
0.28800002 100473.25000000 6533.27343750
0.28900000 99186.25000000  6903.36328125
0.29000002 98036.75000000  4707.23486328
0.29100001 96882.00000000  5516.46142578
0.29200003 95794.25000000  6315.23632812
0.29300001 94728.00000000  5013.00585938
0.29400000 93741.50000000  4562.86767578
0.29500002 92786.50000000  4531.69287109
0.29600000 91867.75000000  4501.97900391
0.29700002 91034.50000000  4476.16650391
0.29800001 90199.50000000  5663.62695312
0.29900002 89482.50000000  4429.38427734
0.30000001 88771.25000000  4008.02221680
0.30100003 88101.00000000  3990.97558594
0.30200002 87434.25000000  5166.05273438
0.30300000 86880.75000000  5150.29101562
0.30400002 86337.25000000  4344.92236328
0.30500001 85850.75000000  4334.60449219
0.30600002 85390.25000000  5505.10986328
0.30700001 84960.00000000  5102.69775391
0.30800003 84562.00000000  6271.11865234
0.30900002 84199.25000000  3915.26538086
0.31000000 83873.00000000  4303.94287109
0.31100002 83556.75000000  4301.50195312
0.31200001 83314.00000000  3911.59228516
0.31300002 83001.75000000  4691.25927734
0.31400001 82819.75000000  6261.17333984
0.31500003 82589.50000000  4306.21679688
0.31600001 82420.00000000  5094.79248047
0.31700000 82251.75000000  5885.11279297
0.31800002 82070.50000000  5497.90332031
0.31900001 81928.50000000  4325.82470703
0.32000002 81796.50000000  4726.20214844
0.32100001 81671.75000000  6706.06738281
0.32200003 81542.50000000  5135.95458984
0.32300001 81435.75000000  4353.55517578
0.32400000 81299.75000000  5152.37158203
0.32500002 81183.25000000  3969.86108398
0.32600001 81051.50000000  4770.69140625
0.32700002 80969.00000000  4382.04248047
0.32800001 80844.25000000  4388.63037109
0.32900003 80714.50000000  3995.36816406
0.33000001 80604.75000000  4402.22851562
0.33100003 80456.50000000  6410.77441406
0.33200002 80345.75000000  4013.27050781
0.33300000 80201.25000000  4821.69921875
0.33400002 80020.75000000  5227.35595703
0.33500001 79877.75000000  4831.00634766
0.33600003 79700.75000000  4834.64794922
0.33700001 79519.50000000  4031.63891602
0.33800003 79315.00000000  4436.48486328
0.33900002 79112.50000000  4841.68505859
0.34000000 78906.00000000  4439.64599609
0.34100002 78701.75000000  7267.31982422
0.34200001 78459.75000000  4844.10498047
0.34300002 78253.00000000  4845.42626953
0.34400001 77991.00000000  6054.05175781
0.34500003 77761.25000000  4439.39013672
0.34600002 77496.50000000  5647.17041016
0.34700000 77214.25000000  4433.64208984
0.34800002 76956.50000000  6445.87695312
0.34900001 76672.25000000  4830.35205078
0.35000002 76392.50000000  6837.51123047
0.35100001 76122.00000000  4421.16601562
0.35200003 75837.00000000  4417.12646484
0.35300002 75582.00000000  4414.74462891
0.35400000 75282.25000000  4810.53564453
0.35500002 75025.00000000  6009.50292969
0.35600001 74766.12500000  4404.09863281
0.35700002 74491.25000000  5200.23437500
0.35800001 74220.50000000  3996.77392578
0.35900003 73985.00000000  5992.78564453
0.36000001 73738.75000000  3992.95336914
0.36100003 73509.50000000  4789.87939453
0.36200002 73284.62500000  4788.41748047
0.36300001 73111.12500000  5588.61425781
0.36400002 72912.50000000  5588.74365234
0.36500001 72721.75000000  5190.15136719
0.36600003 72580.87500000  3995.57739258
0.36700001 72431.25000000  3998.20507812
0.36800003 72309.50000000  4002.33105469
0.36900002 72241.12500000  4410.32080078
0.37000000 72137.50000000  4817.34228516
0.37100002 72086.87500000  5631.42724609
0.37200001 72067.12500000  4838.58691406
0.37300003 72074.12500000  4852.03027344
0.37400001 72080.62500000  5270.89599609
0.37500003 72123.87500000  4881.34423828
0.37600002 72198.87500000  6532.55468750
0.37700000 72286.62500000  4918.38183594
0.37800002 72387.12500000  5349.77099609
0.37900001 72539.87500000  6615.63671875
0.38000003 72710.00000000  5401.98974609
0.38100001 72926.62500000  4596.56542969
0.38200003 73142.00000000  4622.20898438
0.38300002 73383.00000000  4226.86083984
0.38400000 73678.25000000  6382.37841797
0.38500002 73961.50000000  5138.84521484
0.38600001 74284.12500000  5174.63232422
0.38700002 74622.62500000  5211.64453125
0.38800001 74999.62500000  5689.09667969
0.38900003 75386.25000000  6615.14404297
0.39000002 75818.75000000  4446.77001953
0.39100003 76267.62500000  4484.53662109
0.39200002 76708.37500000  5426.35058594
0.39300001 77185.50000000  5473.99560547
0.39400002 77676.37500000  6443.25585938
0.39500001 78174.37500000  6036.62548828
0.39600003 78679.62500000  7496.59521484
0.39700001 79232.62500000  5203.20654297
0.39800003 79758.87500000  7160.35351562
0.39900002 80312.50000000  5782.50048828
0.40000001 80874.50000000  6810.44189453
0.40100002 81435.75000000  5892.69140625
0.40200001 82009.25000000  6444.69726562
0.40300003 82580.50000000  6005.25439453
0.40400001 83169.00000000  6063.02050781
0.40500003 83735.75000000  8159.21191406
0.40600002 84324.25000000  6177.59472656
0.40700001 84904.25000000  7274.59619141
0.40800002 85470.00000000  6816.66015625
0.40900001 86045.25000000  5291.78320312
0.41000003 86595.50000000  5338.61279297
0.41100001 87147.25000000  5385.70019531
0.41200003 87672.50000000  5974.44287109
0.41300002 88201.00000000  8215.92382812
0.41400003 88698.75000000  7177.94677734
0.41500002 89205.75000000  7236.37060547
0.41600001 89681.75000000  5609.59375000
0.41700003 90158.75000000  6218.24951172
0.41800001 90577.25000000  9108.44824219
0.41900003 91008.25000000  7453.57617188
0.42000002 91411.50000000  6927.16357422
0.42100003 91800.00000000  7554.22265625
0.42200002 92157.00000000  6432.09814453
0.42300001 92495.75000000  7059.27587891
0.42400002 92796.50000000  8282.08789062
0.42500001 93085.25000000  7137.77734375
0.42600003 93354.25000000  7773.14208984
0.42700002 93568.25000000  6607.79003906
0.42800003 93798.00000000  7243.08203125
0.42900002 93984.25000000  6668.18261719
0.43000001 94139.75000000  7303.36181641
0.43100002 94273.00000000  6719.77978516
0.43200001 94380.25000000  9807.99609375
0.43300003 94447.75000000  6763.40380859
0.43400002 94508.75000000  8016.70507812
0.43500003 94524.75000000  6800.11083984
0.43600002 94533.25000000  6816.32031250
0.43700001 94515.00000000  8693.49023438
0.43800002 94457.00000000  6219.99365234
0.43900001 94384.75000000  8098.21191406
0.44000003 94281.50000000  10602.42675781
0.44100001 94179.00000000  6868.47460938
0.44200003 94068.00000000  7500.98291016
0.44300002 93887.00000000  11880.46191406
0.44400004 93711.25000000  7506.27148438
0.44500002 93523.50000000  6882.39453125
0.44600001 93315.50000000  9385.20703125
0.44700003 93068.75000000  8130.48632812
0.44800001 92819.75000000  9377.11523438
0.44900003 92575.25000000  8748.36132812
0.45000002 92320.50000000  7494.57861328
0.45100003 92022.25000000  6239.10888672
0.45200002 91741.25000000  6857.20019531
0.45300001 91430.00000000  9339.57421875
0.45400003 91137.50000000  6842.14843750
0.45500001 90841.25000000  9941.66699219
0.45600003 90513.00000000  7445.60009766
0.45700002 90194.75000000  6196.37939453
0.45800003 89885.25000000  8045.17968750
0.45900002 89564.75000000  7415.96142578
0.46000001 89248.25000000  9257.27441406
0.46100003 88939.75000000  9861.63964844
0.46200001 88641.75000000  7387.40380859
0.46300003 88308.50000000  8604.78125000
0.46400002 88016.25000000  6753.04687500
0.46500003 87724.00000000  7358.28955078
0.46600002 87436.75000000  11024.90039062
0.46700001 87157.75000000  8565.86425781
0.46800002 86891.75000000  9780.53613281
0.46900001 86633.00000000  8550.67773438
0.47000003 86390.50000000  6103.48925781
0.47100002 86163.50000000  10370.63964844
0.47200003 85945.25000000  7927.16064453
0.47300002 85746.75000000  7925.57226562
0.47400004 85560.50000000  6705.80468750
0.47500002 85381.75000000  7315.50878906
0.47600001 85225.50000000  9146.82714844
0.47700003 85069.25000000  8539.25195312
0.47800002 84942.75000000  7934.07763672
0.47900003 84843.00000000  7330.43554688
0.48000002 84755.50000000  6115.10937500
0.48100004 84676.50000000  7958.74462891
0.48200002 84613.00000000  9808.33984375
0.48300001 84573.50000000  7982.04687500
0.48400003 84543.25000000  8610.73046875
0.48500001 84527.75000000  8626.90234375
0.48600003 84553.25000000  8647.26171875
0.48700002 84551.50000000  8664.83789062
0.48800004 84585.75000000  9306.54785156
0.48900002 84641.50000000  8087.49560547
0.49000001 84682.75000000  9355.32714844
0.49100003 84797.00000000  6258.01904297
0.49200001 84876.50000000  8159.60253906
0.49300003 84991.25000000  6927.63720703
0.49400002 85086.50000000  10108.27636719
0.49500003 85221.50000000  6974.52783203
0.49600002 85346.75000000  6998.86035156
0.49700001 85496.00000000  8941.17187500
0.49800003 85655.75000000  8334.73339844
0.49900001 85799.50000000  7721.95507812
0.50000000 85968.50000000  7752.63916016
