# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.00000000 10551648.00000000 1899.29663086
0.00100000 10550144.00000000 4114.55615234
0.00200000 10547424.00000000 5220.97509766
0.00300000 10542784.00000000 7590.80468750
0.00400000 10534208.00000000 9480.78710938
0.00500000 10524800.00000000 13261.24902344
0.00600000 10512320.00000000 13245.52343750
0.00700000 10498528.00000000 15117.88085938
0.00800000 10481216.00000000 14149.64257812
0.00900000 10462560.00000000 17263.22460938
0.01000000 10441216.00000000 18950.80859375
0.01100000 10419136.00000000 26256.22460938
0.01200000 10393344.00000000 20267.02148438
0.01300000 10364448.00000000 30471.47851562
0.01400000 10336512.00000000 37211.44531250
0.01500000 10304320.00000000 29676.44335938
0.01600000 10270784.00000000 34047.65234375
0.01700000 10233824.00000000 30394.45898438
0.01800000 10196000.00000000 40682.04296875
0.01900000 10155456.00000000 45699.55468750
0.02000000 10115680.00000000 44610.15234375
0.02100000 10070816.00000000 39880.43359375
0.02200000 10024896.00000000 41503.07421875
0.02300000 9977312.00000000 35918.32421875
0.02400000 9927456.00000000 59564.73828125
0.02500000 9876128.00000000 38516.89843750
0.02600000 9822496.00000000 43759.21875000
0.02700000 9766976.00000000 49225.55859375
0.02800000 9710144.00000000 42239.12890625
0.02900000 9652320.00000000 47778.98437500
0.03000000 9592672.00000000 49066.51953125
0.03100000 9529984.00000000 50318.31640625
0.03200000 9466048.00000000 56228.32812500
0.03300000 9400704.00000000 57532.30859375
0.03400000 9333184.00000000 53899.14062500
0.03500000 9265024.00000000 65040.46875000
0.03600000 9195904.00000000 91867.08593750
0.03700000 9123776.00000000 57206.07812500
0.03800000 9052320.00000000 68842.89843750
0.03900000 8977216.00000000 80794.94531250
0.04000000 8902528.00000000 71175.71875000
0.04100000 8826080.00000000 61164.73437500
0.04200000 8747776.00000000 56423.16015625
0.04300000 8669120.00000000 85824.28906250
0.04400000 8587808.00000000 63764.48046875
0.04500000 8508352.00000000 111544.50000000
0.04600000 8425888.00000000 65342.76562500
0.04700000 8341792.00000000 60060.90625000
0.04800000 8257536.00000000 72831.46875000
0.04900000 8171936.00000000 67418.47656250
0.05000000 8086400.00000000 61860.96093750
0.05100000 7999296.00000000 93591.76562500
0.05200000 7911296.00000000 81763.24218750
0.05300000 7822752.00000000 88710.01562500
0.05400000 7733216.00000000 70178.93750000
0.05500000 7643840.00000000 89891.56250000
0.05600000 7553904.00000000 64585.88281250
0.05700000 7462160.00000000 64920.79687500
0.05800000 7370032.00000000 78269.74218750
0.05900000 7278032.00000000 98253.43750000
0.06000000 7185792.00000000 92050.00000000
0.06100000 7092720.00000000 65962.29687500
0.06200000 7000192.00000000 79382.17968750
0.06300000 6906064.00000000 72928.03906250
