# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
# offset = 0.00000000000000, scaling c = 1.32548031888311, Chi^2 = 107.342362064132
#  q       exp_intensity   model_intensity error
0.07300001 1141217.25000000 1003255.88767759 13934.26367188
0.07400000 1128242.00000000 988467.25523225 16500.53906250
0.07500000 1115251.25000000 973410.87576250 16528.02343750
0.07600001 1102256.62500000 956836.90417014 12731.06445312
0.07700001 1089257.75000000 943033.26928677 16567.61132812
0.07800000 1076258.87500000 928988.23130033 12753.66796875
0.07900000 1063267.62500000 911414.01912234 19138.81835938
0.08000001 1050290.00000000 896624.39256676 16589.33203125
0.08100000 1037327.06250000 882542.73818650 14035.03515625
0.08200000 1024382.25000000 868359.43603430 14028.91503906
0.08300000 1011462.06250000 852697.64342889 14018.86523438
0.08400001 998567.00000000 837164.33957190 19097.59570312
0.08500000 985707.87500000 823277.53079852 13987.19531250
0.08600000 972883.87500000 808110.80509222 13965.74804688
0.08700000 960099.87500000 794161.94727142 16475.31445312
0.08800001 947359.37500000 779295.19432978 15176.69824219
0.08900000 934666.18750000 765093.74966571 15141.59277344
0.09000000 922026.81250000 751334.84974310 16361.36621094
0.09100001 909441.62500000 736706.93178643 15060.35449219
0.09200001 896912.81250000 723441.69044009 15014.32128906
0.09300000 884450.12500000 708751.55775095 13717.82128906
0.09400000 872050.25000000 695746.27623214 24853.43359375
0.09500001 859720.50000000 682478.21824012 16093.96875000
0.09600000 847461.31250000 668306.38977693 14796.67480469
0.09700000 835278.18750000 654228.50473133 22101.46093750
0.09800000 823178.37500000 641400.00915006 14669.03906250
0.09900001 811152.68750000 627891.41790142 13384.02050781
0.10000000 799214.00000000 615271.64404911 13318.90136719
0.10100000 787363.56250000 602524.87261376 18069.99414062
0.10200001 775601.68750000 590390.10029438 13181.35156250
0.10300001 763932.18750000 577268.34219256 15492.54589844
0.10400000 752357.25000000 565380.97905895 11849.62695312
0.10500000 740883.25000000 553409.65503140 15314.05761719
0.10600001 729502.81250000 541199.41317637 12879.37304688
0.10700001 718227.87500000 529591.80923257 13962.35058594
0.10800000 707055.50000000 517518.17469290 12716.39355469
0.10900000 695988.18750000 506198.40708460 13780.56640625
0.11000001 685031.06250000 495016.69653577 11405.76757812
0.11100001 674181.25000000 483298.62209164 13591.49511719
0.11200000 663444.25000000 472636.37556402 12369.91796875
0.11300001 652820.62500000 461460.46399158 16744.84960938
0.11400001 642310.00000000 451046.70360250 17727.75781250
0.11500000 631918.00000000 440237.20449570 13194.44824219
0.11600000 621643.12500000 429801.90505144 16364.75585938
0.11700001 611485.12500000 419660.90365922 12987.94433594
0.11800001 601447.62500000 409952.25737852 12883.00878906
0.11900000 591530.31250000 399752.60348220 11712.30078125
0.12000000 581735.18750000 390214.94416263 13726.04199219
0.12100001 572063.25000000 380836.79811520 10468.75781250
0.12200001 562518.00000000 371478.49285128 14529.84082031
0.12300000 553094.50000000 362424.92379693 11316.31347656
0.12400001 543796.93750000 353465.79521530 10196.19335938
0.12500000 534624.31250000 344618.87682691 14146.15917969
0.12600000 525579.37500000 335975.73032693 17020.88867188
0.12700000 516661.00000000 328159.39359710 11903.87011719
0.12800001 507869.12500000 319854.03747213 9827.26757812
0.12900001 499203.59375000 311486.92224855 16548.59960938
0.13000001 490667.40625000 303250.42896827 9641.61523438
0.13100001 482255.84375000 295765.08952683 13368.13281250
0.13200000 473973.43750000 287919.30228117 14183.65527344
0.13300000 465818.59375000 280550.46013338 9362.95410156
0.13400000 457790.56250000 273270.50800947 10197.28515625
0.13500001 449889.53125000 266350.07171144 11013.29589844
0.13600001 442114.53125000 259569.12150633 11811.09082031
0.13700001 434467.50000000 252334.04931760 12590.86914062
0.13800001 426945.75000000 245883.30939693 12462.54785156
0.13900001 419549.18750000 239578.02023063 10572.64062500
0.14000000 412277.12500000 233255.60337334 9591.62695312
0.14100000 405130.84375000 226984.56958904 8629.28710938
0.14200000 398107.53125000 220708.77235983 11955.16992188
0.14300001 391207.21875000 215198.52285731 12675.11425781
0.14400001 384428.03125000 209507.59381881 10869.70312500
0.14500001 377771.12500000 203828.63552445 10755.14453125
0.14600001 371233.31250000 198536.51037690 8185.69531250
0.14700000 364816.81250000 193153.83835506 12958.29296875
0.14800000 358517.34375000 188156.25978712 11218.00781250
0.14900000 352335.40625000 183026.15389793 9513.05664062
0.15000001 346269.25000000 178453.06040211 8627.29882812
0.15100001 340318.75000000 173602.19593697 8535.19433594
0.15200001 334484.43750000 169180.22790813 10746.98535156
0.15300001 328759.65625000 164754.07633204 8353.78320312
0.15400001 323146.40625000 160362.19049326 9015.78515625
0.15500000 317644.43750000 156245.10364840 11892.60742188
0.15600000 312250.59375000 151956.11857468 8824.20214844
0.15700001 306965.84375000 147834.32006150 10912.63574219
0.15800001 301784.87500000 144270.65231572 7917.32666016
0.15900001 296709.62500000 140475.64683303 8545.23730469
0.16000001 291736.40625000 136611.47820152 7749.97802734
0.16100001 286867.34375000 133375.96003249 10456.31542969
0.16200000 282096.53125000 129984.32513466 7586.98632812
0.16300000 277425.03125000 126616.61101446 6824.65576172
0.16400000 272850.87500000 123424.66801092 9454.28320312
0.16500001 268373.18750000 120340.54454707 9355.48925781
0.16600001 263989.25000000 117248.68566292 7935.51708984
0.16700001 259696.39062500 114401.13972536 7198.78417969
0.16800001 255494.54687500 111795.62856509 6476.78710938
0.16900001 251383.42187500 108911.43516777 8974.38867188
0.17000000 247359.01562500 106016.12016216 6979.23486328
0.17100000 243421.20312500 103673.25085601 8164.34716797
0.17200001 239565.28125000 101418.84700584 6838.39111328
0.17300001 235795.17187500 98773.50930411  10462.23242188
0.17400001 232106.15625000 96517.15865472  6702.06542969
0.17500001 228495.76562500 94268.41916184  7238.74658203
0.17600001 224963.12500000 92247.79690291  8361.87988281
0.17700000 221507.12500000 90093.64285716  8279.93652344
0.17800000 218125.29687500 88213.39724825  6442.33056641
0.17900001 214816.43750000 86146.30033564  5800.04394531
0.18000001 211579.56250000 84324.22570869  6318.82373047
0.18100001 208412.89062500 82504.82275301  6827.60644531
0.18200001 205313.42187500 80650.06675195  7890.19531250
0.18300001 202280.43750000 78967.61283703  6699.52880859
0.18400002 199311.71875000 77203.80756754  6083.99072266
0.18500000 196408.48437500 75775.47826017  6027.77636719
0.18600000 193565.43750000 74253.42817446  6515.41259766
0.18700001 190783.17187500 72807.46376566  6456.10253906
0.18800001 188059.76562500 71239.51892391  6397.79345703
0.18900001 185394.35937500 69878.10048435  5812.11328125
0.19000001 182782.73437500 68514.76113386  5760.39843750
0.19100001 180227.45312500 67331.48517809  5709.60595703
0.19200000 177723.15625000 66122.34682314  5145.08544922
0.19300000 175272.79687500 64860.60864568  5610.48242188
0.19400001 172870.84375000 63720.50917577  8090.35595703
0.19500001 170518.32812500 62483.43735863  5514.56298828
0.19600001 168212.75000000 61565.05553800  5467.75585938
0.19700001 165951.31250000 60428.83413355  5421.62988281
0.19800001 163735.26562500 59323.62171985  5864.99755859
0.19900002 161564.10937500 58357.97306394  5816.30859375
0.20000000 159433.79687500 57417.98487858  6249.00781250
0.20100001 157343.78125000 56472.66888365  4767.51660156
0.20200001 155293.73437500 55613.04312028  7093.04150391
0.20300001 153281.98437500 54665.10723067  6566.60058594
0.20400001 151306.98437500 53789.00098349  6979.03515625
0.20500001 149368.57812500 52963.04034915  6000.13623047
0.20600002 147464.62500000 52176.84930204  5952.41015625
0.20700002 145594.42187500 51426.72581705  4542.54638672
0.20800000 143756.85937500 50681.41755352  5408.13330078
0.20900001 141951.35937500 49987.47683001  4918.61474609
0.21000001 140175.85937500 49254.73991889  6211.19238281
0.21100001 138430.37500000 48548.10357920  5722.71191406
0.21200001 136712.78125000 47878.16129818  5678.36572266
0.21300001 135023.48437500 47207.78409393  4767.67968750
0.21400002 133361.78125000 46572.12826085  4731.00976562
0.21500000 131725.28125000 45886.32681492  4267.89941406
0.21600001 130114.14843750 45337.75918092  5082.25878906
0.21700001 128527.37500000 44776.08171814  7985.40625000
0.21800001 126964.33593750 44109.91912709  6673.24560547
0.21900001 125422.96093750 43601.46798336  5380.64550781
0.22000001 123904.39843750 43081.99619565  6161.14648438
0.22100002 122407.55468750 42537.22637342  4483.78906250
0.22200002 120930.17968750 41989.99457505  5663.16064453
0.22300000 119473.21093750 41491.69940650  4014.30004883
0.22400001 118035.48437500 41020.32029044  5975.54638672
0.22500001 116616.83593750 40492.43739813  5534.63525391
0.22600001 115216.74218750 39996.15892717  5492.38232422
0.22700001 113833.97656250 39559.09732499  4282.43457031
0.22800002 112468.29687500 39076.14096677  5408.60058594
0.22900002 111118.36718750 38694.09197548  4983.65917969
0.23000000 109785.67968750 38316.71840891  4184.48144531
0.23100001 108468.85156250 37862.37896367  4907.13085938
0.23200001 107165.71093750 37398.98897313  5243.61865234
0.23300001 105877.77343750 37032.99589773  4087.94091797
0.23400001 104604.84375000 36593.12800519  4424.78515625
0.23500001 103343.86718750 36247.69281888  4390.04785156
0.23600002 102098.60156250 35856.24637924  4355.52685547
0.23700002 100866.13281250 35486.20696451  3961.01342773
0.23800001 99647.72656250  35153.16709025  3929.60815430
0.23900001 98440.64062500  34827.75908313  3898.24951172
0.24000001 97246.29687500  34466.76244722  4218.54443359
0.24100001 96065.53125000  34160.21664637  3487.17895508
0.24200001 94895.97656250  33786.86611967  5534.33349609
0.24300002 93737.82031250  33475.66042707  3773.88476562
0.24400002 92591.73437500  33153.38231391  4763.84521484
0.24500000 91456.52343750  32888.97746741  4724.64404297
0.24600001 90332.93750000  32615.16481724  4685.56982422
0.24700001 89220.91406250  32367.22233274  4646.62548828
0.24800001 88118.57031250  32060.05780181  5595.08886719
0.24900001 87027.42968750  31794.43620580  5221.64599609
0.25000000 85948.35156250  31547.84508991  4530.33740234
0.25100002 84878.05468750  31276.50477120  3208.39062500
0.25200000 83820.20312500  31035.13014524  3817.17211914
0.25300002 82772.42187500  30807.21225111  3153.62963867
0.25400001 81735.32812500  30622.70383742  4376.92675781
0.25500003 80707.69531250  30412.18546131  4338.84619141
0.25600001 79691.73437500  30179.89762425  4915.38623047
0.25700000 78685.27343750  30009.36888580  3349.63208008
0.25800002 77689.58593750  29849.91774557  4527.36083984
0.25900000 76703.28906250  29640.24591645  3888.85668945
0.26000002 75727.38281250  29464.98997671  3261.19995117
0.26100001 74762.25781250  29327.74580948  4113.41943359
0.26200002 73808.61718750  29177.84485849  2911.75024414
0.26300001 72863.92968750  29010.01367960  3751.03515625
0.26400000 71929.87500000  28851.78964419  4288.81884766
0.26500002 71007.45312500  28758.62287521  4249.79638672
0.26600000 70094.69531250  28639.68690488  2807.29248047
0.26700002 69192.36718750  28511.52434889  3337.84008789
0.26800001 68301.39843750  28417.64306318  3582.75000000
0.26900002 67420.00781250  28320.55162982  3549.66381836
0.27000001 66550.17187500  28208.86437998  3246.31762695
0.27100003 65690.53906250  28160.48952600  2948.19165039
0.27200001 64842.78906250  28096.54545593  2920.84350586
0.27300000 64003.88671875  27997.03087887  2630.55981445
0.27400002 63176.03906250  27966.82701386  2606.01171875
0.27500001 62361.26171875  27906.69111088  3356.28320312
0.27600002 61555.53906250  27894.36569721  3069.15942383
0.27700001 60761.72656250  27817.14093567  2533.76416016
0.27800003 59979.33984375  27778.26190553  3012.16284180
0.27900001 59208.16406250  27792.67391517  2735.41723633
0.28000000 58447.44531250  27768.72466042  3695.33984375
0.28100002 57698.98828125  27752.78524182  2928.80078125
0.28200001 56962.06250000  27724.42721172  3385.25537109
0.28300002 56235.91796875  27773.81429774  3353.91040039
0.28400001 55521.91796875  27791.92056600  2373.56201172
0.28500003 54818.86718750  27776.50409081  3292.42138672
0.28600001 54126.75000000  27805.55333819  2563.17236328
0.28700000 53447.55468750  27856.58433047  3001.61474609
0.28800002 52779.57812500  27898.47934609  2516.79443359
0.28900000 52123.77343750  27942.63699804  2947.59936523
0.29000002 51479.58203125  27950.79957509  2247.08398438
0.29100001 50847.44531250  28030.77626159  2449.83007812
0.29200003 50226.58984375  28083.99999182  2428.20458984
0.29300001 49618.26953125  28162.43632522  2625.79882812
0.29400000 49021.59375000  28212.29716690  2386.12597656
0.29500002 48436.87500000  28312.90681853  2365.65722656
0.29600000 47863.96484375  28358.62812305  2772.04150391
0.29700002 47303.05859375  28447.76408566  3171.67041016
0.29800001 46753.19531250  28530.53152956  2935.63330078
0.29900002 46216.61328125  28623.37469494  2703.67211914
0.30000001 45691.15234375  28727.34723511  2062.95556641
0.30100003 45178.58203125  28818.19700236  2046.58996582
0.30200002 44677.34375000  28940.68225690  2233.64379883
0.30300000 44188.02343750  29035.82430221  2216.47119141
0.30400002 43711.23046875  29170.07837225  3199.66235352
0.30500001 43245.04687500  29260.62006887  2580.43212891
0.30600002 42791.58984375  29355.31683564  2561.71875000
0.30700001 42349.90234375  29474.86118073  2347.87866211
0.30800003 41919.03515625  29619.85371241  2720.12646484
0.30900002 41501.23437500  29740.14364018  2894.71118164
0.31000000 41094.98046875  29847.45835826  1917.08081055
0.31100002 40698.00390625  29983.30714680  2285.60009766
0.31200001 40314.82031250  30085.58400414  2649.89331055
0.31300002 39942.39843750  30211.33118291  2069.41577148
0.31400001 39581.55468750  30323.51289904  2431.29711914
0.31500003 39232.51171875  30450.94281649  2045.58337402
0.31600001 38893.65234375  30602.34011049  2219.27197266
0.31700000 38566.49218750  30721.97765342  3127.35693359
0.31800002 38250.37890625  30834.57617097  2013.30883789
0.31900001 37945.38671875  30957.72416568  2185.65429688
0.32000002 37650.85546875  31085.18773791  2356.75537109
0.32100001 37366.98437500  31227.16946175  1985.30798340
0.32200003 37094.71484375  31324.58190987  1976.96301270
0.32300001 36832.06640625  31468.62693023  1969.04235840
0.32400000 36578.50000000  31604.54820598  2139.84228516
0.32500002 36337.00000000  31709.10841027  1954.56738281
0.32600001 36105.16406250  31849.62744588  1948.05419922
0.32700002 35883.25000000  31952.89841346  2824.72973633
0.32800001 35672.41406250  32086.96867665  2288.56372070
0.32900003 35469.92578125  32181.94244809  2809.21826172
0.33000001 35277.80078125  32323.31579718  1926.69714355
0.33100003 35094.18359375  32424.83412770  2097.22851562
0.33200002 34921.30468750  32518.38145450  2616.47900391
0.33300000 34756.67968750  32639.73539088  2089.57153320
0.33400002 34601.33984375  32731.08221325  1912.58923340
0.33500001 34455.19921875  32842.46139247  2257.50463867
0.33600003 34317.64843750  32922.52609915  1734.75720215
0.33700001 34186.89843750  33024.11691687  1733.27575684
0.33800003 34066.47265625  33136.08117139  1905.50830078
0.33900002 33953.03906250  33224.80033257  1731.60510254
0.34000000 33848.83593750  33320.96496524  2943.32543945
0.34100002 33751.69140625  33391.51313745  1904.60803223
0.34200001 33663.19140625  33476.25326885  2424.75976562
0.34300002 33581.52343750  33551.55453064  1906.08740234
0.34400001 33507.53515625  33640.21673759  1907.41650391
0.34500003 33440.59765625  33701.65482144  2256.23730469
0.34600002 33381.61718750  33777.05445872  1911.26452637
0.34700000 33328.13671875  33812.59907742  2435.62036133
0.34800002 33281.94140625  33884.45978581  2613.46459961
0.34900001 33241.31640625  33949.91832069  2268.71997070
0.35000002 33208.06640625  33984.82349870  2622.60717773
0.35100001 33180.98828125  34030.21343314  1927.15185547
0.35200003 33159.21093750  34093.01324090  2809.24853516
0.35300002 33143.60156250  34134.59241942  2639.88793945
0.35400000 33134.19531250  34153.19315397  2470.15429688
0.35500002 33129.23046875  34183.85783049  3361.29199219
0.35600001 33129.70312500  34236.39810993  2128.91479492
0.35700002 33135.28906250  34240.51952529  2135.23828125
0.35800001 33145.87500000  34264.98913462  2141.88647461
0.35900003 33161.45312500  34285.88874910  2686.07788086
0.36000001 33181.01953125  34326.52041630  3054.47875977
0.36100003 33204.92187500  34312.61063943  1803.02746582
0.36200002 33232.53515625  34306.53465836  1990.46276855
0.36300001 33264.53906250  34333.36010185  2724.36572266
0.36400002 33300.34375000  34317.51129225  2552.47143555
0.36500001 33339.49609375  34312.92906537  2013.37219238
0.36600003 33382.72656250  34327.28929843  2756.57885742
0.36700001 33428.76171875  34296.51071345  2952.42822266
0.36800003 33478.89453125  34293.49472796  3335.50244141
0.36900002 33530.68750000  34265.22212921  1860.95324707
0.37000000 33585.35156250  34244.21896157  2803.53735352
0.37100002 33643.16406250  34215.67453580  3191.39062500
0.37200001 33703.31640625  34196.72948702  2639.98095703
0.37300003 33764.96484375  34157.51390915  2083.63623047
0.37400001 33829.36718750  34099.73642916  2093.19213867
0.37500003 33894.42187500  34053.53619133  2676.30371094
0.37600002 33962.41796875  34053.01842558  2880.86230469
0.37700000 34032.25000000  33984.66299132  2508.51708984
0.37800002 34102.91796875  33945.66487506  2326.50122070
0.37900001 34175.46093750  33886.29526539  2142.80151367
0.38000003 34248.97656250  33852.46962897  3327.45947266
0.38100001 34322.92578125  33762.59067250  2556.71484375
0.38200003 34398.40625000  33702.17517601  2964.28295898
0.38300002 34473.87890625  33636.02024619  3177.11279297
0.38400000 34550.72656250  33556.84868543  2194.83496094
0.38500002 34627.17968750  33493.87542614  2205.40527344
0.38600001 34704.74609375  33432.75576823  2014.61059570
0.38700002 34780.41796875  33353.82237971  3036.33056641
0.38800001 34857.23046875  33274.87863587  2644.09521484
0.38900003 34934.26171875  33193.42890581  3269.84716797
0.39000002 35011.66796875  33122.21281578  3285.49511719
0.39100003 35087.54687500  33032.67040705  2682.09228516
0.39200002 35163.21875000  32939.97221608  2487.44628906
0.39300001 35238.89062500  32830.93333805  2499.14208984
0.39400002 35313.68359375  32766.19967521  3138.50390625
0.39500001 35386.80078125  32656.35567144  2312.17358398
0.39600003 35459.63281250  32576.89416186  2745.10766602
0.39700001 35530.69140625  32468.68888668  2757.53710938
0.39800003 35601.71875000  32374.49694152  2556.91552734
0.39900002 35670.30859375  32273.93647764  2140.21850586
0.40000001 35736.69531250  32153.40578880  3439.29956055
0.40100002 35802.72656250  32032.64469420  2590.68554688
0.40200001 35867.68359375  31970.91666154  2385.02172852
0.40300003 35930.52734375  31839.80542961  2830.60717773
0.40400001 35991.37890625  31740.19506588  3061.06689453
0.40500003 36050.75781250  31619.53234677  2634.58959961
0.40600002 36108.12109375  31514.59676231  3527.04150391
0.40700001 36163.72265625  31393.55348537  2655.86376953
0.40800002 36216.68359375  31298.52793736  2666.27246094
0.40900001 36267.68750000  31167.69112127  2899.60156250
0.41000003 36316.82421875  31042.48759654  2686.71875000
0.41100001 36363.13671875  30938.45810214  2471.96606445
0.41200003 36407.26562500  30809.88651120  2480.97338867
0.41300002 36447.72265625  30694.85190580  2489.74414062
0.41400003 36486.66796875  30571.01787147  2498.42480469
0.41500002 36523.92578125  30453.99763441  3646.54882812
0.41600001 36557.44140625  30332.55567785  2972.66845703
0.41700003 36588.74218750  30199.32419518  2294.11425781
0.41800001 36618.42968750  30080.08792071  2531.61523438
0.41900003 36643.76953125  29971.95254391  2539.41333008
0.42000002 36666.98828125  29854.62423623  2315.52050781
0.42100003 36687.92187500  29723.61655745  3019.04931641
0.42200002 36705.52734375  29589.17609175  3959.24194336
0.42300001 36719.83593750  29474.80940415  2802.45800781
0.42400002 36731.75390625  29339.86929450  3980.80395508
0.42500001 36739.34765625  29223.05098609  2817.17333984
0.42600003 36744.91406250  29091.29772462  2353.51196289
0.42700002 36748.01562500  28970.64794966  2595.14501953
0.42800003 36747.75390625  28828.54455086  2601.18994141
0.42900002 36745.14453125  28721.35927422  2370.06201172
0.43000001 36739.28515625  28593.44006813  3087.75317383
0.43100002 36729.65625000  28469.69664281  2380.08178711
0.43200001 36717.53515625  28337.30652948  2861.76464844
0.43300003 36702.21484375  28218.76923877  2389.31445312
0.43400002 36683.84765625  28079.97954077  2872.34545898
0.43500003 36662.30859375  27974.75918515  2877.25830078
0.43600002 36638.29296875  27844.12170888  2881.96826172
0.43700001 36611.13281250  27717.61082563  3126.95678711
0.43800002 36578.83984375  27589.21009739  2649.58837891
0.43900001 36545.33593750  27456.72937505  2411.99218750
0.44000003 36508.78906250  27350.68577188  2656.56225586
0.44100001 36469.19531250  27212.34135243  2901.48925781
0.44200003 36427.01562500  27088.75066801  4114.97802734
0.44300002 36381.74609375  26972.20418661  2423.02441406
0.44400004 36333.41015625  26858.85490872  3152.83203125
0.44500002 36281.31640625  26727.11459140  2669.94213867
0.44600001 36227.37500000  26611.36288042  3157.75927734
0.44700003 36170.36328125  26492.22757028  2673.71337891
0.44800001 36110.01171875  26356.09918823  2432.00927734
0.44900003 36047.54296875  26245.90051492  2676.53027344
0.45000002 35982.32812500  26129.39804361  3651.30688477
0.45100003 35912.53906250  26024.27088582  3895.79248047
0.45200002 35841.49218750  25903.46319231  4870.85888672
0.45300001 35767.57812500  25781.50088117  2922.92651367
0.45400003 35691.58203125  25663.87485818  3410.33081055
0.45500001 35613.22656250  25554.93435564  2679.53930664
0.45600003 35531.71484375  25435.40813236  2922.83911133
0.45700002 35447.79296875  25339.65253463  2922.31616211
0.45800003 35361.44140625  25204.86257705  2921.56250000
0.45900002 35272.51562500  25093.02517514  3407.32519531
0.46000001 35181.87890625  24989.69984216  3405.95776367
0.46100003 35088.28125000  24887.10455888  3890.58886719
0.46200001 34992.78906250  24786.68648059  3159.32397461
0.46300003 34893.89062500  24667.27675459  3157.19946289
0.46400002 34793.51562500  24563.61746270  3397.58691406
0.46500003 34691.89453125  24459.88568360  3637.44531250
0.46600002 34587.42968750  24352.58132084  3876.55932617
0.46700001 34481.20312500  24242.45254590  2904.69653320
0.46800002 34373.77343750  24159.78347750  2901.83398438
0.46900001 34263.45312500  24062.17427839  2898.68823242
0.47000003 34151.79687500  23944.54048892  2412.82470703
0.47100002 34038.07812500  23855.54691188  2891.87524414
0.47200003 33922.97656250  23769.54602088  2888.20239258
0.47300002 33806.84375000  23664.46028435  3124.76660156
0.47400004 33688.07421875  23580.07223366  2400.27539062
0.47500002 33568.16406250  23484.29333648  3115.79711914
0.47600001 33445.82812500  23401.09355818  3110.96386719
0.47700003 33323.04687500  23302.68182216  2628.18896484
0.47800002 33198.98046875  23209.67556056  2385.34692383
0.47900003 33073.89843750  23131.56541958  4048.24536133
0.48000002 32947.31250000  23044.67138266  2852.57836914
0.48100004 32820.33203125  22955.09531916  2372.91015625
0.48200002 32691.29882812  22876.12568704  3079.03002930
0.48300001 32561.18750000  22784.00739370  2363.94238281
0.48400003 32430.56445312  22714.39119985  2595.25610352
0.48500001 32299.09960938  22636.99816443  2354.60449219
0.48600003 32166.89648438  22560.35330052  3054.72949219
0.48700002 32033.75195312  22482.62371737  2344.87084961
0.48800004 31899.36328125  22411.35326194  2573.80029297
0.48900002 31763.66015625  22337.69849524  2568.09204102
0.49000001 31628.74218750  22273.04249726  2795.34838867
0.49100003 31493.25000000  22205.05208786  3021.46264648
0.49200001 31356.76953125  22127.62798650  3246.36645508
0.49300003 31220.30859375  22058.02214795  2313.42504883
0.49400002 31083.29296875  21994.12467680  3692.69531250
0.49500003 30946.15429688  21931.91771082  2762.87280273
0.49600002 30808.76367188  21862.95907946  3674.86938477
0.49700001 30670.86132812  21799.86673405  2520.22460938
0.49800003 30533.13085938  21747.09604885  2513.94555664
0.49900001 30395.16015625  21711.98247013  3419.45556641
0.50000000 30257.04492188  21634.93116011  2501.19873047
