# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.00000000 21147904.00000000 3172.18554688
0.00100000 21140928.00000000 6976.50634766
0.00200000 21129472.00000000 9508.26269531
0.00300000 21108480.00000000 15198.10546875
0.00400000 21080512.00000000 15810.38476562
0.00500000 21041920.00000000 24619.04882812
0.00600000 20995008.00000000 24249.23437500
0.00700000 20939776.00000000 30153.27734375
0.00800000 20879872.00000000 36644.17578125
0.00900000 20808064.00000000 34333.30859375
0.01000000 20726144.00000000 41037.76953125
0.01100000 20641920.00000000 40871.00390625
0.01200000 20546816.00000000 64106.06640625
0.01300000 20447808.00000000 55822.51562500
0.01400000 20336064.00000000 50331.76171875
0.01500000 20216896.00000000 58224.66406250
0.01600000 20094336.00000000 61488.67187500
0.01700000 19962240.00000000 64677.66015625
0.01800000 19825088.00000000 84752.25781250
0.01900000 19675648.00000000 76735.03125000
0.02000000 19525120.00000000 86105.78125000
0.02100000 19364992.00000000 76685.37500000
0.02200000 19201792.00000000 92744.66406250
0.02300000 19030080.00000000 75359.12500000
0.02400000 18853888.00000000 77772.28906250
0.02500000 18670336.00000000 87377.17187500
0.02600000 18480896.00000000 89817.15625000
0.02700000 18288256.00000000 92172.81250000
0.02800000 18089408.00000000 118033.39062500
0.02900000 17887168.00000000 120738.39062500
0.03000000 17677248.00000000 98639.04687500
0.03100000 17464640.00000000 92213.30468750
0.03200000 17247424.00000000 119524.65625000
0.03300000 17029120.00000000 112903.06250000
0.03400000 16803712.00000000 97041.44531250
0.03500000 16575616.00000000 125311.65625000
0.03600000 16345536.00000000 108861.27343750
0.03700000 16109248.00000000 119369.53125000
0.03800000 15873472.00000000 120717.76562500
0.03900000 15634368.00000000 140709.31250000
0.04000000 15391136.00000000 141983.23437500
0.04100000 15147520.00000000 152687.00000000
0.04200000 14903456.00000000 96127.29687500
0.04300000 14657888.00000000 135438.89062500
0.04400000 14410752.00000000 97272.58593750
0.04500000 14158624.00000000 117233.41406250
0.04600000 13910400.00000000 107875.16406250
0.04700000 13660768.00000000 108193.28906250
0.04800000 13409632.00000000 108416.87500000
0.04900000 13157856.00000000 118420.71093750
0.05000000 12909024.00000000 128380.24218750
0.05100000 12657632.00000000 138221.34375000
0.05200000 12407808.00000000 108506.28125000
0.05300000 12159392.00000000 108340.18750000
0.05400000 11909888.00000000 127733.55468750
0.05500000 11663680.00000000 235139.79687500
0.05600000 11419904.00000000 117168.21875000
0.05700000 11173632.00000000 106931.66406250
0.05800000 10932192.00000000 116099.88281250
0.05900000 10691040.00000000 96219.36718750
0.06000000 10450944.00000000 105188.75781250
0.06100000 10216224.00000000 114013.07031250
0.06200000 9983552.00000000 141516.85937500
0.06300000 9752096.00000000 112344.14843750
0.06400000 9523136.00000000 102135.64062500
0.06500001 9295488.00000000 156443.07812500
0.06600000 9071616.00000000 91169.74218750
0.06700000 8853440.00000000 108366.10937500
0.06800000 8635424.00000000 151940.29687500
0.06900001 8423520.00000000 123825.75781250
0.07000000 8213728.00000000 96223.82031250
0.07100000 8006176.00000000 112406.71093750
0.07200000 7800384.00000000 85414.21093750
0.07300001 7602432.00000000 101264.40625000
0.07400000 7404768.00000000 124955.46093750
0.07500000 7214032.00000000 82239.96875000
0.07600001 7024368.00000000 97357.75000000
0.07700001 6840160.00000000 96035.85156250
0.07800000 6658784.00000000 78906.59375000
0.07900000 6481520.00000000 77778.24218750
0.08000001 6308656.00000000 99645.22656250
0.08100000 6138912.00000000 120813.78906250
0.08200000 5974224.00000000 89254.90625000
0.08300000 5813536.00000000 87900.67187500
0.08400001 5654944.00000000 72100.53906250
0.08500000 5501984.00000000 85170.71093750
0.08600000 5353056.00000000 90814.60156250
0.08700000 5207328.00000000 68736.73437500
0.08800001 5065840.00000000 87917.65625000
0.08900000 4927552.00000000 73174.14843750
0.09000000 4793728.00000000 65434.39062500
0.09100001 4664320.00000000 96551.42968750
0.09200001 4538464.00000000 63311.57812500
0.09300000 4414896.00000000 68475.03906250
0.09400000 4297264.00000000 104101.22656250
0.09500001 4181184.00000000 72250.86718750
0.09600000 4070368.00000000 71068.62500000
0.09700000 3960992.00000000 93162.53125000
0.09800000 3856960.00000000 63003.44531250
0.09900001 3755640.00000000 67601.52343750
0.10000000 3657608.00000000 77577.86718750
0.10100000 3562520.00000000 70858.52343750
0.10200001 3470328.00000000 69701.53906250
0.10300001 3381776.00000000 63306.85156250
0.10400000 3296912.00000000 88274.82031250
0.10500000 3213680.00000000 56207.26562500
0.10600001 3133840.00000000 60357.76171875
0.10700001 3057016.00000000 79237.85937500
0.10800000 2983072.00000000 78037.16406250
0.10900000 2910576.00000000 72036.75781250
0.11000001 2841640.00000000 52044.64062500
0.11100001 2774552.00000000 60596.21875000
0.11200000 2709472.00000000 59703.21875000
0.11300001 2647416.00000000 49797.89843750
0.11400001 2586768.00000000 49083.92578125
0.11500000 2529096.00000000 52807.52734375
0.11600000 2472912.00000000 56419.48828125
0.11700001 2418568.00000000 59932.11718750
0.11800001 2366472.00000000 50689.83203125
0.11900000 2314664.00000000 58329.53515625
0.12000000 2266240.00000000 61698.38671875
0.12100001 2218416.00000000 44656.71484375
0.12200001 2172432.00000000 48097.64843750
0.12300000 2128664.00000000 43552.46484375
0.12400001 2085912.00000000 54755.19140625
0.12500000 2043448.00000000 50207.51562500
0.12600000 2002608.00000000 45779.62109375
0.12700000 1963472.00000000 52778.12890625
0.12800001 1925088.00000000 63325.77343750
0.12900001 1887440.00000000 40485.58984375
0.13000001 1851472.00000000 50934.00000000
0.13100001 1815468.00000000 35946.26953125
0.13200000 1780980.00000000 35530.55078125
0.13300000 1747132.00000000 38629.08984375
0.13400000 1714284.00000000 41657.10156250
0.13500001 1682016.00000000 34313.12890625
0.13600001 1650332.00000000 54262.91796875
0.13700001 1619392.00000000 36873.55859375
0.13800001 1588964.00000000 46381.86328125
0.13900001 1558620.00000000 36004.12500000
0.14000000 1529712.00000000 35588.75000000
0.14100000 1500584.00000000 35158.68359375
0.14200000 1472376.00000000 50531.94531250
0.14300001 1444344.00000000 59275.87890625
0.14400001 1416708.00000000 46220.10156250
0.14500001 1389676.00000000 33477.29687500
0.14600001 1362416.00000000 39053.65625000
0.14700000 1335736.00000000 35584.00781250
0.14800000 1309660.00000000 32197.99218750
0.14900000 1283696.00000000 34659.79296875
0.15000001 1258120.00000000 39894.98828125
0.15100001 1232748.00000000 33727.98828125
0.15200001 1207584.00000000 47113.89453125
0.15300001 1182320.00000000 27311.59375000
0.15400001 1158040.00000000 29616.87500000
0.15500000 1133708.00000000 31834.52148438
0.15600000 1109620.00000000 41810.48437500
0.15700001 1085900.00000000 33456.58203125
0.15800001 1062176.00000000 27866.18945312
0.15900001 1038800.00000000 29917.44140625
0.16000001 1015392.00000000 26973.89062500
0.16100001 992628.00000000 38593.37890625
0.16200000 970064.00000000 33205.28906250
0.16300000 947824.00000000 23316.47070312
0.16400000 925704.00000000 29784.52734375
0.16500001 903840.00000000 22505.61718750
0.16600001 882234.00000000 28729.95117188
0.16700001 860722.00000000 26028.23437500
0.16800001 839906.00000000 25549.94335938
0.16900001 819422.00000000 25074.31445312
0.17000000 798896.00000000 22540.85156250
0.17100000 778694.00000000 28126.42773438
0.17200001 759046.00000000 25606.41796875
0.17300001 739544.00000000 23162.51953125
0.17400001 720348.00000000 26472.79101562
0.17500001 701702.00000000 20377.42773438
0.17600001 683230.00000000 19953.73437500
0.17700000 665042.00000000 17756.62109375
0.17800000 647362.00000000 29548.83984375
0.17900001 630092.00000000 18713.73242188
