# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.00000000 10551648.00000000 1582.74719238
0.00100000 10550144.00000000 3798.05200195
0.00200000 10547424.00000000 6170.24316406
0.00300000 10542784.00000000 6958.23730469
0.00400000 10534208.00000000 8690.72167969
0.00500000 10524800.00000000 9472.32031250
0.00600000 10512320.00000000 13245.52343750
0.00700000 10498528.00000000 18897.35156250
0.00800000 10481216.00000000 26884.32031250
0.00900000 10462560.00000000 18832.60937500
0.01000000 10441216.00000000 17228.00781250
0.01100000 10419136.00000000 22505.33593750
0.01200000 10393344.00000000 28373.83007812
0.01300000 10364448.00000000 28294.94335938
0.01400000 10336512.00000000 25582.86718750
0.01500000 10304320.00000000 29676.44335938
0.01600000 10270784.00000000 28809.55078125
0.01700000 10233824.00000000 30394.45898438
0.01800000 10196000.00000000 37776.18359375
0.01900000 10155456.00000000 45699.55468750
0.02000000 10115680.00000000 38237.27343750
0.02100000 10070816.00000000 43203.80468750
0.02200000 10024896.00000000 51878.83984375
0.02300000 9977312.00000000 43101.99218750
0.02400000 9927456.00000000 48396.34765625
0.02500000 9876128.00000000 42368.58984375
0.02600000 9822496.00000000 47737.33203125
0.02700000 9766976.00000000 49225.55859375
0.02800000 9710144.00000000 54910.86718750
0.02900000 9652320.00000000 60809.61718750
0.03000000 9592672.00000000 49066.51953125
0.03100000 9529984.00000000 68615.89062500
0.03200000 9466048.00000000 70285.40625000
0.03300000 9400704.00000000 52737.94921875
0.03400000 9333184.00000000 53899.14062500
0.03500000 9265024.00000000 60037.35546875
0.03600000 9195904.00000000 61244.72265625
0.03700000 9123776.00000000 72807.73437500
0.03800000 9052320.00000000 79434.10937500
0.03900000 8977216.00000000 75408.61718750
0.04000000 8902528.00000000 65700.66406250
0.04100000 8826080.00000000 61164.73437500
0.04200000 8747776.00000000 73350.10937500
0.04300000 8669120.00000000 57216.19531250
0.04400000 8587808.00000000 81154.78906250
0.04500000 8508352.00000000 70449.15625000
0.04600000 8425888.00000000 71283.01562500
0.04700000 8341792.00000000 84085.26562500
0.04800000 8257536.00000000 66762.17968750
0.04900000 8171936.00000000 67418.47656250
0.05000000 8086400.00000000 68047.05468750
0.05100000 7999296.00000000 74873.41406250
0.05200000 7911296.00000000 75473.76562500
0.05300000 7822752.00000000 101382.87500000
0.05400000 7733216.00000000 76558.84375000
0.05500000 7643840.00000000 83470.73437500
0.05600000 7553904.00000000 96878.82031250
0.05700000 7462160.00000000 97381.19531250
0.05800000 7370032.00000000 104359.65625000
0.05900000 7278032.00000000 72052.52343750
0.06000000 7185776.00000000 98624.78125000
0.06100000 7092720.00000000 65962.29687500
0.06200000 7000192.00000000 92612.54687500
0.06300000 6906064.00000000 79557.85937500
0.06400000 6812480.00000000 73063.85156250
0.06500001 6718544.00000000 73164.95312500
0.06600000 6624784.00000000 79894.89843750
0.06700000 6529680.00000000 93243.83593750
0.06800000 6435504.00000000 73268.21875000
0.06900001 6341136.00000000 86556.51562500
0.07000000 6246544.00000000 79830.83593750
0.07100000 6151872.00000000 66440.21875000
0.07200000 6057616.00000000 86230.17187500
0.07300001 5963632.00000000 92674.85156250
0.07400000 5869888.00000000 79243.49218750
0.07500000 5776096.00000000 98771.24218750
0.07600001 5681584.00000000 85308.99218750
0.07700001 5589296.00000000 65394.76953125
0.07800000 5496896.00000000 91193.50781250
0.07900000 5402592.00000000 84280.43750000
0.08000001 5310496.00000000 77427.03906250
0.08100000 5219120.00000000 83453.72656250
0.08200000 5128176.00000000 89384.10937500
0.08300000 5036736.00000000 101540.60156250
0.08400001 4945776.00000000 69364.51562500
0.08500000 4856400.00000000 93971.34375000
0.08600000 4766672.00000000 68425.57812500
0.08700000 4678336.00000000 67929.44531250
0.08800001 4589840.00000000 73529.24218750
0.08900000 4502512.00000000 60783.91406250
0.09000000 4415952.00000000 72333.29687500
0.09100001 4329664.00000000 59749.36718750
0.09200001 4244752.00000000 82900.01562500
0.09300000 4159696.00000000 64516.88671875
0.09400000 4076400.00000000 81324.18750000
0.09500001 3993680.00000000 57508.99609375
0.09600000 3911152.00000000 113814.52343750
0.09700000 3829360.00000000 61920.75390625
0.09800000 3749272.00000000 61244.35937500
0.09900001 3669392.00000000 60544.97265625
0.10000000 3590944.00000000 65283.36328125
0.10100000 3513272.00000000 69878.98437500
0.10200001 3436904.00000000 53100.16796875
