# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.00000000 1822700.00000000 437.44799805
0.00100000 1822488.00000000 765.44500732
0.00200000 1822300.00000000 1066.04553223
0.00300000 1821568.00000000 1202.23486328
0.00400000 1820952.00000000 1638.85681152
0.00500000 1819736.00000000 1801.53869629
0.00600000 1818280.00000000 2863.79101562
0.00700000 1816756.00000000 2180.10717773
0.00800000 1815028.00000000 2695.31665039
0.00900000 1812932.00000000 3807.15747070
0.01000000 1810472.00000000 3883.46264648
0.01100000 1808012.00000000 4230.74853516
0.01200000 1805276.00000000 3520.28833008
0.01300000 1802120.00000000 4162.89746094
0.01400000 1798808.00000000 4452.04980469
0.01500000 1795360.00000000 6032.40966797
0.01600000 1791624.00000000 4568.64160156
0.01700000 1787704.00000000 5792.16113281
0.01800000 1783472.00000000 5082.89550781
0.01900000 1779020.00000000 5870.76660156
0.02000000 1774264.00000000 7824.50488281
0.02100000 1769404.00000000 8174.64697266
0.02200000 1764328.00000000 6695.62548828
0.02300000 1759012.00000000 8232.17675781
0.02400000 1753388.00000000 7232.72558594
0.02500000 1747616.00000000 8860.41308594
0.02600000 1741676.00000000 9169.92480469
0.02700000 1735472.00000000 8017.88085938
0.02800000 1729064.00000000 12034.28613281
0.02900000 1722316.00000000 10075.54882812
0.03000000 1715456.00000000 8774.55761719
0.03100000 1708496.00000000 10661.01562500
0.03200000 1701152.00000000 10104.84375000
0.03300000 1693692.00000000 8637.82910156
0.03400000 1686124.00000000 10622.58203125
0.03500000 1678308.00000000 9969.14941406
0.03600000 1670200.00000000 13904.41601562
0.03700000 1661972.00000000 11367.88867188
0.03800000 1653588.00000000 9673.49023438
0.03900000 1645124.00000000 11844.89257812
0.04000000 1636268.00000000 11069.35351562
0.04100000 1627400.00000000 11277.88183594
0.04200000 1618188.00000000 10437.31347656
0.04300000 1608916.00000000 15928.26855469
0.04400000 1599448.00000000 17274.03906250
0.04500000 1589984.00000000 13165.06835938
0.04600000 1580072.00000000 16709.26367188
0.04700000 1570212.00000000 16958.29101562
0.04800000 1560108.00000000 17200.19140625
0.04900000 1549936.00000000 12786.97265625
0.05000000 1539516.00000000 16488.21679688
0.05100000 1529080.00000000 13119.50683594
0.05200000 1518456.00000000 13278.89843750
0.05300000 1507612.00000000 14653.98925781
0.05400000 1496728.00000000 12348.00585938
0.05500000 1485744.00000000 18720.37500000
0.05600000 1474544.00000000 20171.76171875
0.05700000 1463212.00000000 16548.92968750
0.05800000 1451908.00000000 12849.38671875
0.05900000 1440412.00000000 14260.08007812
0.06000000 1428768.00000000 16995.19531250
0.06100000 1417076.00000000 14496.68847656
0.06200000 1405264.00000000 17263.66992188
0.06300000 1393408.00000000 16052.06054688
0.06400000 1381436.00000000 18856.60156250
0.06500001 1369228.00000000 14910.89453125
0.06600000 1357208.00000000 16367.92871094
0.06700000 1344920.00000000 13718.18457031
0.06800000 1332648.00000000 16551.48828125
0.06900001 1320168.00000000 24951.17773438
0.07000000 1307804.00000000 15320.92382812
0.07100000 1295296.00000000 18185.95703125
0.07200000 1282776.00000000 15451.03808594
0.07300001 1270040.00000000 18326.67968750
0.07400000 1257376.00000000 15560.02832031
0.07500000 1244720.00000000 19865.73242188
0.07600001 1232024.00000000 17075.85351562
0.07700001 1219184.00000000 21396.68164062
0.07800000 1206296.00000000 21441.91210938
0.07900000 1193472.00000000 17185.99804688
0.08000001 1180464.00000000 18645.42968750
0.08100000 1167580.00000000 17233.48046875
0.08200000 1154612.00000000 20124.88867188
0.08300000 1141748.00000000 20140.43554688
0.08400001 1128760.00000000 17270.02929688
0.08500000 1115728.00000000 18710.75781250
0.08600000 1102824.00000000 15831.03906250
0.08700000 1089804.00000000 17262.49609375
0.08800001 1076832.00000000 20125.99218750
0.08900000 1063884.00000000 15798.67773438
0.09000000 1050792.00000000 18646.30468750
0.09100001 1037900.00000000 14323.02050781
0.09200001 1025000.00000000 15728.62597656
0.09300000 1012138.00000000 18552.49023438
0.09400000 999158.00000000 14238.00195312
0.09500001 986246.00000000 17042.33203125
0.09600000 973484.00000000 16997.03125000
0.09700000 960724.00000000 15534.90722656
0.09800000 947848.00000000 19705.76171875
0.09900001 935174.00000000 18235.89453125
0.10000000 922478.00000000 13975.54199219
0.10100000 909800.00000000 16703.92773438
0.10200001 897208.00000000 16634.23632812
0.10300001 884682.00000000 19321.45703125
0.10400000 872194.00000000 13737.05566406
0.10500000 859752.00000000 15037.06347656
0.10600001 847408.00000000 16321.07910156
0.10700001 835038.00000000 17585.90234375
0.10800000 822872.00000000 21526.33203125
0.10900000 810712.00000000 22740.47265625
0.11000001 798612.00000000 22604.71484375
0.11100001 786584.00000000 15857.53515625
0.11200000 774624.00000000 17068.83984375
0.11300001 762772.00000000 18260.76171875
0.11400001 750948.00000000 15544.62500000
0.11500000 739180.00000000 14147.90527344
0.11600000 727592.00000000 17876.93554688
0.11700001 716038.00000000 24080.35937500
0.11800001 704646.00000000 17609.10546875
0.11900000 693214.00000000 19964.56445312
0.12000000 681894.00000000 13614.01464844
0.12100001 670772.00000000 13502.64062500
0.12200001 659676.00000000 26776.25000000
0.12300000 648780.00000000 13274.03906250
0.12400001 637804.00000000 14350.59082031
0.12500000 627034.00000000 13036.03710938
0.12600000 616356.00000000 15264.05664062
0.12700000 605788.00000000 12794.24316406
0.12800001 595270.00000000 20733.25585938
0.12900001 584914.00000000 21671.06445312
0.13000001 574708.00000000 12422.31445312
0.13100001 564524.00000000 14530.84863281
0.13200000 554476.00000000 13274.15527344
0.13300000 544588.00000000 10946.21875000
0.13400000 534780.00000000 16243.94335938
0.13500001 525008.00000000 12852.19628906
0.13600001 515462.00000000 14829.84277344
0.13700001 505957.00000000 20946.62109375
0.13800001 496637.00000000 14496.83496094
0.13900001 487372.00000000 10234.81250000
0.14000000 478240.00000000 11126.25390625
0.14100000 469228.00000000 14991.83496094
0.14200000 460312.00000000 15797.90820312
0.14300001 451585.00000000 11705.08398438
0.14400001 442906.00000000 11559.84765625
0.14500001 434412.00000000 13319.07324219
0.14600001 425940.00000000 17844.75781250
0.14700000 417671.00000000 15762.90332031
0.14800000 409500.00000000 13728.48730469
0.14900000 401452.00000000 9935.93750000
0.15000001 393486.00000000 12477.44140625
0.15100001 385662.00000000 10551.71289062
0.15200001 377970.00000000 9541.85351562
0.15300001 370381.00000000 11122.54199219
0.15400001 362946.00000000 16033.14062500
0.15500000 355606.00000000 8321.18066406
0.15600000 348371.00000000 9844.96484375
0.15700001 341230.00000000 8895.86621094
0.15800001 334258.00000000 10363.66992188
0.15900001 327396.00000000 10214.75585938
0.16000001 320646.00000000 9292.32128906
0.16100001 313978.00000000 8392.63281250
0.16200000 307468.00000000 8269.35156250
0.16300000 301063.00000000 8146.76513672
0.16400000 294809.00000000 13133.74121094
0.16500001 288603.00000000 11497.94433594
0.16600001 282526.00000000 9200.45996094
0.16700001 276572.00000000 9757.46093750
0.16800001 270718.00000000 10980.32324219
0.16900001 265000.00000000 8109.00048828
0.17000000 259372.00000000 6652.89208984
0.17100000 253833.50000000 6548.90429688
0.17200001 248439.00000000 7736.39062500
0.17300001 243160.50000000 7615.78710938
0.17400001 238014.00000000 11246.16210938
0.17500001 232873.50000000 10451.36328125
0.17600001 227920.00000000 6656.40429688
0.17700000 223042.00000000 8337.30957031
0.17800000 218251.00000000 6446.04345703
0.17900001 213571.50000000 7496.35986328
0.18000001 208985.00000000 7376.12597656
0.18100001 204509.50000000 8374.66406250
0.18200001 200132.00000000 7691.07324219
0.18300001 195872.00000000 7027.88769531
0.18400002 191669.00000000 5850.69677734
0.18500000 187548.50000000 6279.12402344
0.18600000 183544.50000000 5663.26562500
0.18700001 179621.50000000 5065.32666016
0.18800001 175814.00000000 5981.19238281
0.18900001 172078.00000000 6375.49023438
0.19000001 168435.50000000 7238.51611328
0.19100001 164862.50000000 6172.45263672
0.19200000 161359.00000000 6539.88037109
0.19300000 157980.50000000 5976.40234375
0.19400001 154654.00000000 5880.71875000
0.19500001 151428.00000000 5342.37988281
0.19600001 148277.00000000 5696.06103516
0.19700001 145166.50000000 6036.02343750
0.19800001 142185.00000000 4668.64501953
0.19900002 139263.00000000 5849.04638672
0.20000000 136399.50000000 4934.93408203
0.20100001 133623.00000000 5668.28759766
0.20200001 130899.00000000 5181.63720703
0.20300001 128250.50000000 5101.80517578
0.20400001 125689.00000000 4637.92431641
0.20500001 123168.25000000 5328.25878906
0.20600002 120736.75000000 4498.65185547
0.20700002 118350.25000000 4061.78100586
0.20800000 116038.75000000 4001.59643555
0.20900001 113766.75000000 4658.74853516
0.21000001 111564.75000000 3884.12695312
0.21100001 109425.75000000 4175.68701172
0.21200001 107345.00000000 3772.64013672
