# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.00000000 7122368.00000000 1068.35522461
0.00100000 7121536.00000000 2563.75292969
0.00200000 7120176.00000000 3524.48730469
0.00300000 7116176.00000000 5550.61718750
0.00400000 7111424.00000000 5333.56835938
0.00500000 7105136.00000000 7673.54736328
0.00600000 7098592.00000000 9689.57812500
0.00700000 7089584.00000000 10209.00097656
0.00800000 7080000.00000000 14337.00097656
0.00900000 7067888.00000000 11662.01562500
0.01000000 7054480.00000000 15131.86035156
0.01100000 7040896.00000000 17743.05859375
0.01200000 7024960.00000000 16438.40625000
0.01300000 7008208.00000000 17660.68359375
0.01400000 6990944.00000000 23594.43750000
0.01500000 6971088.00000000 20076.73437500
0.01600000 6949776.00000000 19494.12304688
0.01700000 6928416.00000000 24318.74218750
0.01800000 6905184.00000000 19679.77539062
0.01900000 6881152.00000000 24772.14843750
0.02000000 6854928.00000000 36708.14062500
0.02100000 6828256.00000000 22533.24609375
0.02200000 6799968.00000000 30497.85937500
0.02300000 6770528.00000000 46310.41406250
0.02400000 6739808.00000000 32856.56250000
0.02500000 6708816.00000000 39246.57421875
0.02600000 6675376.00000000 40552.91015625
0.02700000 6642528.00000000 39058.06640625
0.02800000 6607216.00000000 34489.66796875
0.02900000 6570576.00000000 41394.62890625
0.03000000 6534160.00000000 42537.38281250
0.03100000 6495232.00000000 43647.96093750
0.03200000 6456224.00000000 38349.97265625
0.03300000 6415920.00000000 32721.19140625
0.03400000 6374832.00000000 36814.65625000
0.03500000 6332560.00000000 34195.82421875
0.03600000 6289264.00000000 52358.12500000
0.03700000 6244768.00000000 42714.21484375
0.03800000 6200032.00000000 39897.20703125
0.03900000 6154464.00000000 40619.46484375
0.04000000 6107376.00000000 48828.47265625
0.04100000 6059376.00000000 53443.69921875
0.04200000 6011328.00000000 50404.98828125
0.04300000 5962368.00000000 47221.95703125
0.04400000 5912336.00000000 59862.40625000
0.04500000 5861424.00000000 40443.82812500
0.04600000 5810416.00000000 45059.78125000
0.04700000 5758176.00000000 82917.73437500
0.04800000 5705264.00000000 46127.05859375
0.04900000 5651744.00000000 80537.35937500
