# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
# offset = 0.00000000000000, scaling c = 4.24982364590216, Chi^2 = 333.012691259715
#  q       exp_intensity   model_intensity error
0.04600000 5700588.50000000 6056771.63208618 52245.89843750
0.04700000 5644760.50000000 6015501.06343287 56899.18750000
0.04800000 5588271.00000000 5973634.98824118 53395.92968750
0.04900000 5531136.50000000 5931048.56794150 41483.52734375
0.05000000 5473421.00000000 5887899.57723670 62807.50781250
0.05100000 5415120.50000000 5844256.01330511 50685.53125000
0.05200000 5356289.00000000 5799852.26216886 55357.24609375
0.05300000 5296947.50000000 5754987.93639498 60067.38671875
0.05400000 5237097.00000000 5709523.32303112 56167.86718750
0.05500000 5176811.00000000 5664164.95525840 56530.78125000
0.05600000 5116100.00000000 5617397.77094707 56865.45312500
0.05700000 5055010.50000000 5570590.74453906 43978.59375000
0.05800000 4993558.50000000 5523477.73082855 48612.29296875
0.05900000 4931759.50000000 5476072.54174238 44385.83984375
0.06000000 4869653.50000000 5427584.17885446 57924.53125000
0.06100000 4807307.50000000 5379327.96258319 49178.75781250
0.06200000 4744688.00000000 5330237.71842142 44837.30468750
0.06300000 4681851.00000000 5281384.93315586 62924.07812500
0.06400000 4618855.50000000 5231700.77613958 67550.76562500
0.06500001 4555698.50000000 5181352.05295066 54121.70312500
0.06600000 4492394.00000000 5131572.80613030 58693.12890625
0.06700000 4429009.00000000 5081006.81070749 58728.66015625
0.06800000 4365554.50000000 5030565.65385428 45183.49218750
0.06900001 4302051.00000000 4978868.67411370 45171.53906250
0.07000000 4238544.50000000 4928153.93486328 81252.89843750
0.07100000 4175040.25000000 4876440.48705608 63126.60937500
0.07200000 4111576.00000000 4825107.39846518 58528.28906250
0.07300001 4048197.50000000 4772852.62937108 53921.99609375
0.07400000 3984897.00000000 4720629.73395432 53796.10937500
0.07500000 3921724.25000000 4668862.10089563 44707.66015625
0.07600001 3858686.00000000 4616568.02093280 57938.17578125
0.07700001 3795836.75000000 4564066.23083929 62175.81250000
0.07800000 3733167.00000000 4511395.51025584 57509.43750000
0.07900000 3670719.25000000 4458682.82266389 52858.35937500
0.08000001 3608529.00000000 4405575.43270083 48227.99218750
0.08100000 3546582.50000000 4353096.48540941 61072.15234375
0.08200000 3484938.50000000 4299877.80318962 52064.98437500
0.08300000 3423604.25000000 4247581.86392895 64706.12500000
0.08400001 3362607.25000000 4194739.82232978 60022.54296875
0.08500000 3301967.00000000 4141746.38076323 46854.91406250
0.08600000 3241699.00000000 4089046.44264222 63456.26171875
0.08700000 3181832.25000000 4036198.82314951 50400.22656250
0.08800001 3122365.75000000 3983630.89517550 50020.30468750
0.08900000 3063350.75000000 3931208.52366137 70303.89843750
0.09000000 3004787.25000000 3877836.05094839 57421.48828125
0.09100001 2946690.25000000 3825698.41761853 40664.32812500
0.09200001 2889078.25000000 3773609.65726060 44332.91015625
0.09300000 2831982.25000000 3721737.90352258 63889.51953125
0.09400000 2775400.75000000 3669066.91732516 55369.24609375
0.09500001 2719365.25000000 3617038.98256816 46990.63281250
0.09600000 2663879.00000000 3565683.31678914 46511.32812500
0.09700000 2608950.00000000 3514416.89730669 53692.19140625
0.09800000 2554615.75000000 3462622.70285022 49316.85937500
0.09900001 2500876.25000000 3411786.57801191 52518.40625000
0.10000000 2447737.00000000 3360636.49745177 48208.17968750
0.10100000 2395217.00000000 3309838.08979832 51305.55078125
0.10200001 2343328.25000000 3259464.39889549 36204.42187500
0.10300001 2292074.50000000 3209427.24090261 46483.27343750
0.10400000 2241485.00000000 3159583.98111358 35303.39062500
0.10500000 2191564.50000000 3109939.93180795 38330.46484375
0.10600001 2142285.50000000 3060781.95608183 51575.52734375
0.10700001 2093696.00000000 3011548.28037200 37309.66406250
0.10800000 2045801.12500000 2963014.76310785 33448.84765625
0.10900000 1998591.37500000 2914748.18789145 46167.46093750
0.11000001 1952086.75000000 2866791.84980120 52003.59375000
0.11100001 1906272.50000000 2819167.52918328 48038.07031250
0.11200000 1861187.00000000 2771909.75585483 37856.54296875
0.11300001 1816805.37500000 2725112.55716400 52814.53515625
0.11400001 1773153.50000000 2678466.49282658 33645.58984375
0.11500000 1730221.00000000 2632076.48036382 39137.60156250
0.11600000 1688015.37500000 2586519.16772168 32587.13867188
0.11700001 1646536.25000000 2541113.25504693 32058.06250000
0.11800001 1605791.12500000 2496494.35658860 28663.37304688
0.11900000 1565771.00000000 2451649.15502113 39457.42968750
0.12000000 1526491.87500000 2407350.58702012 36017.57812500
0.12100001 1487944.50000000 2363921.63918264 38121.14062500
0.12200001 1450128.75000000 2320635.85727924 29430.36523438
0.12300000 1413054.37500000 2278265.38114357 31539.37500000
0.12400001 1376702.37500000 2235512.42087977 38719.75781250
0.12500000 1341083.37500000 2193694.55462506 27881.12304688
0.12600000 1306199.25000000 2152317.07634566 34836.33593750
0.12700000 1272034.62500000 2111405.21936946 36634.59765625
0.12800001 1238595.25000000 2070739.45374376 28760.18359375
0.12900001 1205871.12500000 2030969.86967938 35271.73437500
0.13000001 1173868.87500000 1991699.37427942 29986.48242188
0.13100001 1142576.25000000 1952489.57167341 31672.21679688
0.13200000 1111991.37500000 1913902.89945947 37713.18750000
0.13300000 1082113.37500000 1876034.04902073 23925.52734375
0.13400000 1052921.62500000 1838535.73008111 23453.83007812
0.13500001 1024420.12500000 1801164.77304388 22987.98828125
0.13600001 996614.37500000 1764808.06298114 28672.59765625
0.13700001 969486.68750000 1728765.30864025 30102.56445312
0.13800001 943022.81250000 1693404.11976656 21628.23046875
0.13900001 917229.68750000 1658270.96049288 34671.28515625
0.14000000 892091.62500000 1623708.07442968 22641.28515625
0.14100000 867604.56250000 1589658.48737871 22175.97265625
0.14200000 843760.37500000 1556056.59268744 28957.85742188
0.14300001 820547.18750000 1523394.44024987 17723.82031250
0.14400001 797957.31250000 1490802.67551643 24297.80078125
0.14500001 775987.31250000 1459014.65868003 27190.59765625
0.14600001 754628.25000000 1427303.40428323 21631.41992188
0.14700000 733868.62500000 1396606.92808888 19550.25976562
0.14800000 713696.00000000 1366208.73639167 20736.43750000
0.14900000 694102.31250000 1336302.72739546 17179.03320312
0.15000001 675080.18750000 1306793.01445423 16819.62304688
0.15100001 656620.87500000 1277957.42978883 19462.24414062
0.15200001 638715.31250000 1249590.12256641 16124.36914062
0.15300001 621349.50000000 1221661.47682844 15788.49218750
0.15400001 604509.62500000 1194385.17902012 21082.27539062
0.15500000 588195.18750000 1167609.69636706 15140.14453125
0.15600000 572392.56250000 1141154.80978530 17523.79882812
0.15700001 557085.93750000 1115117.20276277 17163.81835938
0.15800001 542270.68750000 1089877.89855072 21986.36523438
0.15900001 527930.87500000 1065002.88390933 15204.41015625
0.16000001 514061.40625000 1040603.58390229 18621.87500000
0.16100001 500658.31250000 1016596.52933707 14599.19726562
0.16200000 487694.87500000 993195.00823790 13116.55371094
0.16300000 475170.68750000 970303.06755527 14027.03906250
0.16400000 463074.37500000 947962.67429769 11461.09082031
0.16500001 451390.09375000 925800.77363323 12363.57519531
0.16600001 440115.75000000 904238.56292730 13229.87988281
0.16700001 429227.59375000 883124.70861602 11898.18945312
0.16800001 418730.12500000 862482.78393992 12737.77148438
0.16900001 408605.25000000 842328.59293068 13545.26562500
0.17000000 398841.78125000 822529.99263431 10230.29199219
0.17100000 389430.93750000 803157.50356194 13061.51367188
0.17200001 380361.09375000 784317.37130471 10857.40820312
0.17300001 371625.59375000 766014.17770374 13579.20019531
0.17400001 363213.28125000 748199.44820808 15254.95898438
0.17500001 355111.40625000 730413.27221503 10312.43554688
0.17600001 347309.34375000 713360.72202886 13831.59570312
0.17700000 339803.68750000 696652.07554053 14516.41406250
0.17800000 332577.50000000 680221.52688704 10715.64746094
0.17900001 325624.31250000 664292.59023075 8791.85644531
0.18000001 318936.62500000 648681.39429548 10390.95605469
0.18100001 312506.25000000 633567.82614775 12797.13183594
0.18200001 306315.34375000 618779.10389496 12612.53515625
0.18300001 300360.90625000 604524.66415865 10776.95019531
0.18400002 294632.28125000 590417.30816258 8993.65136719
0.18500000 289125.21875000 576673.57770221 8873.25292969
0.18600000 283825.59375000 563397.46064989 11145.83105469
0.18700001 278727.37500000 550381.61209413 9432.13476562
0.18800001 273823.18750000 537879.66018205 8539.17675781
0.18900001 269105.78125000 525589.66822431 11504.27246094
0.19000001 264559.06250000 513714.99692271 7579.61767578
0.19100001 260189.34375000 502089.17271663 8992.14453125
0.19200000 255976.59375000 490673.31636006 12597.88769531
0.19300000 251922.01562500 479809.73786697 10996.39648438
0.19400001 248011.40625000 469072.22640812 8705.20019531
0.19500001 244242.73437500 458781.64366879 7898.81054688
0.19600001 240606.32812500 448755.47964443 7109.91748047
0.19700001 237094.96875000 438827.59279187 10562.58105469
0.19800001 233705.54687500 429457.86051207 9068.94433594
0.19900002 230430.31250000 420290.69209213 7604.20068359
0.20000000 227263.42187500 411289.33319788 8222.39062500
0.20100001 224198.98437500 402660.66391632 7472.55224609
0.20200001 221228.39062500 394215.60029697 6736.40478516
0.20300001 218351.28125000 386043.55464512 9354.16894531
0.20400001 215557.42187500 378174.90655949 11268.26464844
0.20500001 212846.25000000 370465.22843962 9207.72949219
0.20600002 210208.76562500 363093.47770309 7179.68115234
0.20700002 207641.45312500 355870.60360115 7774.09667969
0.20800000 205139.23437500 348899.06672577 6431.11523438
0.20900001 202703.46875000 342077.00411644 6385.15966797
0.21000001 200318.14062500 335510.19653984 8242.08984375
0.21100001 197989.95312500 329174.53952748 7555.29687500
0.21200001 195710.82812500 323011.89681996 10004.73828125
0.21300001 193475.87500000 317035.81473014 6831.63378906
0.21400002 191284.81250000 311327.57113525 7402.72265625
0.21500000 189134.42187500 305701.80068049 7966.34179688
0.21600001 187015.65625000 300284.57040011 6696.09570312
0.21700001 184931.43750000 295010.34004506 7256.70996094
0.21800001 182876.87500000 289954.21196759 7809.75732422
0.21900001 180846.54687500 285091.08564679 6564.72998047
0.22000001 178842.45312500 280294.46242570 7707.21582031
0.22100002 176862.93750000 275705.30032220 7656.39697266
0.22200002 174900.64062500 271262.59112574 6435.46972656
0.22300000 172954.37500000 266933.69751880 5811.26708984
0.22400001 171024.73437500 262764.91933790 6349.29345703
0.22500001 169110.71875000 258679.77635827 7452.70947266
0.22600001 167208.00000000 254780.99478587 8540.14941406
0.22700001 165317.96875000 251005.75691493 6219.26220703
0.22800002 163433.31250000 247328.21518522 9543.68847656
0.22900002 161557.59375000 243723.63429505 6688.48486328
0.23000000 159690.39062500 240268.67707880 8299.90820312
0.23100001 157827.59375000 236933.69437617 6041.64062500
0.23200001 155968.32812500 233659.37126574 7086.42138672
0.23300001 154112.90625000 230498.16650813 5950.29980469
0.23400001 152262.57812500 227502.92068407 5367.25634766
0.23500001 150408.04687500 224493.38150783 6921.77880859
0.23600002 148561.90625000 221607.68484877 5809.51367188
0.23700002 146713.53125000 218817.95784008 6808.97558594
0.23800001 144870.82812500 216118.35697426 7271.06689453
0.23900001 143023.57812500 213407.55051876 8238.15820312
0.24000001 141178.89062500 210863.58284310 6634.70214844
0.24100001 139336.70312500 208354.92522562 9104.26074219
0.24200001 137494.32812500 205876.63060599 5512.83544922
0.24300002 135650.84375000 203515.75396545 5461.30322266
0.24400002 133808.51562500 201200.89494657 4917.46337891
0.24500000 131965.85937500 198937.98006124 6330.40234375
0.24600001 130125.28906250 196734.14768512 6267.48486328
0.24700001 128285.65625000 194531.87579111 7158.33984375
0.24800001 126445.87500000 192442.32382897 5195.02880859
0.24900001 124608.67187500 190391.75071807 7476.52050781
0.25000000 122775.35937500 188375.98963915 4622.49218750
0.25100002 120942.67187500 186359.78033664 5485.95996094
0.25200000 119116.89062500 184441.25057450 4520.48583984
0.25300002 117293.48437500 182531.60227973 5809.54687500
0.25400001 115474.45312500 180642.04104205 4416.89794922
0.25500003 113659.28125000 178818.55128136 4364.51660156
0.25600001 111852.82031250 177015.74620919 4743.11914062
0.25700000 110050.23437500 175246.84012095 6388.41601562
0.25800002 108256.36718750 173490.81631064 4626.33593750
0.25900000 106468.92187500 171750.62973376 6228.43212891
0.26000002 104690.39062500 170060.32878210 6147.94384766
0.26100001 102920.08593750 168415.21540842 4449.23535156
0.26200002 101163.92968750 166743.30822472 4390.00927734
0.26300001 99414.44531250  165109.40044074 3936.81225586
0.26400000 97678.50000000  163459.05779187 4270.99218750
0.26500002 95954.86718750  161880.28150916 3828.59936523
0.26600000 94245.74218750  160289.43639134 3774.54199219
0.26700002 92548.21875000  158739.69503659 4464.52636719
0.26800001 90869.21875000  157190.26909844 4766.54492188
0.26900002 89202.28906250  155655.61793781 5057.77001953
0.27000001 87553.42968750  154154.40093664 4626.76123047
0.27100003 85921.64062500  152623.08655160 3856.16357422
0.27200001 84309.42968750  151162.79070390 4833.45996094
0.27300000 82710.62500000  149676.28207676 4419.22851562
0.27400002 81132.28906250  148201.37746027 3681.37792969
0.27500001 79578.44531250  146705.12412032 3624.00244141
0.27600002 78040.98437500  145263.07263272 4215.38427734
0.27700001 76527.28125000  143838.41886067 3829.42529297
0.27800003 75035.09375000  142380.26452567 3454.24096680
0.27900001 73565.21875000  140952.45658763 3707.68725586
0.28000000 72119.37500000  139526.14272822 5167.71386719
0.28100002 70697.79687500  138124.90448841 3887.67211914
0.28200001 69300.46093750  136716.61917775 4412.70703125
0.28300002 67928.17187500  135333.76640547 3472.48852539
0.28400001 66581.32031250  133957.81959662 3130.98657227
0.28500003 65260.35546875  132577.05853441 3919.53735352
0.28600001 63963.45703125  131213.43787422 4405.80322266
0.28700000 62697.18359375  129854.54016257 4333.62939453
0.28800002 61457.37890625  128493.15231987 3463.43090820
0.28900000 60246.42968750  127160.40928461 3406.93554688
0.29000002 59062.30078125  125812.73376352 3093.68359375
0.29100001 57908.05078125  124505.74698367 4311.83349609
0.29200003 56782.17187500  123176.22451788 3493.80737305
0.29300001 55686.02734375  121860.97050297 2946.90478516
0.29400000 54618.59375000  120545.22676229 2416.87280273
0.29500002 53580.86718750  119275.50064327 3092.68774414
0.29600000 52573.29296875  117968.45576036 2810.56835938
0.29700002 51595.16406250  116716.84119446 2767.56469727
0.29800001 50647.07812500  115443.85300377 2271.52148438
0.29900002 49730.44921875  114212.79031941 3356.80566406
0.30000001 48843.30859375  112958.09629145 2205.27539062
0.30100003 47988.37890625  111755.77801975 3478.19799805
0.30200002 47162.71484375  110521.37855979 2572.25463867
0.30300000 46368.44140625  109322.11484884 2748.72119141
0.30400002 45604.96484375  108126.78554494 2503.71264648
0.30500001 44869.69531250  106930.34398250 2471.42285156
0.30600002 44166.23828125  105774.61606261 2847.39770508
0.30700001 43494.92968750  104624.75655154 2813.25219727
0.30800003 42850.93359375  103482.15992268 2184.75512695
0.30900002 42238.83593750  102366.08318942 1964.10595703
0.31000000 41656.32031250  101255.53454708 2720.57421875
0.31100002 41100.34375000  100158.59862110 2308.19555664
0.31200001 40577.99218750  99090.30750255  2667.19140625
0.31300002 40082.66796875  98030.00140421  2265.47265625
0.31400001 39618.65234375  96981.35741958  2433.57568359
0.31500003 39182.01171875  95940.66525342  2414.39575195
0.31600001 38773.30078125  94954.16663917  2212.40454102
0.31700000 38393.56250000  93967.91703804  2563.92211914
0.31800002 38040.64843750  92965.18276940  2002.26965332
0.31900001 37716.87890625  92025.74763186  1991.45129395
0.32000002 37418.76171875  91086.26269170  2342.22753906
0.32100001 37147.02734375  90169.59565233  1794.20141602
0.32200003 36903.35937500  89274.45994604  2503.15502930
0.32300001 36683.78125000  88384.00568610  2317.68139648
0.32400000 36487.50390625  87535.95835783  2490.27221680
0.32500002 36317.85546875  86701.98026994  2131.13183594
0.32600001 36173.34375000  85872.58402317  2484.02343750
0.32700002 36052.39062500  85068.45430605  2483.28881836
0.32800001 35956.82031250  84320.50194524  1951.91601562
0.32900003 35881.25390625  83565.20369786  3019.40771484
0.33000001 35829.86718750  82837.42969894  2312.63891602
0.33100003 35798.23828125  82135.21274495  2317.57812500
0.33200002 35792.23828125  81455.35716772  2145.38696289
0.33300000 35803.03906250  80813.60889587  2152.47875977
0.33400002 35836.15625000  80159.65898192  2160.92041016
0.33500001 35888.25781250  79560.83226882  1989.64501953
0.33600003 35960.10937500  78958.97589628  2363.11865234
0.33700001 36047.18359375  78401.98338469  2193.11083984
0.33800003 36155.33984375  77843.18137787  2390.04882812
0.33900002 36279.15234375  77329.66655428  2405.30786133
0.34000000 36421.31250000  76838.20599129  2608.13012695
0.34100002 36579.03515625  76377.05862353  2251.80541992
0.34200001 36753.95312500  75923.96267947  2080.09008789
0.34300002 36942.53125000  75485.05218192  2096.85815430
0.34400001 37146.55468750  75108.22895169  2691.26806641
0.34500003 37363.30468750  74729.92824371  2908.73339844
0.34600002 37595.93750000  74366.85053683  2152.55541992
0.34700000 37838.28125000  74062.97154528  2172.67407227
0.34800002 38093.86718750  73748.72530815  3589.58520508
0.34900001 38359.74218750  73461.60489851  2618.05249023
0.35000002 38637.97656250  73229.55788709  2441.14746094
0.35100001 38927.71484375  72988.56300480  2466.46020508
0.35200003 39225.03906250  72797.44544729  2700.05566406
0.35300002 39532.59375000  72607.61445748  2309.09887695
0.35400000 39850.17187500  72456.77061936  2970.83032227
0.35500002 40173.81250000  72320.66005657  2359.80981445
0.35600001 40505.94140625  72197.41517084  2386.00244141
0.35700002 40844.45312500  72118.80173383  3948.02514648
0.35800001 41189.86718750  72054.88837041  3105.30419922
0.35900003 41542.48046875  72026.34316822  2691.95288086
0.36000001 41899.80859375  71994.02126729  3403.31201172
0.36100003 42261.28125000  71998.46200098  3671.66040039
0.36200002 42627.38281250  72022.12654632  2553.16723633
0.36300001 42997.23437500  72068.35167891  2817.17895508
0.36400002 43370.42578125  72142.15916301  2611.98413086
0.36500001 43746.36328125  72230.45090934  3122.17797852
0.36600003 44126.27343750  72345.30405346  3400.81225586
0.36700001 44506.56640625  72479.70472626  3439.46752930
0.36800003 44891.25000000  72625.03707434  2733.20410156
0.36900002 45275.00000000  72809.01625620  3015.31518555
0.37000000 45658.44140625  72988.93652446  3049.07080078
0.37100002 46042.78125000  73195.80831103  2826.10595703
0.37200001 46428.29296875  73433.15930157  2597.66308594
0.37300003 46811.37890625  73692.37364266  2888.73046875
0.37400001 47195.11718750  73949.52947542  3451.14306641
0.37500003 47575.10156250  74239.77914973  3219.88305664
0.37600002 47955.03515625  74539.04309843  3796.60034180
0.37700000 48333.12500000  74875.45980227  4384.78125000
0.37800002 48708.43359375  75203.31875576  3045.98217773
0.37900001 49082.24218750  75560.02172717  3636.99414062
0.38000003 49452.14453125  75931.88959662  3108.80932617
0.38100001 49817.76562500  76315.63539115  3425.46972656
0.38200003 50181.00781250  76713.02710379  2882.89916992
0.38300002 50538.75390625  77115.76429773  2911.03222656
0.38400000 50894.28906250  77564.25349936  3526.97436523
0.38500002 51243.28125000  78003.18889823  2966.98608398
0.38600001 51589.13671875  78469.54894031  4492.12402344
0.38700002 51926.21093750  78927.90736130  3626.52685547
0.38800001 52260.75781250  79416.62878015  3049.41528320
0.38900003 52589.51562500  79900.71025481  3384.13549805
0.39000002 52914.22265625  80411.16221722  3724.10302734
0.39100003 53231.65234375  80931.54150205  3443.02343750
0.39200002 53542.78515625  81451.18204800  3787.61669922
0.39300001 53848.91406250  82003.59271847  3500.71801758
0.39400002 54148.72265625  82552.11878452  3849.97436523
0.39500001 54439.74218750  83103.51680170  5173.95312500
0.39600003 54725.78906250  83668.41132914  3584.81298828
0.39700001 55003.89062500  84251.53361580  3283.73242188
0.39800003 55277.19531250  84829.27721941  3970.00854492
0.39900002 55541.17187500  85412.06748860  4332.21142578
0.40000001 55796.29687500  86001.14118846  4362.99169922
0.40100002 56046.09765625  86606.74935844  4731.41162109
0.40200001 56289.75781250  87225.58842469  3742.98754883
0.40300003 56524.33984375  87829.00527935  4795.52539062
0.40400001 56752.24218750  88450.33447664  4137.23876953
0.40500003 56972.20703125  89084.56255273  4163.52929688
0.40600002 57185.68359375  89709.06251689  4887.66064453
0.40700001 57390.99218750  90349.19220355  5268.49316406
0.40800002 57588.13671875  90987.13057490  4946.24511719
0.40900001 57778.02734375  91616.86811468  4619.35351562
0.41000003 57960.48437500  92270.17059456  5002.56982422
0.41100001 58134.26562500  92912.48329610  3592.69775391
0.41200003 58300.89843750  93545.37500187  3611.74096680
0.41300002 58456.87109375  94199.88934552  3993.18896484
0.41400003 58608.08593750  94855.40804203  5837.36572266
0.41500002 58752.25000000  95517.88250458  4765.98291016
0.41600001 58886.85156250  96153.67936323  5156.72167969
0.41700003 59015.08984375  96804.29250158  4440.29541016
0.41800001 59137.78515625  97448.58900753  3716.80981445
0.41900003 59249.34765625  98098.20609346  3732.70922852
0.42000002 59355.18359375  98742.04607538  4123.10791016
0.42100003 59455.05859375  99388.06907218  5645.25830078
0.42200002 59546.46484375  100027.70073263 4533.86816406
0.42300001 59629.68750000  100672.56166828 4171.69287109
0.42400002 59706.72656250  101310.25102652 4186.93457031
0.42500001 59773.95703125  101944.55380654 3819.55590820
0.42600003 59836.23828125  102576.84788086 4982.26464844
0.42700002 59892.54296875  103197.06481962 4229.61132812
0.42800003 59941.62500000  103817.92089202 5014.41699219
0.42900002 59984.87500000  104446.30546060 5416.63427734
0.43000001 60020.97656250  105061.46743334 4656.42724609
0.43100002 60049.10546875  105652.15971837 6225.89160156
0.43200001 60073.01171875  106266.49164744 4682.09082031
0.43300003 60089.25781250  106858.10528096 4302.99218750
0.43400002 60099.63281250  107445.64340000 5097.95166016
0.43500003 60103.91406250  108046.27960833 3930.79638672
0.43600002 60104.08203125  108610.52670169 3939.82275391
0.43700001 60097.02343750  109180.24378291 4343.21191406
0.43800002 60080.52734375  109749.80315583 4747.56347656
0.43900001 60063.03125000  110292.53551699 4756.99218750
0.44000003 60038.88281250  110845.64342415 4368.72949219
0.44100001 60009.76953125  111389.72875650 5570.10693359
0.44200003 59976.57031250  111929.49786172 4383.98779297
0.44300002 59938.32421875  112453.80325316 4391.08203125
0.44400004 59894.40625000  112968.18132217 4397.74707031
0.44500002 59844.41015625  113473.68622424 4403.95019531
0.44600001 59791.43750000  113973.04050264 4009.01586914
0.44700003 59733.88281250  114468.65128403 4415.52880859
0.44800001 59671.13281250  114946.45762847 4420.73583984
0.44900003 59605.47656250  115414.24534568 5632.71777344
0.45000002 59535.68750000  115881.86705415 7249.66113281
0.45100003 59458.27343750  116318.53643377 4837.52539062
0.45200002 59380.50390625  116775.11856129 4438.39599609
0.45300001 59298.08203125  117195.93410660 4038.19946289
0.45400003 59212.80468750  117622.82557166 4849.52880859
0.45500001 59124.79687500  118024.14339091 4044.13623047
0.45600003 59032.68750000  118434.82410288 4856.02929688
0.45700002 58937.65625000  118815.19161962 7693.13232422
0.45800003 58839.17187500  119195.88285340 6076.61572266
0.45900002 58736.98046875  119569.30290454 4863.42236328
0.46000001 58635.03125000  119926.10548119 4865.53515625
0.46100003 58527.05078125  120265.41903748 5678.29492188
0.46200001 58418.52734375  120605.10611342 4462.88330078
0.46300003 58304.71484375  120927.39547382 4463.80908203
0.46400002 58190.22265625  121230.02939985 5682.27539062
0.46500003 58074.80468750  121536.84674604 4059.42919922
0.46600002 57956.31250000  121818.72958005 4465.82373047
0.46700001 57835.56250000  122106.21520891 4872.06787109
0.46800002 57715.27734375  122377.42368119 5684.37792969
0.46900001 57590.26953125  122617.68812505 4872.13671875
0.47000003 57464.93750000  122858.00237152 4465.88769531
0.47100002 57337.78125000  123097.35376733 4059.51513672
0.47200003 57209.71484375  123312.25207630 4464.93261719
0.47300002 57080.75390625  123513.13094750 4464.28613281
0.47400004 56948.85156250  123717.49600216 4463.36669922
0.47500002 56816.76171875  123896.71073329 4868.06054688
0.47600001 56682.39843750  124068.64598134 5272.31347656
0.47700003 56547.21875000  124214.12773728 4054.43579102
0.47800002 56412.57812500  124367.08818679 4458.56835938
0.47900003 56277.31640625  124496.80741323 4457.16357422
0.48000002 56140.24218750  124617.44596180 4455.57031250
0.48100004 56004.51171875  124735.73548676 4858.95166016
0.48200002 55866.17968750  124824.69126803 6071.25732422
0.48300001 55727.18359375  124912.02846413 4450.37304688
0.48400003 55589.04687500  124978.91338393 4852.92382812
0.48500001 55450.04296875  125050.46314922 4042.30834961
0.48600003 55311.68750000  125094.28115513 4444.57080078
0.48700002 55172.14843750  125119.14926381 5654.04199219
0.48800004 55031.50000000  125158.06171157 4843.87304688
0.48900002 54889.40234375  125165.67321212 6454.99414062
0.49000001 54749.45312500  125152.67472808 5241.98632812
0.49100003 54610.37890625  125150.18459704 4836.29541016
0.49200001 54470.00781250  125129.46670676 5639.28027344
0.49300003 54330.87109375  125101.15391681 5636.28515625
0.49400002 54191.25390625  125045.10936748 5230.81103516
0.49500003 54051.98828125  124986.21776832 4825.76171875
0.49600002 53913.73046875  124916.27828778 4421.19580078
0.49700001 53774.69921875  124842.21349013 6025.45507812
0.49800003 53636.91015625  124744.27663623 4014.72290039
0.49900001 53498.44140625  124649.23663478 5617.33642578
