# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.24700001 127065.00000000 5199.50000000
0.24800001 124494.50000000 5579.84375000
0.24900001 121982.00000000 6404.05517578
0.25000000 119514.00000000 7199.52343750
0.25100002 117089.50000000 5311.18017578
0.25200000 114697.00000000 5658.57666016
0.25300002 112336.00000000 5136.00244141
0.25400001 109991.50000000 6310.76269531
0.25500003 107716.75000000 5377.22070312
0.25600001 105468.75000000 4472.40234375
0.25700000 103239.50000000 5193.97900391
0.25800002 101053.75000000 5103.71972656
0.25900000 98929.25000000  5787.36132812
0.26000002 96822.25000000  3790.59130859
0.26100001 94753.00000000  4096.17236328
0.26200002 92741.25000000  5487.96386719
0.26300001 90743.25000000  3593.43286133
0.26400000 88778.25000000  3881.82885742
0.26500002 86856.50000000  4158.68945312
0.26600000 84985.25000000  3403.65917969
0.26700002 83120.25000000  4009.72119141
0.26800001 81308.50000000  3280.79809570
0.26900002 79529.50000000  3543.03955078
0.27000001 77807.50000000  3479.16259766
0.27100003 76090.25000000  4035.82714844
0.27200001 74441.50000000  3962.89355469
0.27300000 72783.50000000  3290.54199219
0.27400002 71197.25000000  2936.88671875
0.27500001 69653.50000000  3748.75146484
0.27600002 68125.25000000  2830.60449219
0.27700001 66629.75000000  3056.30664062
0.27800003 65171.25000000  3272.90039062
0.27900001 63749.75000000  3212.98754883
0.28000000 62364.25000000  3154.38378906
0.28100002 61010.25000000  3613.02734375
0.28200001 59709.25000000  2788.12353516
0.28300002 58418.75000000  3235.23071289
0.28400001 57157.25000000  2687.81982422
0.28500003 55947.25000000  3360.19213867
0.28600001 54746.75000000  2356.84765625
0.28700000 53600.75000000  2547.10766602
0.28800002 52494.25000000  2275.62597656
0.28900000 51394.50000000  2906.35913086
0.29000002 50347.62500000  2637.20874023
0.29100001 49336.12500000  2593.10668945
0.29200003 48324.62500000  2548.64086914
0.29300001 47377.62500000  2298.28857422
0.29400000 46431.87500000  2876.45458984
0.29500002 45538.12500000  2628.46069336
0.29600000 44663.62500000  2586.69384766
0.29700002 43812.62500000  2741.79418945
0.29800001 42999.37500000  2892.78295898
0.29900002 42212.75000000  2279.48876953
0.30000001 41442.25000000  1871.11767578
0.30100003 40719.12500000  2029.03417969
0.30200002 40006.62500000  2000.13134766
0.30300000 39330.12500000  2331.48974609
0.30400002 38657.25000000  1945.42626953
0.30500001 38035.75000000  2444.17724609
0.30600002 37426.87500000  1723.50769043
0.30700001 36847.00000000  1872.56457520
0.30800003 36290.00000000  2523.06250000
0.30900002 35760.00000000  1662.84008789
0.31000000 35247.00000000  1973.12707520
0.31100002 34766.37500000  2277.89306641
0.31200001 34274.12500000  1931.00427246
0.31300002 33819.12500000  1911.45703125
0.31400001 33404.37500000  1894.02807617
0.31500003 32986.25000000  1563.54833984
0.31600001 32605.62500000  2015.51684570
0.31700000 32225.12500000  2151.99389648
0.31800002 31885.75000000  1983.45324707
0.31900001 31546.62500000  2271.35693359
0.32000002 31237.25000000  1504.07373047
0.32100001 30945.87500000  1494.68579102
0.32200003 30666.75000000  1634.38452148
0.32300001 30394.87500000  1772.62915039
0.32400000 30150.25000000  2204.73706055
0.32500002 29915.00000000  1609.12792969
0.32600001 29695.75000000  1602.23425293
0.32700002 29496.50000000  1741.47351074
0.32800001 29318.00000000  1591.52770996
0.32900003 29144.37500000  1731.17602539
0.33000001 28993.00000000  2015.30346680
0.33100003 28832.00000000  2010.16723633
0.33200002 28699.62500000  2006.96484375
0.33300000 28580.00000000  1575.04382324
0.33400002 28470.81250000  1716.79016113
0.33500001 28377.31250000  1716.25988770
0.33600003 28292.31250000  1573.19421387
0.33700001 28212.37500000  1716.44091797
0.33800003 28152.00000000  1431.52929688
0.33900002 28099.50000000  1576.38208008
0.34000000 28047.75000000  1865.03515625
0.34100002 28019.50000000  1868.62060547
0.34200001 27994.25000000  1440.30419922
0.34300002 27973.75000000  1587.79016113
0.34400001 27968.75000000  1592.12109375
0.34500003 27980.68750000  2033.07690430
0.34600002 27988.25000000  2039.50390625
0.34700000 28007.87500000  1754.41333008
0.34800002 28038.18750000  2054.91894531
0.34900001 28070.37500000  1915.80310059
0.35000002 28112.18750000  1924.13879395
0.35100001 28169.31250000  2231.00952148
0.35200003 28224.00000000  1942.79919434
0.35300002 28282.25000000  2402.86010742
0.35400000 28357.12500000  1812.02026367
0.35500002 28436.00000000  2429.57202148
0.35600001 28516.25000000  2595.97680664
0.35700002 28615.75000000  1690.33251953
0.35800001 28704.87500000  2318.63623047
0.35900003 28808.37500000  2177.91333008
0.36000001 28912.12500000  2035.26916504
0.36100003 29031.31250000  2049.32055664
0.36200002 29148.00000000  1745.81958008
0.36300001 29277.81250000  2078.13916016
0.36400002 29409.93750000  1771.21362305
0.36500001 29533.62500000  2107.81494141
0.36600003 29673.18750000  2450.26367188
0.36700001 29817.62500000  1645.93298340
0.36800003 29973.31250000  1824.92529297
0.36900002 30123.06250000  2507.74511719
0.37000000 30288.75000000  1854.12585449
0.37100002 30442.50000000  1868.56079102
0.37200001 30605.43750000  2054.84912109
0.37300003 30777.93750000  2417.29931641
0.37400001 30953.43750000  2263.47021484
0.37500003 31126.43750000  2984.40307617
0.37600002 31310.31250000  2124.71801758
0.37700000 31496.12500000  1964.41333008
0.37800002 31685.75000000  1981.46850586
0.37900001 31875.31250000  3088.71777344
0.38000003 32071.37500000  1832.87915039
0.38100001 32262.25000000  2218.35229492
0.38200003 32468.62500000  2238.38720703
0.38300002 32668.00000000  2446.17993164
0.38400000 32882.75000000  2088.87670898
0.38500002 33080.12500000  2298.40722656
0.38600001 33298.31250000  3286.04394531
0.38700002 33505.62500000  2145.03027344
0.38800001 33710.81250000  2753.83642578
0.38900003 33934.62500000  1985.17565918
0.39000002 34147.31250000  2002.73999023
0.39100003 34369.12500000  2425.08569336
0.39200002 34586.62500000  2650.54614258
0.39300001 34809.18750000  2674.38989258
0.39400002 35032.68750000  2490.82421875
0.39500001 35253.87500000  2722.30419922
0.39600003 35482.75000000  3592.09643555
0.39700001 35704.56250000  2344.71875000
0.39800003 35932.62500000  2365.62451172
0.39900002 36154.06250000  2386.16821289
0.40000001 36383.75000000  2845.02734375
0.40100002 36605.00000000  2648.73803711
0.40200001 36831.62500000  3339.70776367
0.40300003 37053.68750000  2694.54443359
0.40400001 37276.87500000  2943.94140625
0.40500003 37505.00000000  2512.46020508
0.40600002 37725.43750000  2533.45190430
0.40700001 37948.56250000  3019.18774414
0.40800002 38170.06250000  3278.42675781
0.40900001 38385.43750000  4013.19750977
0.41000003 38601.25000000  3569.65087891
0.41100001 38810.87500000  2878.21459961
0.41200003 39027.43750000  3143.07495117
0.41300002 39236.75000000  2436.60229492
0.41400003 39445.87500000  2455.50585938
0.41500002 39645.68750000  3710.83642578
0.41600001 39854.06250000  2742.15893555
0.41700003 40053.62500000  2762.49877930
0.41800001 40245.18750000  3288.23315430
0.41900003 40440.37500000  3057.29248047
0.42000002 40629.93750000  3848.67089844
0.42100003 40818.68750000  3617.35229492
0.42200002 41002.56250000  2861.77392578
0.42300001 41182.68750000  2881.14086914
0.42400002 41355.68750000  3427.35278320
0.42500001 41519.62500000  3449.03540039
0.42600003 41688.87500000  3204.20703125
0.42700002 41848.37500000  2955.33227539
0.42800003 42001.81250000  4054.22534180
0.42900002 42153.50000000  3806.46118164
0.43000001 42300.93750000  3008.23120117
0.43100002 42442.68750000  2750.28637695
0.43200001 42585.25000000  3872.27685547
0.43300003 42706.50000000  2780.19335938
0.43400002 42835.62500000  3074.52709961
0.43500003 42957.18750000  3371.28027344
0.43600002 43072.31250000  3105.72924805
0.43700001 43182.87500000  4539.38378906
0.43800002 43280.00000000  3134.98706055
0.43900001 43378.50000000  3149.27929688
0.44000003 43479.00000000  3451.36328125
0.44100001 43558.37500000  3754.29638672
0.44200003 43633.75000000  3479.35546875
0.44300002 43716.00000000  3784.93139648
0.44400004 43781.75000000  3799.16162109
0.44500002 43846.50000000  3519.99731445
0.44600001 43889.75000000  3825.65014648
0.44700003 43950.75000000  3839.53784180
0.44800001 43992.00000000  3555.43359375
0.44900003 44026.50000000  3268.96777344
0.45000002 44059.00000000  3874.76879883
0.45100003 44075.50000000  3884.81494141
0.45200002 44099.12500000  3296.18920898
0.45300001 44110.75000000  3304.33642578
0.45400003 44116.75000000  4215.35546875
0.45500001 44120.75000000  3621.43115234
0.45600003 44116.62500000  4233.87255859
0.45700002 44101.25000000  3635.70727539
0.45800003 44089.37500000  4856.88574219
0.45900002 44060.50000000  4256.24462891
0.46000001 44032.62500000  3653.82739258
0.46100003 44000.25000000  3354.13916016
0.46200001 43963.00000000  4579.84570312
0.46300003 43915.75000000  3973.49731445
0.46400002 43864.00000000  3671.41699219
0.46500003 43805.37500000  4592.99414062
0.46600002 43746.87500000  3370.91552734
0.46700001 43680.62500000  3986.29394531
0.46800002 43610.50000000  3988.39843750
0.46900001 43538.62500000  4604.20947266
0.47000003 43459.12500000  3991.50366211
0.47100002 43376.00000000  3992.32714844
0.47200003 43284.37500000  3685.23193359
0.47300002 43194.50000000  3685.35498047
0.47400004 43099.50000000  3992.09155273
0.47500002 42998.37500000  3991.10937500
0.47600001 42895.25000000  3069.15527344
0.47700003 42785.25000000  3374.47290039
0.47800002 42675.87500000  3372.88793945
0.47900003 42563.68750000  3064.58569336
0.48000002 42446.37500000  3981.25781250
0.48100004 42328.31250000  3060.33715820
0.48200002 42207.00000000  3363.68701172
0.48300001 42084.18750000  3971.90576172
0.48400003 41955.18750000  3662.68798828
0.48500001 41828.56250000  3354.23242188
0.48600003 41698.87500000  3350.71337891
0.48700002 41567.18750000  3346.98999023
0.48800004 41432.87500000  3646.92187500
0.48900002 41298.50000000  3338.98388672
0.49000001 41160.18750000  4850.31640625
0.49100003 41029.62500000  3936.38232422
0.49200001 40891.12500000  3326.28857422
0.49300003 40749.87500000  4529.34912109
0.49400002 40615.37500000  3015.69165039
0.49500003 40474.06250000  3914.65161133
0.49600002 40337.56250000  3307.88183594
0.49700001 40195.75000000  5104.45849609
0.49800003 40057.93750000  3298.17041016
0.49900001 39918.62500000  3592.67626953
0.50000000 39783.81250000  4185.65478516
