# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.00000000 1739088.00000000 313.03582764
0.00100000 1738880.00000000 678.16320801
0.00200000 1738596.00000000 1173.55236816
0.00300000 1737868.00000000 1146.99291992
0.00400000 1736876.00000000 1563.18847656
0.00500000 1735784.00000000 2030.86743164
0.00600000 1734300.00000000 1821.01501465
0.00700000 1732592.00000000 2910.75463867
0.00800000 1730496.00000000 3270.63769531
0.00900000 1728264.00000000 3370.11499023
0.01000000 1725704.00000000 3701.63525391
0.01100000 1723068.00000000 3101.52270508
0.01200000 1720076.00000000 4360.39257812
0.01300000 1716680.00000000 3965.53076172
0.01400000 1713008.00000000 4625.12158203
0.01500000 1709188.00000000 4102.05126953
0.01600000 1705228.00000000 4348.33154297
0.01700000 1700968.00000000 5970.39794922
0.01800000 1696444.00000000 4834.86572266
0.01900000 1691744.00000000 8120.37158203
0.02000000 1686636.00000000 5844.19433594
0.02100000 1681348.00000000 6103.29345703
0.02200000 1675772.00000000 8093.97949219
0.02300000 1669868.00000000 9017.28808594
0.02400000 1663988.00000000 6863.95068359
0.02500000 1657716.00000000 8404.62011719
0.02600000 1651264.00000000 7356.38134766
0.02700000 1644600.00000000 10360.98046875
0.02800000 1637584.00000000 10685.23632812
0.02900000 1630544.00000000 8071.19287109
0.03000000 1623112.00000000 10566.45996094
0.03100000 1615572.00000000 15509.49218750
0.03200000 1607740.00000000 8754.14453125
0.03300000 1599932.00000000 10607.54882812
0.03400000 1591792.00000000 10863.98144531
0.03500000 1583384.00000000 11970.38281250
0.03600000 1574888.00000000 9614.69140625
0.03700000 1566056.00000000 11604.47558594
0.03800000 1557112.00000000 10020.01660156
0.03900000 1547892.00000000 10216.08789062
0.04000000 1538632.00000000 10408.84667969
0.04100000 1529140.00000000 16377.08984375
0.04200000 1519496.00000000 13721.04980469
0.04300000 1509636.00000000 10959.95800781
0.04400000 1499720.00000000 18221.59960938
0.04500000 1489564.00000000 12333.59082031
0.04600000 1479236.00000000 12514.33789062
0.04700000 1468796.00000000 13747.93164062
0.04800000 1458280.00000000 11790.19433594
0.04900000 1447612.00000000 13028.50878906
0.05000000 1436728.00000000 12090.06640625
0.05100000 1425736.00000000 13344.88964844
0.05200000 1414584.00000000 15744.32031250
