# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
# offset = 0.00000000000000, scaling c = 2.33834786186966, Chi^2 = 873.840588566262
#  q       exp_intensity   model_intensity error
0.03900000 6070470.00000000 6247312.53890420 36422.82031250
0.04000000 6020078.00000000 6208806.38007583 44428.17968750
0.04100000 5968827.50000000 6169946.54613335 37603.61328125
0.04200000 5916735.00000000 6130457.69661603 45795.53125000
0.04300000 5863836.00000000 6089899.05295190 65792.24218750
0.04400000 5810157.00000000 6049103.65156675 90202.69531250
0.04500000 5755735.50000000 6007436.63101610 43686.03515625
0.04600000 5700588.50000000 5964605.69781720 52245.89843750
0.04700000 5644760.50000000 5922000.41518697 56899.18750000
0.04800000 5588271.00000000 5878623.47776232 53395.92968750
0.04900000 5531136.50000000 5834654.93832862 41483.52734375
0.05000000 5473421.00000000 5789876.16136078 62807.50781250
0.05100000 5415120.50000000 5744524.48916678 50685.53125000
0.05200000 5356289.00000000 5698533.86341953 55357.24609375
0.05300000 5296947.50000000 5652476.59475822 60067.38671875
0.05400000 5237097.00000000 5605751.14319537 56167.86718750
0.05500000 5176811.00000000 5558604.78901739 56530.78125000
0.05600000 5116100.00000000 5511164.38759578 56865.45312500
0.05700000 5055010.50000000 5463298.99145027 43978.59375000
0.05800000 4993558.50000000 5414702.86159793 48612.29296875
0.05900000 4931759.50000000 5365920.24850360 44385.83984375
0.06000000 4869653.50000000 5316775.77607766 57924.53125000
0.06100000 4807307.50000000 5267449.49710545 49178.75781250
0.06200000 4744688.00000000 5217554.99960280 44837.30468750
0.06300000 4681851.00000000 5167478.69555390 62924.07812500
0.06400000 4618855.50000000 5116863.40232283 67550.76562500
0.06500001 4555698.50000000 5066259.21624411 54121.70312500
0.06600000 4492394.00000000 5015327.07687776 58693.12890625
0.06700000 4429009.00000000 4964203.77757371 58728.66015625
0.06800000 4365554.50000000 4912946.02326759 45183.49218750
0.06900001 4302051.00000000 4861187.57022556 45171.53906250
0.07000000 4238544.50000000 4809810.56017849 81252.89843750
0.07100000 4175040.25000000 4757974.64936353 63126.60937500
0.07200000 4111576.00000000 4705789.44783670 58528.28906250
0.07300001 4048197.50000000 4653875.20236836 53921.99609375
0.07400000 3984897.00000000 4601566.94528531 53796.10937500
0.07500000 3921724.25000000 4549475.56996644 44707.66015625
0.07600001 3858686.00000000 4496989.59844587 57938.17578125
0.07700001 3795836.75000000 4444486.67390332 62175.81250000
0.07800000 3733167.00000000 4392322.80980073 57509.43750000
0.07900000 3670719.25000000 4339792.11737731 52858.35937500
0.08000001 3608529.00000000 4287540.56522990 48227.99218750
0.08100000 3546582.50000000 4235104.86818837 61072.15234375
0.08200000 3484938.50000000 4182910.31327009 52064.98437500
0.08300000 3423604.25000000 4130629.53177441 64706.12500000
0.08400001 3362607.25000000 4078407.79356224 60022.54296875
0.08500000 3301967.00000000 4026478.34883281 46854.91406250
0.08600000 3241699.00000000 3974518.50558117 63456.26171875
0.08700000 3181832.25000000 3922444.08328429 50400.22656250
0.08800001 3122365.75000000 3871026.44444312 50020.30468750
0.08900000 3063350.75000000 3819501.53389379 70303.89843750
0.09000000 3004787.25000000 3768018.71360597 57421.48828125
0.09100001 2946690.25000000 3716948.61171577 40664.32812500
0.09200001 2889078.25000000 3666029.33326267 44332.91015625
0.09300000 2831982.25000000 3615220.54174603 63889.51953125
0.09400000 2775400.75000000 3564741.16498444 55369.24609375
0.09500001 2719365.25000000 3514424.01110576 46990.63281250
0.09600000 2663879.00000000 3464302.40156703 46511.32812500
0.09700000 2608950.00000000 3414686.75204692 53692.19140625
0.09800000 2554615.75000000 3365339.72023743 49316.85937500
0.09900001 2500876.25000000 3315995.61136278 52518.40625000
0.10000000 2447737.00000000 3267203.64487700 48208.17968750
0.10100000 2395217.00000000 3218545.25651284 51305.55078125
0.10200001 2343328.25000000 3170320.33938357 36204.42187500
0.10300001 2292074.50000000 3122361.70161707 46483.27343750
0.10400000 2241485.00000000 3075026.52584925 35303.39062500
0.10500000 2191564.50000000 3027612.72313456 38330.46484375
0.10600001 2142285.50000000 2980970.57521430 51575.52734375
0.10700001 2093696.00000000 2934572.49235211 37309.66406250
0.10800000 2045801.12500000 2888191.94709890 33448.84765625
0.10900000 1998591.37500000 2842727.74191405 46167.46093750
0.11000001 1952086.75000000 2797253.89104427 52003.59375000
0.11100001 1906272.50000000 2752443.54638029 48038.07031250
0.11200000 1861187.00000000 2708042.70488563 37856.54296875
0.11300001 1816805.37500000 2663941.46421077 52814.53515625
0.11400001 1773153.50000000 2620262.00303149 33645.58984375
0.11500000 1730221.00000000 2577311.81409163 39137.60156250
0.11600000 1688015.37500000 2534314.56590106 32587.13867188
0.11700001 1646536.25000000 2492200.33632182 32058.06250000
0.11800001 1605791.12500000 2450437.44350883 28663.37304688
0.11900000 1565771.00000000 2409003.08857043 39457.42968750
0.12000000 1526491.87500000 2368140.16739077 36017.57812500
0.12100001 1487944.50000000 2327662.92746159 38121.14062500
0.12200001 1450128.75000000 2287700.85479572 29430.36523438
0.12300000 1413054.37500000 2248242.54994734 31539.37500000
0.12400001 1376702.37500000 2209171.24167010 38719.75781250
0.12500000 1341083.37500000 2170585.28672094 27881.12304688
0.12600000 1306199.25000000 2132429.00319140 34836.33593750
0.12700000 1272034.62500000 2094956.39411797 36634.59765625
0.12800001 1238595.25000000 2057790.54705467 28760.18359375
0.12900001 1205871.12500000 2021390.94735636 35271.73437500
0.13000001 1173868.87500000 1985348.67644069 29986.48242188
0.13100001 1142576.25000000 1949582.76901295 31672.21679688
0.13200000 1111991.37500000 1914627.97599979 37713.18750000
0.13300000 1082113.37500000 1879961.67665409 23925.52734375
0.13400000 1052921.62500000 1845704.44203748 23453.83007812
0.13500001 1024420.12500000 1812073.88464784 22987.98828125
0.13600001 996614.37500000 1778979.97809251 28672.59765625
0.13700001 969486.68750000 1746351.11046820 30102.56445312
0.13800001 943022.81250000 1714404.89427282 21628.23046875
0.13900001 917229.68750000 1682561.12694314 34671.28515625
0.14000000 892091.62500000 1651486.38376653 22641.28515625
0.14100000 867604.56250000 1620845.69641178 22175.97265625
0.14200000 843760.37500000 1590730.84503247 28957.85742188
0.14300001 820547.18750000 1561052.24167613 17723.82031250
0.14400001 797957.31250000 1531891.14393098 24297.80078125
0.14500001 775987.31250000 1503176.08604048 27190.59765625
0.14600001 754628.25000000 1474864.97774312 21631.41992188
0.14700000 733868.62500000 1447197.20740125 19550.25976562
0.14800000 713696.00000000 1420007.62919714 20736.43750000
0.14900000 694102.31250000 1393179.91032465 17179.03320312
0.15000001 675080.18750000 1366876.71210693 16819.62304688
0.15100001 656620.87500000 1341059.01336402 19462.24414062
0.15200001 638715.31250000 1315584.46716985 16124.36914062
0.15300001 621349.50000000 1290701.81527821 15788.49218750
0.15400001 604509.62500000 1266165.53116361 21082.27539062
0.15500000 588195.18750000 1242213.83401448 15140.14453125
0.15600000 572392.56250000 1218595.78987589 17523.79882812
0.15700001 557085.93750000 1195528.49973214 17163.81835938
0.15800001 542270.68750000 1172845.06400459 21986.36523438
0.15900001 527930.87500000 1150527.94508428 15204.41015625
0.16000001 514061.40625000 1128758.94951746 18621.87500000
0.16100001 500658.31250000 1107326.09145579 14599.19726562
0.16200000 487694.87500000 1086334.59655304 13116.55371094
0.16300000 475170.68750000 1065809.96741560 14027.03906250
0.16400000 463074.37500000 1045707.33699384 11461.09082031
0.16500001 451390.09375000 1025925.20637591 12363.57519531
0.16600001 440115.75000000 1006633.69036874 13229.87988281
0.16700001 429227.59375000 987646.67109722 11898.18945312
0.16800001 418730.12500000 969005.58116250 12737.77148438
0.16900001 408605.25000000 950892.88477120 13545.26562500
0.17000000 398841.78125000 933136.49413535 10230.29199219
0.17100000 389430.93750000 915685.47711559 13061.51367188
0.17200001 380361.09375000 898622.11432730 10857.40820312
0.17300001 371625.59375000 881920.39165053 13579.20019531
0.17400001 363213.28125000 865638.18319485 15254.95898438
0.17500001 355111.40625000 849564.30691898 10312.43554688
0.17600001 347309.34375000 833932.15916890 13831.59570312
0.17700000 339803.68750000 818652.73657911 14516.41406250
0.17800000 332577.50000000 803716.83190490 10715.64746094
0.17900001 325624.31250000 789053.19860986 8791.85644531
0.18000001 318936.62500000 774720.36846390 10390.95605469
0.18100001 312506.25000000 760714.61472512 12797.13183594
0.18200001 306315.34375000 747082.04669042 12612.53515625
0.18300001 300360.90625000 733700.12031716 10776.95019531
0.18400002 294632.28125000 720639.71677491 8993.65136719
0.18500000 289125.21875000 707851.29231835 8873.25292969
0.18600000 283825.59375000 695393.81715761 11145.83105469
0.18700001 278727.37500000 683185.15682404 9432.13476562
0.18800001 273823.18750000 671214.20416532 8539.17675781
0.18900001 269105.78125000 659615.19496336 11504.27246094
0.19000001 264559.06250000 648168.10529906 7579.61767578
0.19100001 260189.34375000 637084.48258054 8992.14453125
0.19200000 255976.59375000 626213.13800386 12597.88769531
0.19300000 251922.01562500 615542.30675633 10996.39648438
0.19400001 248011.40625000 605245.35540990 8705.20019531
0.19500001 244242.73437500 595074.56523796 7898.81054688
0.19600001 240606.32812500 585190.91687611 7109.91748047
0.19700001 237094.96875000 575486.22519907 10562.58105469
0.19800001 233705.54687500 566086.03025767 9068.94433594
0.19900002 230430.31250000 556833.99157533 7604.20068359
0.20000000 227263.42187500 547863.13922338 8222.39062500
0.20100001 224198.98437500 539071.02433612 7472.55224609
0.20200001 221228.39062500 530461.92170574 6736.40478516
0.20300001 218351.28125000 522104.59337405 9354.16894531
0.20400001 215557.42187500 513951.28589330 11268.26464844
0.20500001 212846.25000000 505934.26024888 9207.72949219
0.20600002 210208.76562500 498118.99018092 7179.68115234
0.20700002 207641.45312500 490441.97493029 7774.09667969
0.20800000 205139.23437500 483009.82854482 6431.11523438
0.20900001 202703.46875000 475725.39997818 6385.15966797
0.21000001 200318.14062500 468654.85716754 8242.08984375
0.21100001 197989.95312500 461712.01007217 7555.29687500
0.21200001 195710.82812500 454869.34656800 10004.73828125
0.21300001 193475.87500000 448255.65847087 6831.63378906
0.21400002 191284.81250000 441825.16531404 7402.72265625
0.21500000 189134.42187500 435507.24168475 7966.34179688
0.21600001 187015.65625000 429339.70305233 6696.09570312
0.21700001 184931.43750000 423291.16440407 7256.70996094
0.21800001 182876.87500000 417429.36475458 7809.75732422
0.21900001 180846.54687500 411612.61483813 6564.72998047
0.22000001 178842.45312500 406008.36228362 7707.21582031
0.22100002 176862.93750000 400528.29792259 7656.39697266
0.22200002 174900.64062500 395147.86910248 6435.46972656
0.22300000 172954.37500000 389855.63984079 5811.26708984
0.22400001 171024.73437500 384726.72956257 6349.29345703
0.22500001 169110.71875000 379715.68663127 7452.70947266
0.22600001 167208.00000000 374785.71860475 8540.14941406
0.22700001 165317.96875000 369956.48221970 6219.26220703
0.22800002 163433.31250000 365268.67934362 9543.68847656
0.22900002 161557.59375000 360695.27282934 6688.48486328
0.23000000 159690.39062500 356200.01828501 8299.90820312
0.23100001 157827.59375000 351785.69249871 6041.64062500
0.23200001 155968.32812500 347481.45174534 7086.42138672
0.23300001 154112.90625000 343282.76547593 5950.29980469
0.23400001 152262.57812500 339166.35982191 5367.25634766
0.23500001 150408.04687500 335110.45891881 6921.77880859
0.23600002 148561.90625000 331160.95284342 5809.51367188
0.23700002 146713.53125000 327278.49158564 6808.97558594
0.23800001 144870.82812500 323511.23049674 7271.06689453
0.23900001 143023.57812500 319808.34704742 8238.15820312
0.24000001 141178.89062500 316155.33617358 6634.70214844
0.24100001 139336.70312500 312594.28813675 9104.26074219
0.24200001 137494.32812500 309110.62479948 5512.83544922
0.24300002 135650.84375000 305714.41201857 5461.30322266
0.24400002 133808.51562500 302344.77967624 4917.46337891
0.24500000 131965.85937500 299066.70826738 6330.40234375
0.24600001 130125.28906250 295816.80664292 6267.48486328
0.24700001 128285.65625000 292675.58338901 7158.33984375
0.24800001 126445.87500000 289565.14229250 5195.02880859
0.24900001 124608.67187500 286535.15497711 7476.52050781
0.25000000 122775.35937500 283529.15399565 4622.49218750
0.25100002 120942.67187500 280624.43270596 5485.95996094
0.25200000 119116.89062500 277749.89071835 4520.48583984
0.25300002 117293.48437500 274919.28409488 5809.54687500
0.25400001 115474.45312500 272158.00583183 4416.89794922
0.25500003 113659.28125000 269443.05608580 4364.51660156
0.25600001 111852.82031250 266792.13688084 4743.11914062
0.25700000 110050.23437500 264147.19142392 6388.41601562
0.25800002 108256.36718750 261572.10410938 4626.33593750
0.25900000 106468.92187500 259046.54227182 6228.43212891
0.26000002 104690.39062500 256550.24631922 6147.94384766
0.26100001 102920.08593750 254075.06857074 4449.23535156
0.26200002 101163.92968750 251688.47401588 4390.00927734
0.26300001 99414.44531250  249335.23745473 3936.81225586
0.26400000 97678.50000000  247034.43103705 4270.99218750
0.26500002 95954.86718750  244726.07979385 3828.59936523
0.26600000 94245.74218750  242458.32080806 3774.54199219
0.26700002 92548.21875000  240266.99656800 4464.52636719
0.26800001 90869.21875000  238050.53508843 4766.54492188
0.26900002 89202.28906250  235930.54872651 5057.77001953
0.27000001 87553.42968750  233812.15171040 4626.76123047
0.27100003 85921.64062500  231728.53761873 3856.16357422
0.27200001 84309.42968750  229696.98830367 4833.45996094
0.27300000 82710.62500000  227677.24033798 4419.22851562
0.27400002 81132.28906250  225698.79709507 3681.37792969
0.27500001 79578.44531250  223738.87795163 3624.00244141
0.27600002 78040.98437500  221815.23973673 4215.38427734
0.27700001 76527.28125000  219906.32580603 3829.42529297
0.27800003 75035.09375000  218042.71736514 3454.24096680
0.27900001 73565.21875000  216185.22881906 3707.68725586
0.28000000 72119.37500000  214370.96317173 5167.71386719
0.28100002 70697.79687500  212572.97461772 3887.67211914
0.28200001 69300.46093750  210804.81826729 4412.70703125
0.28300002 67928.17187500  209062.32893832 3472.48852539
0.28400001 66581.32031250  207340.31842148 3130.98657227
0.28500003 65260.35546875  205640.65008772 3919.53735352
0.28600001 63963.45703125  203982.32301343 4405.80322266
0.28700000 62697.18359375  202331.17539781 4333.62939453
0.28800002 61457.37890625  200671.47819782 3463.43090820
0.28900000 60246.42968750  199060.68535116 3406.93554688
0.29000002 59062.30078125  197491.76354591 3093.68359375
0.29100001 57908.05078125  195923.09749745 4311.83349609
0.29200003 56782.17187500  194365.94050487 3493.80737305
0.29300001 55686.02734375  192850.81896877 2946.90478516
0.29400000 54618.59375000  191334.60133212 2416.87280273
0.29500002 53580.86718750  189839.28267948 3092.68774414
0.29600000 52573.29296875  188363.62076356 2810.56835938
0.29700002 51595.16406250  186910.94042272 2767.56469727
0.29800001 50647.07812500  185482.15507408 2271.52148438
0.29900002 49730.44921875  184072.56975360 3356.80566406
0.30000001 48843.30859375  182649.55720126 2205.27539062
0.30100003 47988.37890625  181274.91922030 3478.19799805
0.30200002 47162.71484375  179907.95394327 2572.25463867
0.30300000 46368.44140625  178567.05759123 2748.72119141
0.30400002 45604.96484375  177227.03811964 2503.71264648
0.30500001 44869.69531250  175905.94465105 2471.42285156
0.30600002 44166.23828125  174609.78747021 2847.39770508
0.30700001 43494.92968750  173328.39111025 2813.25219727
0.30800003 42850.93359375  172039.37685139 2184.75512695
0.30900002 42238.83593750  170799.99767957 1964.10595703
0.31000000 41656.32031250  169552.61697366 2720.57421875
0.31100002 41100.34375000  168327.56018250 2308.19555664
0.31200001 40577.99218750  167109.11653138 2667.19140625
0.31300002 40082.66796875  165915.97453486 2265.47265625
0.31400001 39618.65234375  164727.05252550 2433.57568359
0.31500003 39182.01171875  163570.44721432 2414.39575195
0.31600001 38773.30078125  162414.73705194 2212.40454102
0.31700000 38393.56250000  161265.42080949 2563.92211914
0.31800002 38040.64843750  160152.44030061 2002.26965332
0.31900001 37716.87890625  159037.72429917 1991.45129395
0.32000002 37418.76171875  157952.89530635 2342.22753906
0.32100001 37147.02734375  156865.74623401 1794.20141602
0.32200003 36903.35937500  155795.73286709 2503.15502930
0.32300001 36683.78125000  154737.61219125 2317.68139648
0.32400000 36487.50390625  153696.71856255 2490.27221680
0.32500002 36317.85546875  152659.25938227 2131.13183594
0.32600001 36173.34375000  151653.20348305 2484.02343750
0.32700002 36052.39062500  150656.41876772 2483.28881836
0.32800001 35956.82031250  149673.14349181 1951.91601562
0.32900003 35881.25390625  148703.74302215 3019.40771484
0.33000001 35829.86718750  147753.55171481 2312.63891602
0.33100003 35798.23828125  146806.91360012 2317.57812500
0.33200002 35792.23828125  145883.77770828 2145.38696289
0.33300000 35803.03906250  144971.77637129 2152.47875977
0.33400002 35836.15625000  144074.36230593 2160.92041016
0.33500001 35888.25781250  143198.21259143 1989.64501953
0.33600003 35960.10937500  142333.88249465 2363.11865234
0.33700001 36047.18359375  141461.18549692 2193.11083984
0.33800003 36155.33984375  140632.42386331 2390.04882812
0.33900002 36279.15234375  139798.60189879 2405.30786133
0.34000000 36421.31250000  139000.61328841 2608.13012695
0.34100002 36579.03515625  138206.43362748 2251.80541992
0.34200001 36753.95312500  137425.87301601 2080.09008789
0.34300002 36942.53125000  136662.06447477 2096.85815430
0.34400001 37146.55468750  135922.64417100 2691.26806641
0.34500003 37363.30468750  135184.02767430 2908.73339844
0.34600002 37595.93750000  134469.47058490 2152.55541992
0.34700000 37838.28125000  133771.52855316 2172.67407227
0.34800002 38093.86718750  133090.01889565 3589.58520508
0.34900001 38359.74218750  132421.93647001 2618.05249023
0.35000002 38637.97656250  131759.86432910 2441.14746094
0.35100001 38927.71484375  131135.11441227 2466.46020508
0.35200003 39225.03906250  130506.29065503 2700.05566406
0.35300002 39532.59375000  129899.65379996 2309.09887695
0.35400000 39850.17187500  129320.34638552 2970.83032227
0.35500002 40173.81250000  128758.55831171 2359.80981445
0.35600001 40505.94140625  128195.61933231 2386.00244141
0.35700002 40844.45312500  127669.12569653 3948.02514648
0.35800001 41189.86718750  127144.57763925 3105.30419922
0.35900003 41542.48046875  126647.97101209 2691.95288086
0.36000001 41899.80859375  126156.21462990 3403.31201172
0.36100003 42261.28125000  125703.00445075 3671.66040039
0.36200002 42627.38281250  125247.75735139 2553.16723633
0.36300001 42997.23437500  124806.02882561 2817.17895508
0.36400002 43370.42578125  124400.04231227 2611.98413086
0.36500001 43746.36328125  123998.54981122 3122.17797852
0.36600003 44126.27343750  123616.67751020 3400.81225586
0.36700001 44506.56640625  123254.51675092 3439.46752930
0.36800003 44891.25000000  122919.98685993 2733.20410156
0.36900002 45275.00000000  122591.55859539 3015.31518555
0.37000000 45658.44140625  122279.28867995 3049.07080078
0.37100002 46042.78125000  121992.43916333 2826.10595703
0.37200001 46428.29296875  121714.02048686 2597.66308594
0.37300003 46811.37890625  121457.73390753 2888.73046875
0.37400001 47195.11718750  121214.45438818 3451.14306641
0.37500003 47575.10156250  121003.01659011 3219.88305664
0.37600002 47955.03515625  120794.41038515 3796.60034180
0.37700000 48333.12500000  120619.86550510 4384.78125000
0.37800002 48708.43359375  120440.73527104 3045.98217773
0.37900001 49082.24218750  120284.60488040 3636.99414062
0.38000003 49452.14453125  120158.20621746 3108.80932617
0.38100001 49817.76562500  120043.17959784 3425.46972656
0.38200003 50181.00781250  119937.06792943 2882.89916992
0.38300002 50538.75390625  119861.77495512 2911.03222656
0.38400000 50894.28906250  119799.96401769 3526.97436523
0.38500002 51243.28125000  119741.17649097 2966.98608398
0.38600001 51589.13671875  119712.33991207 4492.12402344
0.38700002 51926.21093750  119694.72009556 3626.52685547
0.38800001 52260.75781250  119690.02513150 3049.41528320
0.38900003 52589.51562500  119703.51630256 3384.13549805
0.39000002 52914.22265625  119730.96448742 3724.10302734
0.39100003 53231.65234375  119783.48597260 3443.02343750
0.39200002 53542.78515625  119842.08168172 3787.61669922
0.39300001 53848.91406250  119924.26182122 3500.71801758
0.39400002 54148.72265625  120011.04558308 3849.97436523
0.39500001 54439.74218750  120115.70491824 5173.95312500
0.39600003 54725.78906250  120236.33991907 3584.81298828
0.39700001 55003.89062500  120365.49710175 3283.73242188
0.39800003 55277.19531250  120511.48856220 3970.00854492
0.39900002 55541.17187500  120678.76264187 4332.21142578
0.40000001 55796.29687500  120842.53833391 4362.99169922
0.40100002 56046.09765625  121024.06172086 4731.41162109
0.40200001 56289.75781250  121225.04089276 3742.98754883
0.40300003 56524.33984375  121435.35518776 4795.52539062
0.40400001 56752.24218750  121640.56348098 4137.23876953
0.40500003 56972.20703125  121873.51225254 4163.52929688
0.40600002 57185.68359375  122118.15276342 4887.66064453
0.40700001 57390.99218750  122371.94571398 5268.49316406
0.40800002 57588.13671875  122623.65607347 4946.24511719
0.40900001 57778.02734375  122895.80870841 4619.35351562
0.41000003 57960.48437500  123171.18570583 5002.56982422
0.41100001 58134.26562500  123459.62456826 3592.69775391
0.41200003 58300.89843750  123744.24534707 3611.74096680
0.41300002 58456.87109375  124043.59041007 3993.18896484
0.41400003 58608.08593750  124346.59827578 5837.36572266
0.41500002 58752.25000000  124666.44955344 4765.98291016
0.41600001 58886.85156250  124981.52365948 5156.72167969
0.41700003 59015.08984375  125306.23431628 4440.29541016
0.41800001 59137.78515625  125639.93299768 3716.80981445
0.41900003 59249.34765625  125966.12339024 3732.70922852
0.42000002 59355.18359375  126302.67193309 4123.10791016
0.42100003 59455.05859375  126642.73713191 5645.25830078
0.42200002 59546.46484375  126984.53782328 4533.86816406
0.42300001 59629.68750000  127332.89684967 4171.69287109
0.42400002 59706.72656250  127680.26025139 4186.93457031
0.42500001 59773.95703125  128023.36712926 3819.55590820
0.42600003 59836.23828125  128367.38742427 4982.26464844
0.42700002 59892.54296875  128719.87509610 4229.61132812
0.42800003 59941.62500000  129073.73289364 5014.41699219
0.42900002 59984.87500000  129418.84928920 5416.63427734
0.43000001 60020.97656250  129762.89698672 4656.42724609
0.43100002 60049.10546875  130106.80767167 6225.89160156
0.43200001 60073.01171875  130444.80854777 4682.09082031
0.43300003 60089.25781250  130785.89677378 4302.99218750
0.43400002 60099.63281250  131114.16062323 5097.95166016
0.43500003 60103.91406250  131450.24332335 3930.79638672
0.43600002 60104.08203125  131779.82249347 3939.82275391
0.43700001 60097.02343750  132098.87909822 4343.21191406
0.43800002 60080.52734375  132403.43977305 4747.56347656
0.43900001 60063.03125000  132720.98010536 4756.99218750
0.44000003 60038.88281250  133023.03801725 4368.72949219
0.44100001 60009.76953125  133324.10943864 5570.10693359
0.44200003 59976.57031250  133610.70319846 4383.98779297
0.44300002 59938.32421875  133897.85414273 4391.08203125
0.44400004 59894.40625000  134164.64501909 4397.74707031
0.44500002 59844.41015625  134437.55579025 4403.95019531
0.44600001 59791.43750000  134686.52589834 4009.01586914
0.44700003 59733.88281250  134932.79229172 4415.52880859
0.44800001 59671.13281250  135169.66875696 4420.73583984
0.44900003 59605.47656250  135398.77204240 5632.71777344
0.45000002 59535.68750000  135607.63400415 7249.66113281
0.45100003 59458.27343750  135805.80898545 4837.52539062
0.45200002 59380.50390625  135998.95103833 4438.39599609
0.45300001 59298.08203125  136177.73417388 4038.19946289
0.45400003 59212.80468750  136351.35650262 4849.52880859
0.45500001 59124.79687500  136509.74303358 4044.13623047
0.45600003 59032.68750000  136650.77463900 4856.02929688
0.45700002 58937.65625000  136786.79158436 7693.13232422
0.45800003 58839.17187500  136899.26063601 6076.61572266
0.45900002 58736.98046875  137000.12015590 4863.42236328
0.46000001 58635.03125000  137100.35855213 4865.53515625
0.46100003 58527.05078125  137169.42202160 5678.29492188
0.46200001 58418.52734375  137234.04628380 4462.88330078
0.46300003 58304.71484375  137278.08212380 4463.80908203
0.46400002 58190.22265625  137303.02754572 5682.27539062
0.46500003 58074.80468750  137321.97181707 4059.42919922
0.46600002 57956.31250000  137323.63423625 4465.82373047
0.46700001 57835.56250000  137307.26580122 4872.06787109
0.46800002 57715.27734375  137291.24446470 5684.37792969
0.46900001 57590.26953125  137240.36713036 4872.13671875
0.47000003 57464.93750000  137183.61652385 4465.88769531
0.47100002 57337.78125000  137105.00784534 4059.51513672
0.47200003 57209.71484375  137020.12399112 4464.93261719
0.47300002 57080.75390625  136911.77445074 4464.28613281
0.47400004 56948.85156250  136791.77884191 4463.36669922
0.47500002 56816.76171875  136652.94857178 4868.06054688
0.47600001 56682.39843750  136499.93293357 5272.31347656
0.47700003 56547.21875000  136335.29862942 4054.43579102
0.47800002 56412.57812500  136144.95163296 4458.56835938
0.47900003 56277.31640625  135952.89654646 4457.16357422
0.48000002 56140.24218750  135734.42543646 4455.57031250
0.48100004 56004.51171875  135503.95202532 4858.95166016
0.48200002 55866.17968750  135265.67803187 6071.25732422
0.48300001 55727.18359375  134998.09248260 4450.37304688
0.48400003 55589.04687500  134726.32348285 4852.92382812
0.48500001 55450.04296875  134433.72857247 4042.30834961
0.48600003 55311.68750000  134126.74734222 4444.57080078
0.48700002 55172.14843750  133812.16648143 5654.04199219
0.48800004 55031.50000000  133472.18349016 4843.87304688
0.48900002 54889.40234375  133118.50837605 6454.99414062
0.49000001 54749.45312500  132760.09262702 5241.98632812
0.49100003 54610.37890625  132386.15792089 4836.29541016
0.49200001 54470.00781250  131990.70310709 5639.28027344
0.49300003 54330.87109375  131587.42944263 5636.28515625
0.49400002 54191.25390625  131172.21741624 5230.81103516
0.49500003 54051.98828125  130734.06035145 4825.76171875
0.49600002 53913.73046875  130302.42508499 4421.19580078
0.49700001 53774.69921875  129842.31860648 6025.45507812
0.49800003 53636.91015625  129382.66883654 4014.72290039
