# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.00000000 21147112.00000000 4440.89355469
0.00100000 21142752.00000000 6977.10839844
0.00200000 21129754.00000000 11410.06738281
0.00300000 21108088.00000000 12664.85253906
0.00400000 21077560.00000000 18969.80468750
0.00500000 21038452.00000000 28401.91210938
0.00600000 20990886.00000000 24244.47265625
0.00700000 20934730.00000000 27633.84375000
0.00800000 20870056.00000000 36626.94921875
0.00900000 20797134.00000000 46793.55468750
0.01000000 20715770.00000000 47853.43359375
0.01100000 20626422.00000000 48265.83203125
0.01200000 20528884.00000000 48037.58984375
0.01300000 20423360.00000000 47177.96093750
0.01400000 20310146.00000000 50267.61328125
0.01500000 20189162.00000000 67835.58593750
0.01600000 20060484.00000000 56269.66015625
0.01700000 19924658.00000000 59176.23828125
0.01800000 19781520.00000000 56377.33593750
0.01900000 19631278.00000000 64783.22265625
0.02000000 19474166.00000000 73612.35156250
0.02100000 19310534.00000000 82842.19531250
0.02200000 19140232.00000000 72637.18750000
0.02300000 18963720.00000000 95577.15625000
0.02400000 18781060.00000000 84514.77343750
0.02500000 18592590.00000000 145022.20312500
0.02600000 18398412.00000000 119221.71093750
0.02700000 18198800.00000000 114652.44531250
0.02800000 17994112.00000000 78274.39062500
0.02900000 17784286.00000000 120043.93750000
0.03000000 17569782.00000000 89869.43750000
0.03100000 17350814.00000000 91612.30468750
0.03200000 17127576.00000000 84781.50781250
0.03300000 16900368.00000000 103430.25000000
0.03400000 16669381.00000000 113768.53125000
0.03500000 16434966.00000000 133123.21875000
0.03600000 16197206.00000000 89894.50000000
0.03700000 15956524.00000000 163713.93750000
0.03800000 15713013.00000000 110305.35937500
0.03900000 15467117.00000000 139204.06250000
0.04000000 15218888.00000000 102955.78125000
0.04100000 14968735.00000000 132024.25000000
0.04200000 14716899.00000000 132893.60937500
0.04300000 14463494.00000000 105004.96875000
0.04400000 14208893.00000000 153456.06250000
0.04500000 13953341.00000000 105905.85937500
0.04600000 13697014.00000000 96563.95312500
0.04700000 13440236.00000000 125800.61718750
0.04800000 13183172.00000000 116275.57812500
0.04900000 12926116.00000000 145418.81250000
0.05000000 12669222.00000000 106611.50781250
0.05100000 12412800.00000000 116183.81250000
0.05200000 12157075.00000000 115978.50000000
0.05300000 11902193.00000000 144611.65625000
0.05400000 11648384.00000000 115319.00781250
0.05500000 11395884.00000000 105297.97656250
0.05600000 11144856.00000000 152461.64062500
0.05700000 10895565.00000000 132707.98437500
0.05800000 10648145.00000000 141354.12500000
0.05900000 10402784.00000000 131075.09375000
0.06000000 10159623.00000000 102256.60937500
0.06100000 9918943.00000000 101470.79687500
0.06200000 9680776.00000000 100631.67187500
0.06300000 9445384.00000000 99743.25781250
0.06400000 9212781.00000000 98807.07812500
0.06500001 8983252.00000000 106721.03906250
0.06600000 8756863.00000000 88006.47656250
0.06700000 8533668.00000000 87043.41406250
0.06800000 8313937.50000000 86049.25781250
0.06900001 8097687.00000000 110533.43750000
0.07000000 7885077.00000000 100771.28125000
0.07100000 7676098.50000000 82901.86718750
0.07200000 7470915.50000000 98167.83593750
0.07300001 7269599.50000000 88761.82031250
0.07400000 7072227.00000000 87518.81250000
0.07500000 6878836.50000000 109786.23437500
0.07600001 6689475.00000000 92716.13281250
0.07700001 6504235.50000000 98929.42968750
0.07800000 6323153.50000000 97408.17968750
0.07900000 6146209.50000000 118007.22656250
0.08000001 5973484.50000000 108866.76562500
0.08100000 5804990.50000000 107102.07812500
0.08200000 5640733.50000000 84272.56250000
0.08300000 5480689.50000000 69056.68750000
0.08400001 5324889.00000000 81470.80468750
0.08500000 5173321.00000000 86756.59375000
0.08600000 5025969.00000000 72147.78906250
0.08700000 4882820.00000000 83789.19531250
0.08800001 4743826.50000000 88662.12500000
0.08900000 4608988.50000000 68443.47656250
0.09000000 4478242.50000000 79466.41406250
0.09100001 4351560.00000000 90077.29687500
0.09200001 4228885.00000000 64892.24609375
0.09300000 4110199.00000000 86930.71093750
0.09400000 3995400.25000000 68321.34375000
0.09500001 3884439.25000000 61529.52343750
0.09600000 3777243.00000000 60454.77343750
0.09700000 3673785.50000000 64805.57812500
0.09800000 3573936.50000000 68994.84375000
0.09900001 3477707.00000000 73031.85156250
0.10000000 3384921.25000000 66666.02343750
0.10100000 3295534.25000000 80674.67968750
0.10200001 3209479.75000000 54545.10937500
0.10300001 3126649.25000000 58530.87890625
0.10400000 3046972.00000000 86381.65625000
0.10500000 2970382.50000000 56674.89843750
0.10600001 2896707.00000000 55790.57812500
0.10700001 2825925.25000000 50357.99218750
0.10800000 2757939.75000000 63129.24218750
0.10900000 2692602.25000000 53313.52734375
0.11000001 2629873.50000000 43787.39453125
0.11100001 2569630.50000000 51803.75390625
0.11200000 2511797.00000000 59604.94531250
0.11300001 2456253.50000000 42001.93750000
0.11400001 2402940.00000000 58031.00390625
0.11500000 2351722.25000000 49103.96093750
0.11600000 2302542.50000000 44450.58593750
0.11700001 2255273.75000000 47902.01562500
0.11800001 2209860.00000000 47335.20312500
0.11900000 2166157.00000000 54587.15625000
0.12000000 2124133.75000000 46263.63671875
0.12100001 2083683.87500000 57197.12500000
0.12200001 2044705.25000000 56587.22265625
0.12300000 2007132.37500000 41065.92968750
0.12400001 1970884.00000000 40649.48437500
0.12500000 1935869.37500000 47564.30859375
0.12600000 1902023.87500000 54350.33203125
0.12700000 1869255.37500000 35889.70312500
0.12800001 1837499.75000000 46222.30859375
0.12900001 1806693.12500000 49322.72656250
0.13000001 1776769.50000000 59352.98828125
0.13100001 1747648.75000000 41524.13671875
0.13200000 1719278.25000000 48019.44140625
0.13300000 1691601.25000000 34001.18359375
0.13400000 1664560.00000000 37078.07421875
0.13500001 1638093.12500000 33417.10156250
0.13600001 1612156.00000000 46381.73046875
0.13700001 1586702.87500000 45982.65234375
0.13800001 1561672.62500000 52097.40234375
0.13900001 1537055.50000000 38733.80078125
0.14000000 1512785.00000000 38394.48437500
0.14100000 1488824.62500000 34883.16015625
0.14200000 1465158.25000000 47141.46875000
0.14300001 1441738.12500000 34255.69921875
0.14400001 1418530.50000000 40108.95312500
0.14500001 1395533.75000000 39730.84765625
0.14600001 1372701.37500000 51455.71484375
0.14700000 1350032.00000000 32967.78125000
0.14800000 1327490.87500000 32636.36328125
0.14900000 1305062.62500000 41109.47265625
0.15000001 1282744.00000000 34864.98437500
0.15100001 1260520.12500000 31613.84570312
0.15200001 1238383.50000000 48315.53515625
0.15300001 1216317.50000000 33716.32421875
0.15400001 1194318.50000000 27767.90820312
0.15500000 1172391.87500000 35664.16015625
0.15600000 1150531.25000000 29804.51171875
0.15700001 1128743.25000000 29426.33789062
0.15800001 1107008.87500000 34322.81250000
0.15900001 1085348.87500000 33862.88671875
0.16000001 1063771.62500000 28259.09570312
0.16100001 1042274.68750000 27860.00390625
0.16200000 1020863.81250000 32448.15625000
0.16300000 999547.87500000 31965.54101562
0.16400000 978341.75000000 31478.14648438
0.16500001 957244.62500000 28602.47070312
0.16600001 936283.56250000 28144.68554688
0.16700001 915446.18750000 23069.24609375
0.16800001 894761.37500000 22682.20312500
0.16900001 874238.37500000 26751.69726562
0.17000000 853892.37500000 21902.33984375
