# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
# offset = 0.00000000000000, scaling c = 1.99564938376553, Chi^2 = 42.9744041354736
#  q       exp_intensity   model_intensity error
0.00000000 1739091.50000000 1741373.96698922 339.12283325
0.00100000 1738945.62500000 1740806.95310805 991.19903564
0.00200000 1738531.37500000 1741205.95825672 860.57305908
0.00300000 1737837.12500000 1740598.28301936 1146.97253418
0.00400000 1736864.12500000 1737847.28034384 1823.70739746
0.00500000 1735611.62500000 1736195.00738217 2030.66577148
0.00600000 1734089.25000000 1735812.96525327 2549.11132812
0.00700000 1732285.25000000 1735402.36039256 2286.61669922
0.00800000 1730210.00000000 1733045.49847033 2569.36206055
0.00900000 1727861.87500000 1729600.25926543 3110.15161133
0.01000000 1725238.87500000 1726686.23698087 3700.63769531
0.01100000 1722344.25000000 1724516.96610072 4030.28588867
0.01200000 1719181.62500000 1719881.07258223 3687.64453125
0.01300000 1715747.25000000 1716041.31843978 5044.29687500
0.01400000 1712048.12500000 1713688.69727250 4622.53027344
0.01500000 1708084.75000000 1709664.84447439 4509.34375000
0.01600000 1703858.00000000 1703452.26321464 6951.74072266
0.01700000 1699372.62500000 1699224.72945131 4588.30615234
0.01800000 1694627.37500000 1694176.98379125 5312.65722656
0.01900000 1689622.87500000 1689293.13083683 6589.52978516
0.02000000 1684370.87500000 1683059.71998664 9019.80664062
0.02100000 1678863.00000000 1676987.95673653 6648.29785156
0.02200000 1673105.87500000 1671718.31981061 5772.21582031
0.02300000 1667105.50000000 1664808.63327549 8402.21191406
0.02400000 1660863.62500000 1657473.99814972 8096.71044922
0.02500000 1654381.37500000 1652271.83911859 8387.71386719
0.02600000 1647662.62500000 1642570.11436750 6673.03369141
0.02700000 1640707.87500000 1636333.46058706 10336.45996094
0.02800000 1633524.62500000 1628532.59187401 7816.41552734
0.02900000 1626116.00000000 1621496.43105920 8049.27441406
0.03000000 1618486.37500000 1612552.67888968 7525.96191406
0.03100000 1610631.12500000 1603687.38068656 11596.54492188
0.03200000 1602563.37500000 1594385.03526840 10312.49609375
0.03300000 1594286.62500000 1586976.68584351 8130.86181641
0.03400000 1585798.37500000 1577279.45130354 10823.07421875
0.03500000 1577106.12500000 1568085.36986444 8516.37304688
0.03600000 1568216.12500000 1558176.47176170 10444.32031250
0.03700000 1559134.00000000 1549313.29393605 11553.18261719
0.03800000 1549853.75000000 1537955.67910878 16319.96093750
0.03900000 1540390.50000000 1528883.45701019 9242.34277344
0.04000000 1530742.25000000 1518312.00331203 12238.28515625
0.04100000 1520917.00000000 1508968.12344107 13414.48828125
0.04200000 1510919.50000000 1498707.74159061 9745.43164062
0.04300000 1500751.50000000 1486478.77635116 12876.44824219
0.04400000 1490418.62500000 1476629.12408950 11066.35937500
0.04500000 1479926.00000000 1464568.54176680 13274.93652344
0.04600000 1469276.50000000 1452587.03705093 11394.24023438
0.04700000 1458479.37500000 1440701.19877739 15751.57812500
0.04800000 1447536.00000000 1429482.65576656 12767.26757812
0.04900000 1436453.00000000 1419519.87513045 14005.41699219
0.05000000 1425232.12500000 1406288.34553183 11993.32812500
0.05100000 1413884.00000000 1394987.48198391 11028.29589844
0.05200000 1402405.37500000 1381591.31131112 16723.68359375
0.05300000 1390810.50000000 1369805.25550678 14645.23535156
0.05400000 1379095.50000000 1357182.02478594 12515.29199219
0.05500000 1367273.25000000 1344901.67157485 16079.13476562
0.05600000 1355340.50000000 1331804.22466920 15064.61035156
0.05700000 1343308.75000000 1318503.09679832 14024.14453125
0.05800000 1331185.75000000 1305712.85516968 14137.19335938
0.05900000 1318965.25000000 1292689.74620357 16618.96289062
0.06000000 1306662.37500000 1280158.93899482 14347.15332031
0.06100000 1294280.62500000 1267334.64659857 12036.81054688
0.06200000 1281822.75000000 1254313.65800993 19381.16015625
0.06300000 1269292.75000000 1240379.65982822 15840.77343750
